FIPS,RPL_THEMES,COUNTY
36047082200,0.9111,Kings
36047082400,0.7567,Kings
36047082600,0.7609,Kings
36047082800,0.7982,Kings
36047083000,0.7822,Kings
36047083200,0.7187,Kings
36047083400,0.5935,Kings
36047083600,0.6765,Kings
36047083800,0.3356,Kings
36047084000,0.7163,Kings
36047084600,0.6657,Kings
36047084800,0.6605,Kings
36047085000,0.5644,Kings
36047085200,-999.0,Kings
36047085400,0.7031,Kings
36047085600,0.7145,Kings
36047085800,0.633,Kings
36047086000,0.6996,Kings
36047086200,0.764,Kings
36047086400,0.5592,Kings
36047086600,0.6798,Kings
36047086800,0.7484,Kings
36047087000,0.8221,Kings
36047087200,0.7849,Kings
36047087401,0.9481,Kings
36047087600,0.6109,Kings
36047087800,0.8926,Kings
36047088000,0.6991,Kings
36047088200,0.7708,Kings
36047088400,0.8033,Kings
36047088600,0.8474,Kings
36047088800,0.7095,Kings
36047089000,0.9486,Kings
36047089200,0.9236,Kings
36047089400,0.9841,Kings
36047089600,0.8247,Kings
36047089800,0.7213,Kings
36047090000,0.9623,Kings
36047090200,0.9239,Kings
36047090600,0.9269,Kings
36047090800,0.9801,Kings
36047091000,0.9596,Kings
36047091200,0.98,Kings
36047091600,0.967,Kings
36047091800,0.9002,Kings
36047092000,0.9377,Kings
36047092200,0.8428,Kings
36047092400,0.9145,Kings
36047092800,0.7155,Kings
36047093000,0.5656,Kings
36047093200,0.4297,Kings
36047093400,0.2944,Kings
36047093600,0.5269,Kings
36047093800,0.7158,Kings
36047094401,0.6999,Kings
36047094402,0.9383,Kings
36047094600,0.687,Kings
36047095000,0.4709,Kings
36047095400,0.5397,Kings
36047095600,0.659,Kings
36047095800,0.6534,Kings
36047096000,-999.0,Kings
36047096200,0.7131,Kings
36047096400,0.34,Kings
36047096600,0.5143,Kings
36047096800,0.6194,Kings
36047097000,0.6345,Kings
36047097400,0.9022,Kings
36047098200,0.9531,Kings
36047098400,0.3171,Kings
36047098600,0.6239,Kings
36047098800,0.8929,Kings
36047099000,0.6556,Kings
36047099200,0.7441,Kings
36047099400,0.3275,Kings
36047099600,0.7337,Kings
36047099800,0.3761,Kings
36047100400,0.4207,Kings
36047100600,0.4919,Kings
36047100800,0.6691,Kings
36047101000,0.3166,Kings
36047101200,0.5438,Kings
36047101400,0.5153,Kings
36047101600,0.6466,Kings
36047101800,0.4436,Kings
36047102000,0.4778,Kings
36047102200,0.5843,Kings
36047102400,0.4937,Kings
36047102600,0.2733,Kings
36047102800,0.4923,Kings
36047103400,0.9353,Kings
36047105801,0.932,Kings
36047105804,0.9836,Kings
36047107000,0.6291,Kings
36047107800,0.7175,Kings
36047109800,0.8489,Kings
36047110400,0.9634,Kings
36047110600,0.9704,Kings
36047111000,0.9673,Kings
36047111600,0.993,Kings
36047111800,0.8205,Kings
36047112000,0.9444,Kings
36047112200,0.9782,Kings
36047112400,0.7491,Kings
36047112600,0.8597,Kings
36047112800,0.7777,Kings
36047113000,0.8385,Kings
36047113200,0.6642,Kings
36047113400,0.986,Kings
36047114201,0.9343,Kings
36047114202,0.7861,Kings
36047114400,0.9603,Kings
36047114600,0.9851,Kings
36047115000,0.952,Kings
36047115200,0.9164,Kings
36047115600,0.9602,Kings
36047115800,0.9421,Kings
36047116000,0.8892,Kings
36047116200,0.8598,Kings
36047116400,0.8189,Kings
36047116600,0.8675,Kings
36047116800,0.8644,Kings
36047117000,0.8684,Kings
36047117201,0.8565,Kings
36047117202,0.8039,Kings
36047117400,0.7939,Kings
36047117601,0.8649,Kings
36047117602,0.8155,Kings
36047117800,0.8915,Kings
36047118000,-999.0,Kings
36047118201,0.6377,Kings
36047118202,0.6326,Kings
36047118400,0.6854,Kings
36047118600,0.7917,Kings
36047118800,0.7112,Kings
36047119000,0.8172,Kings
36047119200,0.8298,Kings
36047119400,0.9253,Kings
36047119600,0.8789,Kings
36047119800,0.9761,Kings
36047120000,0.9616,Kings
36047120200,0.6436,Kings
36047120800,0.9061,Kings
36047121000,0.9677,Kings
36047121400,0.9756,Kings
36047122000,0.8347,Kings
36047123700,0.6982,Kings
36047150200,0.2405,Kings
36047152200,0.4982,Kings
36047990100,-999.0,Kings
12089050101,0.5558,Nassau
12089050102,0.1764,Nassau
12089050201,0.0473,Nassau
12089050202,0.166,Nassau
12089050203,0.1709,Nassau
12089050301,0.5561,Nassau
12089050302,0.6226,Nassau
12089050303,0.3071,Nassau
12089050400,0.6402,Nassau
12089050502,0.1837,Nassau
12089050503,0.6033,Nassau
12089050504,0.1538,Nassau
36059300100,0.0958,Nassau
36059300300,0.6713,Nassau
36059300400,0.3875,Nassau
36059300500,0.2784,Nassau
36059300600,0.3747,Nassau
36059300700,0.4784,Nassau
36059300800,0.4065,Nassau
36059300900,0.2656,Nassau
36059301000,0.3384,Nassau
36059301101,0.4664,Nassau
36059301102,0.3087,Nassau
36059301200,0.1676,Nassau
36059301300,0.5654,Nassau
36059301400,0.0204,Nassau
36059301500,0.0172,Nassau
36059301600,0.1644,Nassau
36059301700,0.0269,Nassau
36059301800,0.546,Nassau
36059301900,0.0108,Nassau
36059302000,0.3228,Nassau
36059302101,0.0195,Nassau
36059302102,0.0403,Nassau
36059302200,0.6045,Nassau
36059302300,0.0932,Nassau
36059302400,0.1289,Nassau
36059302501,0.0373,Nassau
36059302502,0.1154,Nassau
36059302600,0.1505,Nassau
36059302700,0.3199,Nassau
36059302800,0.2022,Nassau
36059302900,0.1296,Nassau
36059303000,0.3115,Nassau
36059303101,0.0713,Nassau
36059303102,0.1127,Nassau
36059303201,0.1947,Nassau
36059303202,0.3487,Nassau
36059303301,0.4145,Nassau
36059303302,0.2652,Nassau
36059303400,0.0509,Nassau
36059303500,0.189,Nassau
36059303600,0.3215,Nassau
36059303700,0.1315,Nassau
36059303800,0.3865,Nassau
36059303900,0.1101,Nassau
36059304001,0.0706,Nassau
36059304002,0.6414,Nassau
36059304100,0.8621,Nassau
36059304202,0.5129,Nassau
36059304203,0.7535,Nassau
36059304204,0.7798,Nassau
36059404300,0.1135,Nassau
36059404400,0.1369,Nassau
36059404500,0.1417,Nassau
36059404600,0.0857,Nassau
36059404700,0.1387,Nassau
36059404800,0.5627,Nassau
36059404901,0.2296,Nassau
36059404902,0.6592,Nassau
36059405000,0.4983,Nassau
36059405100,0.149,Nassau
36059405200,0.3684,Nassau
36059405301,0.2925,Nassau
36059405302,0.2607,Nassau
36059405400,0.5839,Nassau
36059405500,0.2018,Nassau
36059405600,0.2348,Nassau
36059405700,0.0748,Nassau
36059405800,0.1198,Nassau
36059405900,0.0901,Nassau
36059406001,0.4647,Nassau
36059406002,0.4914,Nassau
36059406100,0.0913,Nassau
36059406201,0.4063,Nassau
36059406202,0.577,Nassau
36059406300,0.0513,Nassau
36059406400,0.0558,Nassau
36059406501,0.0965,Nassau
36059406600,0.0121,Nassau
36059406701,0.8852,Nassau
36059406702,0.9272,Nassau
36059406801,0.8849,Nassau
36059406802,0.8072,Nassau
36059406900,0.8908,Nassau
36059407000,0.8752,Nassau
36059407101,0.7185,Nassau
36059407102,0.5937,Nassau
36059407201,0.9449,Nassau
36059407203,0.6646,Nassau
36059407204,0.7776,Nassau
36059407301,0.4855,Nassau
36059407302,0.5708,Nassau
36059407401,0.7493,Nassau
36059407402,0.7926,Nassau
36059407501,0.7613,Nassau
36059407502,0.5283,Nassau
36059407600,0.2873,Nassau
36059407700,0.1903,Nassau
36059407801,0.1803,Nassau
36059407802,0.7206,Nassau
36059407900,0.5117,Nassau
36059408000,0.1347,Nassau
36059408100,0.3158,Nassau
36059408200,0.0993,Nassau
36059408300,0.1673,Nassau
36059408400,0.141,Nassau
36059408500,0.0558,Nassau
36059408600,0.2969,Nassau
36059408700,0.125,Nassau
36059408800,0.1066,Nassau
36059408900,0.2117,Nassau
36059409000,0.1599,Nassau
36059409100,0.0625,Nassau
36059409200,0.1786,Nassau
36059409300,0.1853,Nassau
36059409400,0.1484,Nassau
36059409500,0.051,Nassau
36059409600,0.0831,Nassau
36059409700,0.2254,Nassau
36059409800,0.2826,Nassau
36059409900,0.2462,Nassau
36059410000,0.4728,Nassau
36059410100,0.0427,Nassau
36059410200,0.2612,Nassau
36059410300,0.5212,Nassau
36059410400,0.294,Nassau
36059410500,0.6417,Nassau
36059410600,0.2923,Nassau
36059410700,0.4033,Nassau
36059410800,0.258,Nassau
36059410900,0.3613,Nassau
36059411000,0.6697,Nassau
36059411100,0.9027,Nassau
36059411200,0.3897,Nassau
36059411301,0.2193,Nassau
36059411302,0.0884,Nassau
36059411400,0.2237,Nassau
36059411500,0.0636,Nassau
36059411600,0.0746,Nassau
36059411700,0.3684,Nassau
36059411800,0.2166,Nassau
36059411901,0.5211,Nassau
36059411902,0.0918,Nassau
36059412000,0.2503,Nassau
36059412100,0.4779,Nassau
36059412200,0.1851,Nassau
36059412301,0.485,Nassau
36059412302,0.233,Nassau
36059412400,0.6505,Nassau
36059412500,0.0739,Nassau
36059412600,0.0144,Nassau
36059412700,0.0276,Nassau
36059412800,0.0342,Nassau
36059412900,0.2094,Nassau
36059413001,0.3356,Nassau
36059413002,0.1677,Nassau
36059413100,0.2722,Nassau
36059413200,0.2877,Nassau
36059413300,0.062,Nassau
36059413400,0.0185,Nassau
36059413500,0.4362,Nassau
36059413600,0.434,Nassau
36059413700,0.5096,Nassau
36059413803,0.2239,Nassau
36059413804,0.1009,Nassau
36059413900,0.845,Nassau
36059414001,0.497,Nassau
36059414002,0.6859,Nassau
36059414100,0.6721,Nassau
36059414201,0.6974,Nassau
36059414202,0.8123,Nassau
36059414301,0.8465,Nassau
36059414303,0.6956,Nassau
36059414304,0.8974,Nassau
36059414400,0.94,Nassau
36059414501,0.2951,Nassau
36059414502,0.315,Nassau
36059414600,0.0407,Nassau
36059414700,0.0612,Nassau
36059414800,0.1317,Nassau
36059414900,0.2079,Nassau
36059415000,0.1438,Nassau
36059415101,0.0437,Nassau
36059415102,0.0085,Nassau
36059415201,0.0111,Nassau
36059415202,0.0301,Nassau
36059415300,0.3362,Nassau
36059415401,0.0459,Nassau
36059415402,0.0384,Nassau
36059415500,0.0586,Nassau
36059415600,0.0439,Nassau
36059415700,0.0784,Nassau
36059415802,0.0382,Nassau
36059416000,0.0937,Nassau
36059416100,0.0572,Nassau
36059416201,0.5261,Nassau
36059416202,0.4358,Nassau
36059416300,0.0131,Nassau
36059416401,0.1278,Nassau
36059416402,0.1439,Nassau
36059416500,0.805,Nassau
36059416600,0.3815,Nassau
36059416701,0.3844,Nassau
36059416702,0.2619,Nassau
36059416801,0.1212,Nassau
36059416802,0.2885,Nassau
36059416900,0.1656,Nassau
36059517000,0.4344,Nassau
36059517101,0.4109,Nassau
36059517102,0.2517,Nassau
36059517200,0.7177,Nassau
36059517301,0.5887,Nassau
36059517302,0.5667,Nassau
36059517400,0.1204,Nassau
36059517500,0.0158,Nassau
36059517600,0.0661,Nassau
36059517701,0.077,Nassau
36059517705,0.0079,Nassau
36059517801,0.0558,Nassau
36059517802,0.1523,Nassau
36059517901,0.04,Nassau
36059517902,0.1034,Nassau
36059518000,0.3984,Nassau
36059518100,0.0432,Nassau
36059518201,0.0799,Nassau
36059518203,0.2714,Nassau
36059518204,0.1089,Nassau
36059518300,0.2275,Nassau
36059518400,0.1079,Nassau
36059518501,0.2877,Nassau
36059518502,0.2567,Nassau
36059518600,0.0798,Nassau
36059518700,0.234,Nassau
36059518800,0.1209,Nassau
36059518900,0.2971,Nassau
36059519000,0.2169,Nassau
36059519100,0.3799,Nassau
36059519200,0.1913,Nassau
36059519300,0.3584,Nassau
36059519400,0.073,Nassau
36059519500,0.2486,Nassau
36059519601,0.1372,Nassau
36059519602,0.0063,Nassau
36059519702,0.3301,Nassau
36059519703,0.0325,Nassau
36059519704,0.2296,Nassau
36059519801,0.147,Nassau
36059519802,0.1054,Nassau
36059519900,0.0586,Nassau
36059520001,0.2576,Nassau
36059520002,0.2591,Nassau
36059520100,0.1899,Nassau
36059520200,0.1219,Nassau
36059520300,0.1677,Nassau
36059520401,0.1835,Nassau
36059520402,0.3993,Nassau
36059520501,0.0396,Nassau
36059520502,0.0717,Nassau
36059520600,0.1019,Nassau
36059520700,0.0126,Nassau
36059520800,0.0515,Nassau
36059520900,0.0298,Nassau
36059521000,0.0302,Nassau
36059521100,0.0174,Nassau
36059521200,0.0167,Nassau
36059521301,0.0255,Nassau
36059521302,0.0346,Nassau
36059521400,0.0313,Nassau
36059521500,0.0139,Nassau
36059521601,0.1009,Nassau
36059521602,0.0306,Nassau
36059521700,0.0782,Nassau
36059521801,0.1497,Nassau
36059521802,0.1789,Nassau
36059521902,0.075,Nassau
36059522000,0.2829,Nassau
36059522700,0.0783,Nassau
36059980100,-999.0,Nassau
36059981100,0.0531,Nassau
36059982100,0.09,Nassau
36061000100,-999.0,New York
36061000201,0.9856,New York
36061000202,0.9752,New York
36061000500,-999.0,New York
36061000600,0.9812,New York
36061000700,0.1384,New York
36061000800,0.8986,New York
36061000900,0.1378,New York
36061001001,0.3769,New York
36061001002,0.996,New York
36061001200,0.7672,New York
36061001300,0.1084,New York
36061001401,0.3517,New York
36061001402,0.6833,New York
36061001501,0.6215,New York
36061001502,0.355,New York
36061001600,0.7188,New York
36061001800,0.7969,New York
36061002000,0.9922,New York
36061002100,0.2392,New York
36061002201,0.9139,New York
36061002202,0.5401,New York
36061002400,0.9267,New York
36061002500,0.9984,New York
36061002601,0.8324,New York
36061002602,0.5902,New York
36061002700,0.7383,New York
36061002800,0.7794,New York
36061002900,0.9384,New York
36061003001,0.44,New York
36061003002,0.5728,New York
36061003100,0.5059,New York
36061003200,0.3436,New York
36061003300,0.2061,New York
36061003400,0.4405,New York
36061003601,0.8172,New York
36061003602,0.6151,New York
36061003700,0.247,New York
36061003800,0.4892,New York
36061003900,0.1994,New York
36061004000,0.2588,New York
36061004100,0.7177,New York
36061004200,0.3671,New York
36061004300,0.4137,New York
36061004400,0.2182,New York
36061004500,0.4455,New York
36061004700,0.1515,New York
36061004800,0.3265,New York
36061004900,0.3033,New York
36061005000,0.2429,New York
36061005200,0.3347,New York
36061005400,0.2442,New York
36061005501,0.3473,New York
36061005502,0.4235,New York
36061005600,0.4432,New York
36061005700,0.0722,New York
36061005800,0.1429,New York
36061005900,0.2507,New York
36061006000,0.2003,New York
36061006100,0.3097,New York
36061006200,0.7212,New York
36061006300,0.2935,New York
36061006400,0.2083,New York
36061006500,0.3077,New York
36061006600,0.6377,New York
36061006700,0.1004,New York
36061006800,0.3237,New York
36061006900,0.1632,New York
36061007000,0.2078,New York
36061007100,0.1861,New York
36061007200,0.3134,New York
36061007300,0.1397,New York
36061007400,0.3073,New York
36061007500,0.1568,New York
36061007600,0.2589,New York
36061007700,0.1244,New York
36061007800,0.2648,New York
36061007900,0.2492,New York
36061008000,0.2603,New York
36061008100,0.381,New York
36061008200,0.1076,New York
36061008300,0.7016,New York
36061008400,0.282,New York
36061008601,0.053,New York
36061008602,-999.0,New York
36061008603,0.1166,New York
36061008700,0.1237,New York
36061008800,0.2393,New York
36061008900,0.5959,New York
36061009000,0.3009,New York
36061009100,0.3534,New York
36061009200,0.2031,New York
36061009300,0.5049,New York
36061009400,0.0019,New York
36061009500,0.3847,New York
36061009600,0.0113,New York
36061009700,0.6917,New York
36061009800,0.3848,New York
36061009900,0.2526,New York
36061010000,0.1318,New York
36061010100,0.4623,New York
36061010200,0.2948,New York
36061010300,0.2004,New York
36061010400,0.3797,New York
36061010601,0.1221,New York
36061010602,0.1786,New York
36061010800,0.2383,New York
36061010900,0.2109,New York
36061011000,0.2349,New York
36061011100,0.4095,New York
36061011201,0.1672,New York
36061011202,0.1511,New York
36061011203,0.1287,New York
36061011300,0.5207,New York
36061011401,0.3166,New York
36061011402,0.1914,New York
36061011500,0.5548,New York
36061011600,0.2864,New York
36061011700,0.2741,New York
36061011800,0.2501,New York
36061011900,0.7993,New York
36061012000,0.2351,New York
36061012100,0.6414,New York
36061012200,0.1828,New York
36061012400,0.4197,New York
36061012500,0.2697,New York
36061012600,0.1711,New York
36061012700,0.446,New York
36061012800,0.2407,New York
36061012900,0.3076,New York
36061013000,0.2639,New York
36061013100,0.3678,New York
36061013200,0.1951,New York
36061013300,0.4935,New York
36061013400,0.2073,New York
36061013500,0.7166,New York
36061013600,0.1393,New York
36061013700,0.3715,New York
36061013800,0.3574,New York
36061013900,0.4189,New York
36061014000,0.0939,New York
36061014200,0.2934,New York
36061014300,-999.0,New York
36061014401,0.2074,New York
36061014402,0.178,New York
36061014500,0.4259,New York
36061014601,0.1888,New York
36061014602,0.1908,New York
36061014700,0.152,New York
36061014801,0.2071,New York
36061014802,0.1611,New York
36061014900,0.295,New York
36061015001,0.15,New York
36061015002,0.2294,New York
36061015100,0.6839,New York
36061015200,0.5179,New York
36061015300,0.1262,New York
36061015400,0.3096,New York
36061015500,0.203,New York
36061015601,0.2169,New York
36061015602,0.7298,New York
36061015700,0.3073,New York
36061015801,0.2234,New York
36061015802,0.4486,New York
36061015900,0.2408,New York
36061016001,0.1426,New York
36061016002,0.2856,New York
36061016100,0.1737,New York
36061016200,0.9595,New York
36061016300,0.2439,New York
36061016400,0.9542,New York
36061016500,0.2815,New York
36061016600,0.8328,New York
36061016700,0.1807,New York
36061016800,0.9832,New York
36061016900,0.3032,New York
36061017000,0.8944,New York
36061017100,0.3097,New York
36061017200,0.9167,New York
36061017300,0.3686,New York
36061017401,0.9872,New York
36061017402,0.7442,New York
36061017500,0.2803,New York
36061017700,0.5175,New York
36061017800,0.7096,New York
36061017900,0.502,New York
36061018000,0.9628,New York
36061018100,0.5274,New York
36061018200,0.9912,New York
36061018300,0.4532,New York
36061018400,0.9659,New York
36061018500,0.3052,New York
36061018600,0.9969,New York
36061018700,0.4521,New York
36061018800,0.8909,New York
36061018900,0.9591,New York
36061019000,0.5267,New York
36061019100,0.5913,New York
36061019200,0.9925,New York
36061019300,0.8158,New York
36061019400,0.9759,New York
36061019500,0.52,New York
36061019600,0.985,New York
36061019701,0.4995,New York
36061019702,0.6823,New York
36061019800,0.7908,New York
36061019900,0.5299,New York
36061020000,0.5658,New York
36061020101,0.3595,New York
36061020102,0.6155,New York
36061020300,0.7195,New York
36061020500,0.3151,New York
36061020600,0.893,New York
36061020701,0.3957,New York
36061020800,0.6891,New York
36061020901,0.9386,New York
36061021000,0.8886,New York
36061021100,0.6626,New York
36061021200,0.8324,New York
36061021303,0.7616,New York
36061021400,0.4695,New York
36061021500,0.8745,New York
36061021600,0.6949,New York
36061021703,-999.0,New York
36061021800,0.751,New York
36061021900,0.9925,New York
36061022000,0.6263,New York
36061022102,0.3688,New York
36061022200,0.6395,New York
36061022301,0.6988,New York
36061022302,0.8886,New York
36061022400,0.916,New York
36061022500,0.894,New York
36061022600,0.7405,New York
36061022700,0.7796,New York
36061022800,0.7914,New York
36061022900,0.8576,New York
36061023000,0.943,New York
36061023100,0.8097,New York
36061023200,0.9761,New York
36061023300,0.7041,New York
36061023400,0.7712,New York
36061023501,0.8027,New York
36061023502,0.8421,New York
36061023600,0.7802,New York
36061023700,0.8301,New York
36061023801,0.5442,New York
36061023802,0.827,New York
36061023900,0.8683,New York
36061024000,-999.0,New York
36061024100,0.8594,New York
36061024200,0.993,New York
36061024301,0.9438,New York
36061024302,0.9972,New York
36061024500,0.8957,New York
36061024700,0.7362,New York
36061024900,0.8801,New York
36061025100,0.9904,New York
36061025300,0.9029,New York
36061025500,0.8065,New York
36061025700,0.497,New York
36061025900,0.5828,New York
36061026100,0.9745,New York
36061026300,0.8734,New York
36061026500,0.7216,New York
36061026700,0.7841,New York
36061026900,0.9763,New York
36061027100,0.8654,New York
36061027300,0.4762,New York
36061027500,0.6108,New York
36061027700,0.9901,New York
36061027900,0.8868,New York
36061028100,0.3313,New York
36061028300,0.7696,New York
36061028500,0.9289,New York
36061028700,0.8227,New York
36061029100,0.8842,New York
36061029300,0.9247,New York
36061029500,0.7156,New York
36061029700,-999.0,New York
36061029900,0.9943,New York
36061030300,0.5805,New York
36061030700,0.3769,New York
36061030900,0.9789,New York
36061031100,-999.0,New York
36061031703,0.2219,New York
36061031704,0.1546,New York
36061031900,-999.0,New York
36081000100,0.2975,Queens
36081000200,0.596,Queens
36081000400,0.7766,Queens
36081000600,0.6714,Queens
36081000700,0.219,Queens
36081000800,0.6629,Queens
36081001000,0.5668,Queens
36081001200,0.6423,Queens
36081001400,0.6802,Queens
36081001600,0.7194,Queens
36081001800,0.7249,Queens
36081001900,0.1216,Queens
36081002000,0.5143,Queens
36081002200,0.7913,Queens
36081002400,0.8575,Queens
36081002500,0.976,Queens
36081002600,0.8058,Queens
36081002800,0.7533,Queens
36081003000,0.7729,Queens
36081003100,0.5447,Queens
36081003200,0.6499,Queens
36081003300,0.6487,Queens
36081003400,0.8064,Queens
36081003600,0.6853,Queens
36081003700,-999.0,Queens
36081003800,0.8101,Queens
36081003900,0.866,Queens
36081004001,0.8581,Queens
36081004002,0.7448,Queens
36081004200,0.7106,Queens
36081004300,0.986,Queens
36081004401,0.7167,Queens
36081004500,0.4882,Queens
36081004700,0.8008,Queens
36081005000,0.9599,Queens
36081005100,0.7622,Queens
36081005200,0.6315,Queens
36081005300,0.4061,Queens
36081005400,0.7103,Queens
36081005500,0.6845,Queens
36081005700,0.6632,Queens
36081005800,0.6576,Queens
36081005900,0.5293,Queens
36081006100,0.4988,Queens
36081006201,0.6742,Queens
36081006202,0.7113,Queens
36081006300,0.337,Queens
36081006501,0.3096,Queens
36081006502,0.3608,Queens
36081006900,0.6993,Queens
36081007100,0.2717,Queens
36081007300,0.2655,Queens
36081007500,0.5117,Queens
36081007700,0.4147,Queens
36081007900,0.7491,Queens
36081008100,0.5201,Queens
36081008300,0.5415,Queens
36081008500,0.8922,Queens
36081008600,0.5423,Queens
36081008700,0.9759,Queens
36081008800,0.5732,Queens
36081009100,0.6533,Queens
36081009400,0.7438,Queens
36081009500,0.4056,Queens
36081009600,0.6254,Queens
36081009700,0.2459,Queens
36081009800,0.7686,Queens
36081009900,-999.0,Queens
36081010000,0.5834,Queens
36081010100,0.2513,Queens
36081010200,0.6186,Queens
36081010300,0.5469,Queens
36081010400,0.5219,Queens
36081010500,0.7825,Queens
36081010600,0.8482,Queens
36081010701,-999.0,Queens
36081010800,0.764,Queens
36081011000,0.6455,Queens
36081011100,0.4728,Queens
36081011200,0.8734,Queens
36081011300,0.5389,Queens
36081011400,0.6775,Queens
36081011500,0.2316,Queens
36081011600,0.5535,Queens
36081011700,0.3337,Queens
36081011800,0.7001,Queens
36081011900,0.4295,Queens
36081012000,0.6559,Queens
36081012100,0.3749,Queens
36081012200,0.8125,Queens
36081012301,0.2384,Queens
36081012400,0.7346,Queens
36081012500,0.3151,Queens
36081012601,0.6677,Queens
36081012602,0.6612,Queens
36081012800,0.6829,Queens
36081013000,0.7679,Queens
36081013200,0.8162,Queens
36081013400,0.622,Queens
36081013500,0.2849,Queens
36081013600,0.4078,Queens
36081013700,0.2237,Queens
36081013800,0.7326,Queens
36081014000,0.5979,Queens
36081014100,0.5744,Queens
36081014201,0.7494,Queens
36081014202,0.8738,Queens
36081014300,0.4733,Queens
36081014400,0.6702,Queens
36081014500,0.5699,Queens
36081014700,0.5753,Queens
36081014800,0.5813,Queens
36081014900,0.2866,Queens
36081015000,0.4749,Queens
36081015100,0.5641,Queens
36081015200,0.7752,Queens
36081015300,0.5781,Queens
36081015400,0.6903,Queens
36081015500,0.3779,Queens
36081015600,0.5929,Queens
36081015700,0.5647,Queens
36081015801,0.7658,Queens
36081015802,0.6753,Queens
36081015900,0.5149,Queens
36081016100,0.6335,Queens
36081016300,0.8479,Queens
36081016400,0.6862,Queens
36081016600,0.7479,Queens
36081016800,0.7589,Queens
36081016900,0.4805,Queens
36081017000,0.6583,Queens
36081017100,-999.0,Queens
36081017200,0.5495,Queens
36081017400,0.7514,Queens
36081017600,0.7341,Queens
36081017800,0.6825,Queens
36081017900,0.6198,Queens
36081018000,0.749,Queens
36081018101,0.5583,Queens
36081018102,0.3136,Queens
36081018200,0.727,Queens
36081018300,0.5625,Queens
36081018401,0.7426,Queens
36081018402,0.7749,Queens
36081018501,0.5356,Queens
36081018502,0.518,Queens
36081018600,0.7421,Queens
36081018700,0.4964,Queens
36081018800,0.6517,Queens
36081018900,0.6288,Queens
36081019000,0.4786,Queens
36081019200,0.4581,Queens
36081019400,0.5312,Queens
36081019600,0.6646,Queens
36081019800,0.8142,Queens
36081019900,0.6847,Queens
36081020200,0.7467,Queens
36081020400,0.8999,Queens
36081020500,0.68,Queens
36081020600,0.7022,Queens
36081020800,0.7287,Queens
36081021200,0.9755,Queens
36081021400,0.7985,Queens
36081021600,0.6321,Queens
36081021900,-999.0,Queens
36081022001,0.6488,Queens
36081022002,0.6076,Queens
36081022900,0.4487,Queens
36081023000,0.5263,Queens
36081023200,0.7866,Queens
36081023500,0.6553,Queens
36081023600,0.8339,Queens
36081023800,0.9087,Queens
36081024000,0.9687,Queens
36081024300,0.4767,Queens
36081024500,0.6635,Queens
36081024600,-999.0,Queens
36081024700,0.5457,Queens
36081024900,0.7707,Queens
36081025100,0.5585,Queens
36081025301,0.5367,Queens
36081025302,0.5237,Queens
36081025400,0.8804,Queens
36081025500,0.5669,Queens
36081025700,0.5882,Queens
36081025800,0.6919,Queens
36081025900,0.7096,Queens
36081026000,0.9007,Queens
36081026100,0.7171,Queens
36081026200,0.5652,Queens
36081026300,0.706,Queens
36081026400,0.9469,Queens
36081026500,0.6196,Queens
36081026600,0.9338,Queens
36081026700,0.8289,Queens
36081026901,0.6635,Queens
36081026902,0.7354,Queens
36081027000,0.8735,Queens
36081027100,0.7134,Queens
36081027200,0.6664,Queens
36081027300,0.8208,Queens
36081027400,0.2859,Queens
36081027500,0.7898,Queens
36081027600,0.6108,Queens
36081027700,0.7114,Queens
36081027800,0.8483,Queens
36081027900,0.7231,Queens
36081028000,0.4128,Queens
36081028100,0.5749,Queens
36081028200,0.4363,Queens
36081028300,0.7545,Queens
36081028400,0.6869,Queens
36081028500,0.7093,Queens
36081028700,0.5516,Queens
36081028800,0.6741,Queens
36081028900,0.5746,Queens
36081029100,0.8358,Queens
36081029300,0.3826,Queens
36081029400,0.7563,Queens
36081029500,0.3989,Queens
36081029700,0.5725,Queens
36081029900,-999.0,Queens
36081030600,0.7972,Queens
36081030902,0.8066,Queens
36081030903,0.6782,Queens
36081030904,0.7292,Queens
36081031700,0.4383,Queens
36081032000,0.8684,Queens
36081032700,0.742,Queens
36081032800,0.5315,Queens
36081032900,0.7005,Queens
36081033000,0.6742,Queens
36081033100,-999.0,Queens
36081033401,0.5789,Queens
36081033402,0.5831,Queens
36081033700,0.6252,Queens
36081033900,0.7043,Queens
36081034700,0.8522,Queens
36081035100,0.822,Queens
36081035200,0.5939,Queens
36081035300,0.8224,Queens
36081035700,0.9158,Queens
36081035800,0.6962,Queens
36081036100,0.8783,Queens
36081036300,0.8794,Queens
36081036500,0.7995,Queens
36081036600,0.667,Queens
36081036700,0.7544,Queens
36081036800,0.5562,Queens
36081037100,0.6648,Queens
36081037300,0.6954,Queens
36081037500,0.8821,Queens
36081037600,0.5528,Queens
36081037700,0.8088,Queens
36081037900,0.734,Queens
36081038100,0.939,Queens
36081038301,-999.0,Queens
36081038302,-999.0,Queens
36081038400,0.6236,Queens
36081039400,0.5036,Queens
36081039800,0.3755,Queens
36081039900,0.8732,Queens
36081040000,0.419,Queens
36081040100,0.8832,Queens
36081040200,0.4044,Queens
36081040300,0.9507,Queens
36081040400,0.7426,Queens
36081040500,0.8683,Queens
36081040700,0.8342,Queens
36081040900,0.856,Queens
36081041100,0.7081,Queens
36081041300,0.8383,Queens
36081041400,0.8267,Queens
36081041500,0.8685,Queens
36081042400,0.5962,Queens
