FIPS,RPL_THEMES,COUNTY,ZCTA5,modzcta
36047025901,0.8863,Kings,11206,11206
36047025902,0.9754,Kings,11206,11206
36047026000,0.7456,Kings,11204,11204
36047026100,0.4791,Kings,11206,11206
36047026100,0.4791,Kings,11216,11216
36047026100,0.4791,Kings,11221,11221
36047026200,0.8191,Kings,11204,11204
36047026200,0.8191,Kings,11219,11219
36047026200,0.8191,Kings,11228,11228
36047026300,0.7665,Kings,11216,11216
36047026300,0.7665,Kings,11221,11221
36047026400,0.6458,Kings,11204,11204
36047026400,0.6458,Kings,11214,11214
36047026500,0.5601,Kings,11216,11216
36047026500,0.5601,Kings,11221,11221
36047026600,0.7717,Kings,11204,11204
36047026700,0.667,Kings,11216,11216
36047026700,0.667,Kings,11221,11221
36047026800,0.9216,Kings,11204,11204
36047026800,0.9216,Kings,11214,11214
36047026900,0.6959,Kings,11216,11216
36047027000,0.6889,Kings,11214,11214
36047027100,0.847,Kings,11213,11213
36047027100,0.847,Kings,11216,11216
36047027200,0.7954,Kings,11214,11214
36047027300,0.776,Kings,11216,11216
36047027300,0.776,Kings,11233,11233
36047027400,0.6895,Kings,11204,11204
36047027400,0.6895,Kings,11214,11214
36047027500,0.5974,Kings,11216,11216
36047027500,0.5974,Kings,11221,11221
36047027500,0.5974,Kings,11233,11233
36047027600,0.7444,Kings,11214,11214
36047027700,0.8708,Kings,11221,11221
36047027800,0.7815,Kings,11214,11214
36047027900,0.6492,Kings,11221,11221
36047028000,0.682,Kings,11214,11214
36047028100,0.9558,Kings,11206,11206
36047028100,0.9558,Kings,11221,11221
36047028200,0.7315,Kings,11214,11214
36047028300,0.9887,Kings,11206,11206
36047028400,0.8389,Kings,11214,11214
36047028501,0.7885,Kings,11206,11206
36047028502,0.9935,Kings,11206,11206
36047028600,0.8083,Kings,11214,11214
36047028700,0.8235,Kings,11206,11206
36047028700,0.8235,Kings,11221,11221
36047028800,0.7573,Kings,11214,11214
36047028900,0.9468,Kings,11206,11206
36047028900,0.9468,Kings,11221,11221
36047029000,0.7133,Kings,11214,11214
36047029100,0.6588,Kings,11221,11221
36047029200,0.8027,Kings,11214,11214
36047029300,0.7883,Kings,11221,11221
36047029400,0.9839,Kings,11214,11214
36047029500,0.4163,Kings,11221,11221
36047029500,0.4163,Kings,11233,11233
36047029600,0.8124,Kings,11214,11214
36047029700,0.5678,Kings,11233,11233
36047029800,0.7078,Kings,11214,11214
36047029800,0.7078,Kings,11223,11223
36047029900,0.9627,Kings,11233,11233
36047030000,0.7754,Kings,11214,11214
36047030100,0.8446,Kings,11233,11233
36047030200,0.7491,Kings,11214,11214
36047030300,0.9855,Kings,11233,11233
36047030400,0.8701,Kings,11214,11214
36047030500,0.547,Kings,11238,11238
36047030600,0.848,Kings,11214,11214
36047030700,0.9726,Kings,11213,11213
36047030700,0.9726,Kings,11233,11233
36047030800,0.7909,Kings,11214,11214
36047030800,0.7909,Kings,11223,11223
36047030900,0.8332,Kings,11213,11213
36047031100,0.639,Kings,11213,11213
36047031300,0.6911,Kings,11213,11213
36047031300,0.6911,Kings,11216,11216
36047031400,0.775,Kings,11214,11214
36047031500,0.6067,Kings,11216,11216
36047031701,0.3895,Kings,11216,11216
36047031702,0.5116,Kings,11216,11216
36047031900,0.6845,Kings,11225,11225
36047032100,0.7628,Kings,11225,11225
36047032300,0.6311,Kings,11225,11225
36047032500,0.6328,Kings,11225,11225
36047032600,0.9894,Kings,11224,11224
36047032700,0.7923,Kings,11225,11225
36047032800,0.7921,Kings,11224,11224
36047032900,0.7907,Kings,11225,11225
36047033000,0.9914,Kings,11224,11224
36047033100,0.6468,Kings,11213,11213
36047033100,0.6468,Kings,11225,11225
36047033300,0.7255,Kings,11213,11213
36047033300,0.7255,Kings,11225,11225
36047033500,0.8481,Kings,11213,11213
36047033600,0.6006,Kings,11224,11224
36047033700,0.7185,Kings,11213,11213
36047033900,0.8298,Kings,11213,11213
36047034000,0.9962,Kings,11224,11224
36047034100,0.7601,Kings,11213,11213
36047034200,0.992,Kings,11224,11224
36047034300,0.9634,Kings,11213,11213
36047034500,0.7306,Kings,11213,11213
36047034700,0.8658,Kings,11213,11213
36047034800,0.8512,Kings,11214,11214
36047034800,0.8512,Kings,11224,11224
36047034900,0.8676,Kings,11213,11213
36047035000,0.6396,Kings,11224,11224
36047035100,0.9283,Kings,11213,11213
36047035200,0.8871,Kings,11224,11224
36047035300,0.7944,Kings,11213,11213
36047035400,0.4997,Kings,11224,11224
36047035400,0.4997,Kings,11235,11235
36047035500,0.8824,Kings,11213,11213
36047035601,0.5982,Kings,11224,11224
36047035602,0.5952,Kings,11224,11224
36047035602,0.5952,Kings,11235,11235
36047035700,0.9069,Kings,11213,11213
36047035900,0.9706,Kings,11233,11233
36047036001,0.7771,Kings,11235,11235
36047036002,0.8978,Kings,11235,11235
36047036100,0.9827,Kings,11212,11212
36047036100,0.9827,Kings,11233,11233
36047036200,0.8862,Kings,11235,11235
36047036300,0.9368,Kings,11212,11212
36047036300,0.9368,Kings,11233,11233
36047036400,0.8696,Kings,11235,11235
36047036501,0.8244,Kings,11233,11233
36047036502,0.9528,Kings,11233,11233
36047036600,0.9155,Kings,11235,11235
36047036700,0.7053,Kings,11207,11207
36047036700,0.7053,Kings,11233,11233
36047036900,0.9159,Kings,11207,11207
36047036900,0.9159,Kings,11233,11233
36047037000,0.661,Kings,11235,11235
36047037100,0.7996,Kings,11233,11233
36047037300,0.8156,Kings,11233,11233
36047037401,0.7212,Kings,11223,11223
36047037401,0.7212,Kings,11235,11235
36047037402,0.7331,Kings,11223,11223
36047037500,0.8197,Kings,11221,11221
36047037500,0.8197,Kings,11233,11233
36047037700,0.7026,Kings,11233,11233
36047037900,0.6697,Kings,11233,11233
36047038100,0.7899,Kings,11233,11233
36047038200,0.9847,Kings,11223,11223
36047038300,0.632,Kings,11221,11221
36047038300,0.632,Kings,11233,11233
36047038500,0.6648,Kings,11221,11221
36047038600,0.7648,Kings,11223,11223
36047038700,0.7936,Kings,11221,11221
36047038800,0.7363,Kings,11223,11223
36047038900,0.6679,Kings,11206,11206
36047038900,0.6679,Kings,11221,11221
36047039000,0.5588,Kings,11223,11223
36047039100,0.8252,Kings,11206,11206
36047039100,0.8252,Kings,11221,11221
36047039200,0.6265,Kings,11223,11223
36047039300,0.8194,Kings,11221,11221
36047039400,0.8019,Kings,11223,11223
36047039500,0.9187,Kings,11221,11221
36047039600,0.5473,Kings,11223,11223
36047039700,0.8093,Kings,11221,11221
36047039800,0.8689,Kings,11223,11223
36047039900,0.7894,Kings,11221,11221
36047040000,0.7819,Kings,11223,11223
36047040100,0.9195,Kings,11207,11207
36047040200,0.7527,Kings,11223,11223
36047040300,0.87,Kings,11207,11207
36047040400,0.6154,Kings,11214,11214
36047040400,0.6154,Kings,11223,11223
36047040500,0.6831,Kings,11207,11207
36047040600,0.7563,Kings,11223,11223
36047040700,-999.0,Kings,11207,11207
36047040800,0.6607,Kings,11223,11223
36047040900,0.8447,Kings,11207,11207
36047040900,0.8447,Kings,11237,11237
36047041000,0.882,Kings,11223,11223
36047041100,0.7973,Kings,11207,11207
36047041200,0.645,Kings,11223,11223
36047041300,0.7826,Kings,11207,11207
36047041300,0.7826,Kings,11221,11221
36047041401,0.8451,Kings,11223,11223
36047041402,0.5879,Kings,11223,11223
36047041500,0.7573,Kings,11221,11221
36047041600,0.7562,Kings,11223,11223
36047041700,0.9635,Kings,11221,11221
36047041800,0.9561,Kings,11223,11223
36047041900,0.8727,Kings,11221,11221
36047042000,0.6618,Kings,11223,11223
36047042000,0.6618,Kings,11230,11230
36047042100,0.9023,Kings,11221,11221
36047042200,0.8221,Kings,11223,11223
36047042300,0.8668,Kings,11206,11206
36047042300,0.8668,Kings,11221,11221
36047042400,0.7138,Kings,11223,11223
36047042500,0.5803,Kings,11206,11206
36047042600,0.8284,Kings,11223,11223
36047042700,0.7162,Kings,11237,11237
36047042800,0.8057,Kings,11214,11214
36047042800,0.8057,Kings,11223,11223
36047042900,0.8092,Kings,11237,11237
36047043000,0.8814,Kings,11204,11204
36047043100,0.7109,Kings,11237,11237
36047043200,0.8399,Kings,11204,11204
36047043300,0.9235,Kings,11221,11221
36047043300,0.9235,Kings,11237,11237
36047043400,0.7303,Kings,11204,11204
36047043500,0.8619,Kings,11221,11221
36047043500,0.8619,Kings,11237,11237
36047043600,0.7647,Kings,11204,11204
36047043700,0.764,Kings,11207,11207
36047043700,0.764,Kings,11221,11221
36047043700,0.764,Kings,11237,11237
36047043800,0.7769,Kings,11204,11204
36047043800,0.7769,Kings,11230,11230
36047043900,0.8121,Kings,11237,11237
36047044000,0.7785,Kings,11204,11204
36047044000,0.7785,Kings,11230,11230
36047044100,0.7943,Kings,11237,11237
36047044200,0.4842,Kings,11230,11230
36047044300,0.6854,Kings,11237,11237
36047044400,0.7287,Kings,11230,11230
36047044500,0.6912,Kings,11237,11237
36047044600,0.7465,Kings,11204,11204
36047044600,0.7465,Kings,11230,11230
36047044700,0.9051,Kings,11237,11237
36047044800,0.7228,Kings,11204,11204
36047044800,0.7228,Kings,11230,11230
36047044900,0.9855,Kings,11211,11211
36047044900,0.9855,Kings,11222,11222
36047044900,0.9855,Kings,11237,11237
36047045000,0.2665,Kings,11230,11230
36047045200,0.4458,Kings,11230,11230
36047045300,0.8557,Kings,11206,11206
36047045300,0.8557,Kings,11237,11237
36047045400,0.7304,Kings,11230,11230
36047045600,0.8915,Kings,11230,11230
36047045800,0.4938,Kings,11230,11230
36047046000,0.7995,Kings,11230,11230
36047046201,0.8707,Kings,11230,11230
36047046202,0.5692,Kings,11204,11204
36047046202,0.5692,Kings,11230,11230
36047046400,0.5832,Kings,11204,11204
36047046800,0.5149,Kings,11204,11204
36047047000,0.584,Kings,11204,11204
36047047200,0.7382,Kings,11204,11204
36047047400,0.692,Kings,11204,11204
36047047600,0.8221,Kings,11204,11204
36047047600,0.8221,Kings,11230,11230
36047047700,0.1764,Kings,11211,11211
36047047700,0.1764,Kings,11222,11222
36047047800,0.8261,Kings,11204,11204
36047047800,0.8261,Kings,11218,11218
36047048000,0.954,Kings,11218,11218
36047048000,0.954,Kings,11230,11230
36047048100,0.5631,Kings,11211,11211
36047048200,0.8909,Kings,11218,11218
36047048200,0.8909,Kings,11230,11230
36047048400,0.7604,Kings,11218,11218
36047048500,0.4063,Kings,11206,11206
36047048500,0.4063,Kings,11211,11211
36047048600,0.7941,Kings,11218,11218
36047048800,0.8412,Kings,11218,11218
36047048900,0.9981,Kings,11206,11206
36047049000,0.8854,Kings,11218,11218
36047049100,0.8475,Kings,11206,11206
36047049200,0.8225,Kings,11218,11218
36047049300,0.8806,Kings,11206,11206
36047049400,0.8999,Kings,11218,11218
36047049500,0.5541,Kings,11206,11206
36047049500,0.5541,Kings,11211,11211
36047049600,0.7883,Kings,11218,11218
36047049700,0.1343,Kings,11211,11211
36047049800,0.6407,Kings,11218,11218
36047049900,0.1547,Kings,11222,11222
36047050000,0.4764,Kings,11218,11218
36047050100,0.3635,Kings,11211,11211
36047050202,0.385,Kings,11218,11218
36047050300,0.2912,Kings,11206,11206
36047050300,0.2912,Kings,11211,11211
36047050400,0.5447,Kings,11218,11218
36047050500,0.9287,Kings,11206,11206
36047050600,0.8977,Kings,11218,11218
36047050600,0.8977,Kings,11226,11226
36047050700,0.8833,Kings,11206,11206
36047050801,0.9118,Kings,11226,11226
36047050803,0.7885,Kings,11226,11226
36047050804,0.6499,Kings,11226,11226
36047050900,0.7185,Kings,11206,11206
36047051001,0.8082,Kings,11226,11226
36047051002,0.696,Kings,11226,11226
36047051100,0.8236,Kings,11206,11206
36047051200,0.7552,Kings,11226,11226
36047051300,0.5886,Kings,11206,11206
36047051300,0.5886,Kings,11211,11211
36047051400,0.8882,Kings,11226,11226
36047051500,0.141,Kings,11211,11211
36047051500,0.141,Kings,11222,11222
36047051601,0.7896,Kings,11210,11210
36047051601,0.7896,Kings,11226,11226
36047051602,0.8526,Kings,11226,11226
36047051700,0.1208,Kings,11211,11211
36047051700,0.1208,Kings,11222,11222
36047051800,0.5888,Kings,11226,11226
36047051900,0.209,Kings,11211,11211
36047052000,0.7559,Kings,11218,11218
36047052000,0.7559,Kings,11226,11226
36047052000,0.7559,Kings,11230,11230
36047052300,0.6754,Kings,11211,11211
36047052500,0.8912,Kings,11211,11211
36047052600,0.7265,Kings,11218,11218
36047052600,0.7265,Kings,11230,11230
36047052700,0.8925,Kings,11211,11211
36047052800,0.6546,Kings,11230,11230
36047052900,0.7459,Kings,11206,11206
36047052900,0.7459,Kings,11211,11211
36047053000,0.8632,Kings,11230,11230
36047053100,0.6375,Kings,11206,11206
36047053200,0.7687,Kings,11230,11230
36047053300,0.6866,Kings,11211,11211
36047053400,0.9479,Kings,11230,11230
36047053500,0.7128,Kings,11211,11211
36047053700,0.7775,Kings,11211,11211
36047053800,0.8211,Kings,11230,11230
36047053900,0.8365,Kings,11211,11211
36047054200,0.8502,Kings,11230,11230
36047054300,0.3824,Kings,11205,11205
36047054300,0.3824,Kings,11211,11211
36047054400,0.7851,Kings,11230,11230
36047054500,0.9664,Kings,11211,11211
36047054600,0.8384,Kings,11210,11210
36047054600,0.8384,Kings,11229,11229
36047054600,0.8384,Kings,11230,11230
36047054700,0.767,Kings,11211,11211
36047054800,0.6547,Kings,11229,11229
36047054900,0.4227,Kings,11211,11211
36047055000,0.6887,Kings,11229,11229
36047055100,0.5276,Kings,11211,11211
36047055200,0.6629,Kings,11229,11229
36047055300,0.2792,Kings,11211,11211
36047055400,0.7437,Kings,11229,11229
36047055500,0.1783,Kings,11211,11211
36047055600,0.6497,Kings,11223,11223
36047055600,0.6497,Kings,11229,11229
36047055700,0.2614,Kings,11211,11211
36047055800,0.6099,Kings,11229,11229
36047056000,0.6929,Kings,11229,11229
36047056100,0.173,Kings,11211,11211
36047056100,0.173,Kings,11222,11222
36047056200,0.2297,Kings,11229,11229
36047056300,0.6516,Kings,11222,11222
36047056400,0.4148,Kings,11229,11229
36047056500,0.1497,Kings,11222,11222
36047056600,0.7401,Kings,11229,11229
36047056800,0.368,Kings,11229,11229
36047056900,0.223,Kings,11211,11211
36047056900,0.223,Kings,11222,11222
36047057000,0.6611,Kings,11229,11229
36047057100,0.2884,Kings,11222,11222
36047057200,0.9601,Kings,11229,11229
36047057300,0.3322,Kings,11222,11222
36047057400,0.6287,Kings,11229,11229
36047057500,0.3216,Kings,11222,11222
36047057600,0.5544,Kings,11229,11229
36047057800,0.6735,Kings,11229,11229
36047057900,0.6544,Kings,11222,11222
36047058000,0.7025,Kings,11229,11229
36047058200,0.7237,Kings,11223,11223
36047058200,0.7237,Kings,11229,11229
36047058400,0.6249,Kings,11223,11223
36047058400,0.6249,Kings,11229,11229
36047058600,0.813,Kings,11229,11229
36047058800,0.6462,Kings,11235,11235
36047058900,0.2008,Kings,11222,11222
36047059000,0.6996,Kings,11235,11235
36047059100,0.1579,Kings,11222,11222
36047059200,0.5763,Kings,11229,11229
36047059200,0.5763,Kings,11235,11235
36047059300,0.2932,Kings,11222,11222
36047059401,0.7424,Kings,11229,11229
36047059401,0.7424,Kings,11235,11235
36047059402,0.5285,Kings,11229,11229
36047059402,0.5285,Kings,11235,11235
36047059600,0.585,Kings,11235,11235
36047059800,0.6996,Kings,11235,11235
36047060000,0.5933,Kings,11235,11235
36047060600,0.8517,Kings,11235,11235
36047060800,0.5606,Kings,11235,11235
36047061002,0.3147,Kings,11235,11235
36047061003,0.8547,Kings,11235,11235
36047061004,0.7909,Kings,11235,11235
36047061200,0.3222,Kings,11235,11235
36047061600,0.6136,Kings,11235,11235
36047062000,0.2473,Kings,11235,11235
36047062200,0.6874,Kings,11235,11235
36047062600,0.828,Kings,11229,11229
36047062600,0.828,Kings,11235,11235
36047062800,0.3694,Kings,11229,11229
36047062800,0.3694,Kings,11235,11235
36047063200,0.7663,Kings,11229,11229
36047063600,0.3182,Kings,11234,11234
36047063800,0.4365,Kings,11229,11229
36047064000,0.1715,Kings,11229,11229
36047064000,0.1715,Kings,11234,11234
36047064200,0.7193,Kings,11210,11210
36047064200,0.7193,Kings,11229,11229
36047064400,0.4256,Kings,11229,11229
36047064400,0.4256,Kings,11234,11234
36047064600,0.3043,Kings,11234,11234
36047064800,0.4344,Kings,11234,11234
36047065000,0.8796,Kings,11234,11234
36047065200,0.0463,Kings,11234,11234
36047065400,0.2045,Kings,11234,11234
36047065600,0.2562,Kings,11234,11234
36047065800,0.3366,Kings,11234,11234
36047066000,0.2586,Kings,11234,11234
36047066200,0.3574,Kings,11234,11234
36047066600,-999.0,Kings,11229,11229
36047066600,-999.0,Kings,11234,11234
36047067000,0.5282,Kings,11234,11234
36047067200,0.6087,Kings,11234,11234
36047067400,0.4596,Kings,11234,11234
36047067600,0.4981,Kings,11234,11234
36047067800,0.644,Kings,11234,11234
36047068000,0.5035,Kings,11234,11234
36047068200,0.396,Kings,11234,11234
36047068600,0.5296,Kings,11234,11234
36047068800,0.4836,Kings,11234,11234
36047069000,0.5832,Kings,11234,11234
36047069200,0.409,Kings,11234,11234
36047069601,0.4744,Kings,11234,11234
36047069602,0.3554,Kings,11234,11234
36047069800,0.3633,Kings,11234,11234
36047070000,0.3029,Kings,11234,11234
36047070201,0.2706,Kings,11234,11234
36047070202,0.0007,Kings,11234,11234
36047070600,0.2984,Kings,11234,11234
36047072000,0.6306,Kings,11234,11234
36047072200,0.6597,Kings,11234,11234
36047072200,0.6597,Kings,11236,11236
36047072400,0.6526,Kings,11234,11234
36047072600,0.4975,Kings,11203,11203
36047072600,0.4975,Kings,11210,11210
36047072600,0.4975,Kings,11234,11234
36047072800,0.6527,Kings,11234,11234
36047073000,0.4862,Kings,11234,11234
36047073200,0.6364,Kings,11210,11210
36047073200,0.6364,Kings,11234,11234
36047073400,0.3441,Kings,11210,11210
36047073600,0.7509,Kings,11210,11210
36047073600,0.7509,Kings,11234,11234
36047073800,0.8471,Kings,11210,11210
36047073800,0.8471,Kings,11234,11234
36047074000,0.7571,Kings,11210,11210
36047074200,0.8188,Kings,11210,11210
36047074400,0.3178,Kings,11210,11210
36047074600,0.5249,Kings,11210,11210
36047074600,0.5249,Kings,11234,11234
36047074800,0.4966,Kings,11210,11210
36047075000,0.6348,Kings,11210,11210
36047075200,0.1068,Kings,11210,11210
36047075400,0.1283,Kings,11210,11210
36047075600,0.4724,Kings,11210,11210
36047075600,0.4724,Kings,11229,11229
36047075800,0.3415,Kings,11210,11210
36047075800,0.3415,Kings,11230,11230
36047076000,0.5954,Kings,11210,11210
36047076000,0.5954,Kings,11230,11230
36047076200,0.8412,Kings,11210,11210
36047076200,0.8412,Kings,11230,11230
36047076400,0.7782,Kings,11230,11230
36047076600,0.8847,Kings,11210,11210
36047076600,0.8847,Kings,11230,11230
36047076800,0.8706,Kings,11230,11230
36047077000,0.8724,Kings,11210,11210
36047077200,0.6046,Kings,11210,11210
36047077200,0.6046,Kings,11230,11230
36047077400,0.7933,Kings,11210,11210
36047077600,0.6952,Kings,11210,11210
36047078000,0.5504,Kings,11210,11210
36047078200,0.7944,Kings,11210,11210
36047078400,0.6552,Kings,11210,11210
36047078600,0.8942,Kings,11210,11210
36047078800,0.8411,Kings,11210,11210
36047079000,0.8582,Kings,11226,11226
36047079200,0.9224,Kings,11226,11226
36047079400,0.8819,Kings,11226,11226
36047079601,0.6263,Kings,11225,11225
36047079601,0.6263,Kings,11226,11226
36047079602,0.6789,Kings,11226,11226
36047079801,0.3342,Kings,11225,11225
36047079802,0.5599,Kings,11225,11225
36047079802,0.5599,Kings,11226,11226
36047080000,0.5869,Kings,11225,11225
36047080200,0.6011,Kings,11225,11225
36047080200,0.6011,Kings,11226,11226
36047080400,0.7426,Kings,11225,11225
36047080400,0.7426,Kings,11226,11226
36047080600,0.7588,Kings,11203,11203
36047080600,0.7588,Kings,11225,11225
36047080800,0.9971,Kings,11203,11203
36047081000,0.8779,Kings,11203,11203
36047081400,0.8575,Kings,11203,11203
36047081600,0.8284,Kings,11203,11203
36047081800,0.587,Kings,11203,11203
36047081800,0.587,Kings,11226,11226
36047082000,0.9344,Kings,11226,11226
36047082200,0.9111,Kings,11226,11226
36047082400,0.7567,Kings,11203,11203
36047082400,0.7567,Kings,11226,11226
36047082600,0.7609,Kings,11203,11203
36047082600,0.7609,Kings,11226,11226
36047082800,0.7982,Kings,11210,11210
36047082800,0.7982,Kings,11226,11226
36047083000,0.7822,Kings,11203,11203
36047083000,0.7822,Kings,11210,11210
36047083000,0.7822,Kings,11226,11226
36047083200,0.7187,Kings,11203,11203
36047083400,0.5935,Kings,11203,11203
36047083600,0.6765,Kings,11203,11203
36047083600,0.6765,Kings,11210,11210
36047083800,0.3356,Kings,11203,11203
36047084000,0.7163,Kings,11203,11203
36047084600,0.6657,Kings,11203,11203
36047084800,0.6605,Kings,11203,11203
36047085000,0.5644,Kings,11203,11203
36047085200,-999.0,Kings,11203,11203
36047085400,0.7031,Kings,11203,11203
36047085600,0.7145,Kings,11203,11203
36047085800,0.633,Kings,11203,11203
36047086000,0.6996,Kings,11203,11203
36047086200,0.764,Kings,11203,11203
36047086400,0.5592,Kings,11203,11203
36047086400,0.5592,Kings,11212,11212
36047086600,0.6798,Kings,11203,11203
36047086600,0.6798,Kings,11212,11212
36047086800,0.7484,Kings,11203,11203
36047087000,0.8221,Kings,11203,11203
36047087200,0.7849,Kings,11203,11203
36047087401,0.9481,Kings,11203,11203
36047087600,0.6109,Kings,11203,11203
36047087800,0.8926,Kings,11203,11203
36047088000,0.6991,Kings,11203,11203
36047088000,0.6991,Kings,11212,11212
36047088200,0.7708,Kings,11212,11212
36047088400,0.8033,Kings,11212,11212
36047088600,0.8474,Kings,11212,11212
36047088800,0.7095,Kings,11212,11212
36047088800,0.7095,Kings,11236,11236
36047089000,0.9486,Kings,11212,11212
36047089200,0.9236,Kings,11212,11212
36047089400,0.9841,Kings,11212,11212
36047089600,0.8247,Kings,11212,11212
36047089800,0.7213,Kings,11212,11212
36047090000,0.9623,Kings,11212,11212
36047090200,0.9239,Kings,11212,11212
36047090600,0.9269,Kings,11212,11212
36047090800,0.9801,Kings,11212,11212
36047091000,0.9596,Kings,11212,11212
36047091200,0.98,Kings,11212,11212
36047091600,0.967,Kings,11212,11212
36047091800,0.9002,Kings,11212,11212
36047092000,0.9377,Kings,11212,11212
36047092200,0.8428,Kings,11212,11212
36047092200,0.8428,Kings,11236,11236
36047092400,0.9145,Kings,11212,11212
36047092800,0.7155,Kings,11236,11236
36047093000,0.5656,Kings,11236,11236
36047093200,0.4297,Kings,11203,11203
36047093200,0.4297,Kings,11234,11234
36047093400,0.2944,Kings,11236,11236
36047093600,0.5269,Kings,11203,11203
36047093600,0.5269,Kings,11236,11236
36047093800,0.7158,Kings,11203,11203
36047094401,0.6999,Kings,11203,11203
36047094401,0.6999,Kings,11234,11234
36047094401,0.6999,Kings,11236,11236
36047094402,0.9383,Kings,11234,11234
36047094600,0.687,Kings,11203,11203
36047094600,0.687,Kings,11236,11236
36047095000,0.4709,Kings,11236,11236
36047095400,0.5397,Kings,11236,11236
36047095600,0.659,Kings,11236,11236
36047095800,0.6534,Kings,11236,11236
36047096000,-999.0,Kings,11236,11236
36047096200,0.7131,Kings,11236,11236
36047096400,0.34,Kings,11236,11236
36047096600,0.5143,Kings,11236,11236
36047096800,0.6194,Kings,11236,11236
36047097000,0.6345,Kings,11236,11236
36047097400,0.9022,Kings,11236,11236
36047098200,0.9531,Kings,11207,11207
36047098200,0.9531,Kings,11236,11236
36047098400,0.3171,Kings,11236,11236
36047098600,0.6239,Kings,11236,11236
36047098800,0.8929,Kings,11236,11236
36047099000,0.6556,Kings,11236,11236
36047099200,0.7441,Kings,11236,11236
36047099400,0.3275,Kings,11236,11236
36047099600,0.7337,Kings,11236,11236
36047099800,0.3761,Kings,11236,11236
36047100400,0.4207,Kings,11236,11236
36047100600,0.4919,Kings,11236,11236
36047100800,0.6691,Kings,11236,11236
36047101000,0.3166,Kings,11236,11236
36047101200,0.5438,Kings,11236,11236
36047101400,0.5153,Kings,11236,11236
36047101600,0.6466,Kings,11236,11236
36047101800,0.4436,Kings,11236,11236
36047102000,0.4778,Kings,11236,11236
36047102200,0.5843,Kings,11236,11236
36047102400,0.4937,Kings,11236,11236
36047102600,0.2733,Kings,11236,11236
36047102800,0.4923,Kings,11236,11236
36047103400,0.9353,Kings,11236,11236
36047105801,0.932,Kings,11239,11239
36047105804,0.9836,Kings,11239,11239
36047107000,0.6291,Kings,11207,11207
36047107000,0.6291,Kings,11208,11208
36047107000,0.6291,Kings,11239,11239
36047107800,0.7175,Kings,11207,11207
36047107800,0.7175,Kings,11208,11208
36047107800,0.7175,Kings,11239,11239
36047109800,0.8489,Kings,11207,11207
36047109800,0.8489,Kings,11236,11236
36047110400,0.9634,Kings,11207,11207
36047110600,0.9704,Kings,11207,11207
36047111000,0.9673,Kings,11207,11207
36047111600,0.993,Kings,11207,11207
36047111600,0.993,Kings,11208,11208
36047111800,0.8205,Kings,11208,11208
36047112000,0.9444,Kings,11207,11207
36047112000,0.9444,Kings,11208,11208
36047112200,0.9782,Kings,11207,11207
36047112400,0.7491,Kings,11207,11207
36047112600,0.8597,Kings,11207,11207
36047112800,0.7777,Kings,11207,11207
36047113000,0.8385,Kings,11207,11207
36047113200,0.6642,Kings,11207,11207
36047113400,0.986,Kings,11207,11207
36047114201,0.9343,Kings,11207,11207
36047114202,0.7861,Kings,11207,11207
36047114400,0.9603,Kings,11207,11207
36047114600,0.9851,Kings,11207,11207
36047115000,0.952,Kings,11207,11207
36047115000,0.952,Kings,11208,11208
36047115200,0.9164,Kings,11207,11207
36047115600,0.9602,Kings,11207,11207
36047115800,0.9421,Kings,11207,11207
36047116000,0.8892,Kings,11207,11207
36047116200,0.8598,Kings,11207,11207
36047116400,0.8189,Kings,11208,11208
36047116600,0.8675,Kings,11208,11208
36047116800,0.8644,Kings,11208,11208
36047117000,0.8684,Kings,11207,11207
36047117000,0.8684,Kings,11208,11208
36047117201,0.8565,Kings,11207,11207
36047117201,0.8565,Kings,11208,11208
36047117202,0.8039,Kings,11208,11208
36047117400,0.7939,Kings,11208,11208
36047117601,0.8649,Kings,11208,11208
36047117602,0.8155,Kings,11208,11208
36047117800,0.8915,Kings,11208,11208
36047118000,-999.0,Kings,11208,11208
36047118201,0.6377,Kings,11208,11208
36047118202,0.6326,Kings,11208,11208
36047118400,0.6854,Kings,11208,11208
36047118600,0.7917,Kings,11208,11208
36047118800,0.7112,Kings,11208,11208
36047119000,0.8172,Kings,11208,11208
36047119200,0.8298,Kings,11208,11208
36047119400,0.9253,Kings,11208,11208
36047119600,0.8789,Kings,11208,11208
36047119800,0.9761,Kings,11207,11207
36047120000,0.9616,Kings,11208,11208
36047120200,0.6436,Kings,11208,11208
36047120800,0.9061,Kings,11208,11208
36047121000,0.9677,Kings,11208,11208
36047121400,0.9756,Kings,11208,11208
36047122000,0.8347,Kings,11208,11208
36047123700,0.6982,Kings,11205,11205
36047150200,0.2405,Kings,11215,11215
36047150200,0.2405,Kings,11218,11218
36047152200,0.4982,Kings,11218,11218
36047152200,0.4982,Kings,11226,11226
36059300900,0.2656,Nassau,11040,11004
36059302600,0.1505,Nassau,11001,11429
36059302700,0.3199,Nassau,11001,11429
36059302700,0.3199,Nassau,11040,11004
36059302800,0.2022,Nassau,11040,11004
36059302900,0.1296,Nassau,11040,11004
36059303000,0.3115,Nassau,11040,11004
36059303101,0.0713,Nassau,11040,11004
36059303102,0.1127,Nassau,11040,11004
36059303201,0.1947,Nassau,11040,11004
36059303202,0.3487,Nassau,11040,11004
36059404300,0.1135,Nassau,11001,11429
36059404400,0.1369,Nassau,11001,11429
36059404500,0.1417,Nassau,11001,11429
