Object ID,ZCTA5,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Black or African American Householder","Median Household Income in past 12 months, American Indian and Alaska Native Householder","Median Household Income in past 12 months, Asian Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder","Median Household Income in past 12 months, Some Other Race Householder","Median Household Income in past 12 months, 2 or More Races Householder","Median Household Income in past 12 months, Non-Hispanic White Householder","Median Household Income in past 12 months, Hispanic or Latino Householder",Total Households,Households with any self-employment income in past 12 months,Households with no self-employment income in past 12 months,Percent of households with any self-employment income,Shape Area,Shape Length
48772,11216,36047031701,139741,0,Census Tract 317.01,New York,Kings County,66681.0,,91900.0,63875.0,46900.0,49190.0,,,,,,129803.0,,1371.0,226.0,1145.0,16.5,243184.7890625,2023.05018459254
48773,11216,36047031702,139788,0,Census Tract 317.02,New York,Kings County,72464.0,103750.0,79444.0,65306.0,56336.0,60000.0,,185893.0,,94205.0,71250.0,118235.0,93239.0,1449.0,130.0,1319.0,9.0,243245.55859375,2023.43035480349
48774,11225,36047031900,151344,0,Census Tract 319,New York,Kings County,50575.0,,61513.0,52716.0,25882.0,42212.0,,,,,,83659.0,,1340.0,131.0,1209.0,9.8,263321.05859375,2325.98156406025
48775,11225,36047032100,160095,0,Census Tract 321,New York,Kings County,57875.0,,89659.0,45429.0,42462.0,50396.0,,,,,,117500.0,,2129.0,320.0,1809.0,15.0,278548.453125,2429.28358973358
48776,11225,36047032300,173046,0,Census Tract 323,New York,Kings County,67344.0,,75991.0,77500.0,44167.0,56063.0,,,,,,107697.0,29792.0,1512.0,185.0,1327.0,12.2,301077.33203125,2522.92082054621
48777,11225,36047032500,168414,0,Census Tract 325,New York,Kings County,52693.0,,55325.0,58869.0,24632.0,51181.0,,,,20652.0,200833.0,89554.0,,2575.0,255.0,2320.0,9.9,293026.64453125,2532.56159631952
48778,11224,36047032600,329186,0,Census Tract 326,New York,Kings County,25104.0,,34297.0,24385.0,14670.0,19750.0,,78125.0,,25741.0,33306.0,13976.0,27527.0,2295.0,30.0,2265.0,1.3,571211.16015625,3161.39965314856
48779,11225,36047032700,177080,0,Census Tract 327,New York,Kings County,40339.0,,64167.0,33333.0,40964.0,35093.0,,,,,,70208.0,,1288.0,202.0,1086.0,15.7,308058.40625,2946.5135728782398
48780,11224,36047032800,232840,0,Census Tract 328,New York,Kings County,43542.0,,,55893.0,18849.0,60500.0,,38800.0,,,,18407.0,56250.0,976.0,55.0,921.0,5.6,404026.703125,3060.04984478903
48781,11225,36047032900,156418,0,Census Tract 329,New York,Kings County,37329.0,,54009.0,32444.0,53683.0,36434.0,,62721.0,,,68462.0,,31199.0,2406.0,141.0,2265.0,5.9,272120.32421875,2866.2427842131897
48782,11224,36047033000,372139,119065,Census Tract 330,New York,Kings County,26728.0,,31563.0,31458.0,19355.0,30300.0,,60875.0,,,16505.0,30045.0,18951.0,1827.0,43.0,1784.0,2.4,587513.07421875,3829.95384422831
48783,11213,36047033100,142464,0,Census Tract 331,New York,Kings County,39618.0,27045.0,39355.0,43477.0,47500.0,30417.0,,,,,,59279.0,,1528.0,195.0,1333.0,12.8,247849.66796875,3032.50274874243
48784,11213,36047033300,186339,0,Census Tract 333,New York,Kings County,51382.0,,53988.0,41509.0,55000.0,43173.0,,,,,91806.0,53750.0,71750.0,1321.0,94.0,1227.0,7.1,324197.87890625,2997.06455393041
48785,11213,36047033500,180682,0,Census Tract 335,New York,Kings County,47135.0,46583.0,53182.0,45714.0,47578.0,42222.0,,,,,,64393.0,,802.0,48.0,754.0,6.0,314372.65234375,2980.5798608646196
48786,11224,36047033600,688235,1085724,Census Tract 336,New York,Kings County,82049.0,,74010.0,109107.0,70156.0,,,,,,,80194.0,139050.0,1556.0,264.0,1292.0,17.0,1175970.80078125,4444.85454536471
48787,11213,36047033700,197587,0,Census Tract 337,New York,Kings County,52917.0,,85775.0,58833.0,22821.0,45478.0,,,,85500.0,20733.0,88819.0,,1369.0,283.0,1086.0,20.7,343803.453125,3030.0816907152002
48788,11213,36047033900,180739,0,Census Tract 339,New York,Kings County,40809.0,,67838.0,57264.0,11687.0,29605.0,,,,,,122115.0,55363.0,1945.0,285.0,1660.0,14.7,314504.9453125,2979.4905151226003
48789,11224,36047034000,129694,0,Census Tract 340,New York,Kings County,20372.0,,32857.0,30179.0,15341.0,28750.0,,37667.0,,8056.0,,15139.0,,646.0,14.0,632.0,2.2,225021.328125,2871.3242735955105
48790,11213,36047034100,139771,0,Census Tract 341,New York,Kings County,48924.0,,53971.0,52685.0,,41699.0,,,,17262.0,145083.0,133750.0,,1101.0,143.0,958.0,13.0,243234.3125,2021.8389965565198
48791,11224,36047034200,229959,0,Census Tract 342,New York,Kings County,19463.0,,30682.0,25789.0,14265.0,22224.0,,,,13678.0,33929.0,16267.0,14974.0,2906.0,34.0,2872.0,1.2,399000.3359375,2960.23529785581
48792,11213,36047034300,162149,0,Census Tract 343,New York,Kings County,24008.0,,32102.0,23906.0,19194.0,23143.0,,,,16875.0,,86823.0,17201.0,2047.0,226.0,1821.0,11.0,282176.38671875,2287.24975594424
48793,11213,36047034500,163599,0,Census Tract 345,New York,Kings County,37727.0,,36250.0,,,39205.0,,,,,23940.0,82813.0,28413.0,1142.0,161.0,981.0,14.1,284697.19921875,2285.221442271
48794,11213,36047034700,139778,0,Census Tract 347,New York,Kings County,39766.0,,51438.0,43027.0,19315.0,42770.0,,74010.0,,22422.0,,,38203.0,1605.0,117.0,1488.0,7.3,243238.45703125,2022.7756938390198
48795,11214,36047034800,592737,87258,Census Tract 348,New York,Kings County,63720.0,,44063.0,78071.0,36250.0,118456.0,,67750.0,,,,63500.0,52625.0,751.0,124.0,627.0,16.5,1073423.51953125,7773.357516819391
48796,11213,36047034900,163213,0,Census Tract 349,New York,Kings County,37448.0,,54279.0,33933.0,28029.0,36406.0,,58542.0,,,,68083.0,25625.0,2265.0,319.0,1946.0,14.1,283982.203125,2454.04891106293
48797,11224,36047035000,198572,0,Census Tract 350,New York,Kings County,41306.0,,50577.0,55000.0,21094.0,,,,,,,41633.0,,1514.0,128.0,1386.0,8.5,344576.5703125,2370.6194638369398
48798,11213,36047035100,163006,0,Census Tract 351,New York,Kings County,38375.0,,42731.0,48527.0,21776.0,32024.0,,,,,,30060.0,58443.0,1657.0,203.0,1454.0,12.3,283625.98828125,2455.26249092033
48799,11224,36047035200,990696,1400857,Census Tract 352,New York,Kings County,12545.0,,,,11992.0,,,,,13698.0,,12481.0,12604.0,497.0,5.0,492.0,1.0,1618346.6640625,12040.7546899172
48800,11213,36047035300,163102,0,Census Tract 353,New York,Kings County,48208.0,,67500.0,46979.0,34792.0,43125.0,,108456.0,,45660.0,53056.0,88929.0,32550.0,2028.0,344.0,1684.0,17.0,283794.59765625,2454.44810571732
48801,11224,36047035400,378037,0,Census Tract 354,New York,Kings County,46114.0,,76731.0,66838.0,25864.0,,,,,,,41464.0,89688.0,2675.0,194.0,2481.0,7.3,656047.1640625,4567.44569694112
48802,11213,36047035500,138408,0,Census Tract 355,New York,Kings County,48090.0,29044.0,56125.0,48056.0,35156.0,49792.0,,,,,,,54141.0,2038.0,180.0,1858.0,8.8,240795.98046875,2360.18270452403
48803,11224,36047035601,67906,0,Census Tract 356.01,New York,Kings County,46250.0,,66071.0,62942.0,22969.0,59211.0,,,,,,41929.0,,1457.0,14.0,1443.0,1.0,117848.0390625,1416.2425208320801
48804,11224,36047035602,170787,0,Census Tract 356.02,New York,Kings County,40881.0,8781.0,71554.0,51902.0,26651.0,,,106310.0,,,,40714.0,,2744.0,221.0,2523.0,8.1,296363.01953125,2293.4205899951003
48805,11213,36047035700,180064,0,Census Tract 357,New York,Kings County,29145.0,31923.0,36667.0,30081.0,15833.0,30179.0,,,,10139.0,,,10139.0,982.0,55.0,927.0,5.6,313300.890625,2574.82052080082
48806,11233,36047035900,183572,0,Census Tract 359,New York,Kings County,32063.0,,43214.0,33155.0,20859.0,26865.0,,,,34767.0,,81250.0,33110.0,2203.0,105.0,2098.0,4.8,319428.58203125,2640.02335034826
48807,11235,36047036001,94811,0,Census Tract 360.01,New York,Kings County,22589.0,35729.0,51188.0,64412.0,13884.0,86705.0,,,,,18229.0,22857.0,,1713.0,170.0,1543.0,9.9,164517.2890625,1767.91255635883
48808,11235,36047036002,86032,0,Census Tract 360.02,New York,Kings County,19363.0,,,49196.0,12949.0,,,,,,,16986.0,,2091.0,74.0,2017.0,3.5,149283.97265625,1554.40650937422
48809,11212,36047036100,141044,0,Census Tract 361,New York,Kings County,29350.0,,47875.0,31989.0,17625.0,33344.0,,,,,,,17875.0,1115.0,60.0,1055.0,5.4,245420.59765625,2452.62983672729
48810,11235,36047036200,171110,0,Census Tract 362,New York,Kings County,37155.0,,61667.0,28750.0,16375.0,,,26467.0,,42683.0,36953.0,48929.0,30662.0,1220.0,132.0,1088.0,10.8,296926.71484375,2588.32854912932
48811,11212,36047036300,259732,0,Census Tract 363,New York,Kings County,33021.0,,35657.0,44091.0,21011.0,34080.0,,,,19894.0,,,20545.0,1840.0,65.0,1775.0,3.5,451970.62890625,3401.9986297917103
48812,11235,36047036400,143250,0,Census Tract 364,New York,Kings County,58870.0,15750.0,70750.0,58673.0,20250.0,,,,,,110208.0,60577.0,,865.0,110.0,755.0,12.7,248597.7421875,2421.61711206026
48813,11233,36047036501,126351,0,Census Tract 365.01,New York,Kings County,39899.0,,38260.0,48828.0,37375.0,39801.0,,,,,,,39613.0,1254.0,14.0,1240.0,1.1,219890.95703125,2193.34144618749
48814,11233,36047036502,122049,0,Census Tract 365.02,New York,Kings County,37321.0,,35865.0,47813.0,,46406.0,,,,35167.0,,,28021.0,438.0,26.0,412.0,5.9,212399.25,2496.1692563278602
48815,11235,36047036600,234143,0,Census Tract 366,New York,Kings County,42083.0,,51083.0,44500.0,14583.0,,,66452.0,,30395.0,,41563.0,28182.0,1392.0,135.0,1257.0,9.7,406367.69140625,2676.2277419952898
48816,11207,36047036700,182968,0,Census Tract 367,New York,Kings County,55385.0,,54960.0,58214.0,,53897.0,,,,54500.0,,171806.0,59323.0,500.0,23.0,477.0,4.6,318442.8515625,2377.48865203758
48817,11207,36047036900,226736,0,Census Tract 369,New York,Kings County,37807.0,61845.0,35478.0,45664.0,30833.0,39406.0,,,,37009.0,,,32411.0,2095.0,116.0,1979.0,5.5,394641.6171875,2897.95522536579
48818,11235,36047037000,336242,0,Census Tract 370,New York,Kings County,58032.0,,75125.0,59267.0,50238.0,,,83947.0,,,,58885.0,45750.0,1500.0,152.0,1348.0,10.1,583648.7109375,3146.55056298746
48819,11233,36047037100,189347,0,Census Tract 371,New York,Kings County,53190.0,47448.0,45127.0,97171.0,,52826.0,,,,46394.0,83516.0,53482.0,53810.0,1640.0,87.0,1553.0,5.3,329572.421875,2315.79945021594
48820,11233,36047037300,170809,0,Census Tract 373,New York,Kings County,35536.0,,44702.0,,17500.0,34484.0,,,,,,97969.0,,1646.0,308.0,1338.0,18.7,297339.33203125,2472.59922664281
48821,11223,36047037401,225521,0,Census Tract 374.01,New York,Kings County,49761.0,,72500.0,97546.0,27813.0,,,54063.0,,,,42047.0,,1849.0,125.0,1724.0,6.8,391460.9921875,2806.32333424857
48822,11223,36047037402,301498,0,Census Tract 374.02,New York,Kings County,35066.0,38184.0,,51784.0,14605.0,,,81500.0,,46014.0,,27462.0,39785.0,2126.0,241.0,1885.0,11.3,523328.93359375,3079.5947066107105
48823,11221,36047037500,158802,0,Census Tract 375,New York,Kings County,48542.0,53036.0,65500.0,42371.0,36750.0,42328.0,,,,54464.0,,76818.0,62132.0,1313.0,150.0,1163.0,11.4,276467.95703125,2415.93083456897
48824,11233,36047037700,190208,0,Census Tract 377,New York,Kings County,44769.0,77798.0,68750.0,41201.0,41250.0,44137.0,,,,31154.0,42125.0,156667.0,40341.0,1712.0,149.0,1563.0,8.7,331110.99609375,2308.44657408908
48825,11233,36047037900,183760,0,Census Tract 379,New York,Kings County,39706.0,21080.0,35900.0,63214.0,29671.0,37016.0,,,,,,96528.0,,1546.0,152.0,1394.0,9.8,319852.2265625,2273.29256938566
48826,11233,36047038100,239523,0,Census Tract 381,New York,Kings County,37847.0,85150.0,56550.0,27701.0,14987.0,34253.0,,,,20885.0,26146.0,118958.0,20104.0,2136.0,127.0,2009.0,5.9,416919.3359375,2738.65059033635
48827,11223,36047038200,233431,0,Census Tract 382,New York,Kings County,18107.0,,15774.0,18790.0,17687.0,14054.0,,21509.0,,18525.0,,11204.0,18357.0,2161.0,124.0,2037.0,5.7,405231.89453125,2458.91373610518
48828,11221,36047038300,174539,0,Census Tract 383,New York,Kings County,68329.0,,68830.0,79130.0,45500.0,68295.0,,23656.0,,51000.0,,95000.0,50143.0,1723.0,121.0,1602.0,7.0,303835.94921875,2265.2013625375503
48829,11221,36047038500,174443,0,Census Tract 385,New York,Kings County,70221.0,,87738.0,32639.0,50083.0,52073.0,,,,79483.0,82708.0,118550.0,79138.0,1317.0,105.0,1212.0,8.0,303696.83984375,2265.70747227242
48830,11223,36047038600,251188,0,Census Tract 386,New York,Kings County,77407.0,,,91010.0,32333.0,,,67639.0,,,,76019.0,120234.0,1070.0,165.0,905.0,15.4,436067.75390625,2925.50159148867
48831,11221,36047038700,188275,0,Census Tract 387,New York,Kings County,58636.0,,84671.0,45476.0,35774.0,43929.0,,,,,49087.0,143967.0,46726.0,1470.0,146.0,1324.0,9.9,327809.84375,2292.6228325612196
48832,11223,36047038800,197933,0,Census Tract 388,New York,Kings County,64063.0,,71691.0,84286.0,33065.0,,,32028.0,,,,62692.0,72022.0,1546.0,133.0,1413.0,8.6,343623.4375,2389.13976492202
48833,11206,36047038900,162930,0,Census Tract 389,New York,Kings County,62824.0,68194.0,70655.0,70114.0,22703.0,,,46055.0,,69081.0,,105739.0,50469.0,1131.0,279.0,852.0,24.7,283752.8984375,2727.975783075
48834,11223,36047039000,173841,0,Census Tract 390,New York,Kings County,67054.0,,75750.0,72614.0,48750.0,,,,,,,68854.0,,723.0,70.0,653.0,9.7,301797.7265625,2678.35753673923
48835,11206,36047039100,166173,0,Census Tract 391,New York,Kings County,57708.0,74786.0,65341.0,,14405.0,72375.0,,,,,,96938.0,35865.0,1124.0,79.0,1045.0,7.0,289407.15234375,2511.88250851739
48836,11223,36047039200,174602,0,Census Tract 392,New York,Kings County,58214.0,,73365.0,92813.0,17344.0,,,30833.0,,,,61194.0,,1084.0,141.0,943.0,13.0,303146.0,2247.5743981108103
48837,11221,36047039300,189603,0,Census Tract 393,New York,Kings County,58942.0,74055.0,86759.0,45179.0,16548.0,45789.0,,100000.0,,,,74354.0,45714.0,1466.0,193.0,1273.0,13.2,330167.859375,2695.8709693025103
48838,11223,36047039400,192099,0,Census Tract 394,New York,Kings County,57292.0,,64196.0,67875.0,24250.0,,,,,,,58438.0,62000.0,693.0,65.0,628.0,9.4,333551.9609375,2806.7779946327
48839,11221,36047039500,159720,0,Census Tract 395,New York,Kings County,54667.0,,83375.0,56164.0,14760.0,41939.0,,,,,96094.0,106932.0,28152.0,1250.0,183.0,1067.0,14.6,278110.57421875,2342.71411992349
48840,11223,36047039600,163301,0,Census Tract 396,New York,Kings County,49026.0,,72500.0,43963.0,61250.0,,,74000.0,,,,49026.0,43472.0,729.0,84.0,645.0,11.5,283541.38671875,2237.81844262224
48841,11221,36047039700,159158,0,Census Tract 397,New York,Kings County,39419.0,41202.0,44286.0,28804.0,39438.0,28357.0,,,,25227.0,,90707.0,38362.0,1296.0,134.0,1162.0,10.3,277102.0625,2637.80000727667
48842,11223,36047039800,202902,0,Census Tract 398,New York,Kings County,54850.0,,60833.0,92813.0,25302.0,,,92885.0,,,,40313.0,90469.0,867.0,85.0,782.0,9.8,352275.02734375,2834.61425240326
48843,11221,36047039900,151236,0,Census Tract 399,New York,Kings County,47708.0,74375.0,71953.0,25406.0,,38717.0,,,,,,81932.0,29483.0,1393.0,109.0,1284.0,7.8,263316.11328125,2569.0867498458897
48844,11223,36047040000,192000,0,Census Tract 400,New York,Kings County,51979.0,,63700.0,70200.0,30962.0,,,55536.0,,42708.0,,52955.0,42833.0,1128.0,113.0,1015.0,10.0,333372.765625,2663.7289926747303
48845,11207,36047040100,159606,0,Census Tract 401,New York,Kings County,44132.0,53864.0,54449.0,26086.0,,42465.0,,50192.0,,34408.0,2499.0,68594.0,26941.0,1176.0,91.0,1085.0,7.7,277859.59765625,2109.79103441097
48846,11223,36047040200,197509,0,Census Tract 402,New York,Kings County,50446.0,,44663.0,78487.0,19185.0,,,50268.0,,40234.0,27679.0,61500.0,40078.0,940.0,58.0,882.0,6.2,342918.9765625,2353.1843619417
48847,11207,36047040300,210275,0,Census Tract 403,New York,Kings County,51964.0,122857.0,64917.0,33571.0,23221.0,41833.0,,,,,,79219.0,27386.0,1299.0,87.0,1212.0,6.7,366045.52734375,2744.15800159371
48848,11214,36047040400,153660,0,Census Tract 404,New York,Kings County,58938.0,,89583.0,56389.0,22375.0,,,69250.0,,44896.0,,53864.0,51500.0,845.0,103.0,742.0,12.2,266836.359375,3197.3760339642304
48849,11207,36047040500,138996,0,Census Tract 405,New York,Kings County,59500.0,,73641.0,44706.0,,,,79583.0,,69485.0,,77292.0,75000.0,620.0,54.0,566.0,8.7,241947.24609375,2025.50260721672
48850,11223,36047040600,147049,0,Census Tract 406,New York,Kings County,44625.0,,38839.0,73917.0,15774.0,,,73264.0,,37768.0,,39688.0,32391.0,1200.0,159.0,1041.0,13.3,255343.93359375,2230.83519056743
48851,11207,36047040700,504834,0,Census Tract 407,New York,Kings County,,,,,,,,,,,,,,0.0,0.0,0.0,,878804.05859375,4302.041885862121
48852,11223,36047040800,152930,0,Census Tract 408,New York,Kings County,74635.0,,74323.0,83311.0,49274.0,,,73177.0,,46034.0,,82118.0,45970.0,1049.0,169.0,880.0,16.1,265562.30078125,2263.52142441785
48853,11207,36047040900,172310,0,Census Tract 409,New York,Kings County,49083.0,2499.0,52042.0,49569.0,35300.0,55139.0,,,,,,92697.0,36444.0,1314.0,77.0,1237.0,5.9,300013.36328125,2162.4413538481303
48854,11223,36047041000,142871,0,Census Tract 410,New York,Kings County,49353.0,,49009.0,64286.0,28077.0,,,61667.0,,,,47716.0,,727.0,51.0,676.0,7.0,248092.54296875,2407.16787075196
48855,11207,36047041100,134881,0,Census Tract 411,New York,Kings County,31250.0,,57569.0,25774.0,11386.0,19081.0,,,,36389.0,,63382.0,36250.0,1158.0,25.0,1133.0,2.2,234824.0859375,2000.3307152655398
48856,11223,36047041200,165322,0,Census Tract 412,New York,Kings County,65781.0,,68869.0,110817.0,22926.0,,,60417.0,,,,70625.0,46400.0,1025.0,29.0,996.0,2.8,287105.4140625,2197.14893127371
48857,11207,36047041300,162166,0,Census Tract 413,New York,Kings County,44119.0,,68661.0,41953.0,26466.0,39482.0,,,,52697.0,,92083.0,40932.0,1359.0,161.0,1198.0,11.8,282343.18359375,2125.59466753152
48858,11223,36047041401,135123,0,Census Tract 414.01,New York,Kings County,61705.0,,46094.0,60625.0,60893.0,,,44250.0,,,,57083.0,,481.0,17.0,464.0,3.5,234643.07421875,2086.29872068765
48859,11223,36047041402,154394,0,Census Tract 414.02,New York,Kings County,50787.0,,47446.0,70660.0,25221.0,,,,,,,47356.0,,679.0,29.0,650.0,4.3,268115.07421875,2284.92032737823
48860,11221,36047041500,162692,0,Census Tract 415,New York,Kings County,66307.0,,54583.0,74896.0,27563.0,56818.0,,128295.0,,74479.0,,100278.0,49148.0,1261.0,137.0,1124.0,10.9,283277.765625,2142.43531767365
48861,11223,36047041600,162563,0,Census Tract 416,New York,Kings County,58250.0,,61319.0,67969.0,,,,51667.0,,,,59125.0,,698.0,75.0,623.0,10.7,282296.9765625,2478.64015234935
48862,11221,36047041700,141142,0,Census Tract 417,New York,Kings County,24596.0,34750.0,34470.0,38674.0,10380.0,31226.0,,14773.0,,20655.0,,65357.0,22209.0,1369.0,58.0,1311.0,4.2,245768.9921875,2021.06715599835
48863,11223,36047041800,164317,0,Census Tract 418,New York,Kings County,38375.0,,53304.0,46382.0,19609.0,,,74375.0,,46974.0,,33413.0,,815.0,87.0,728.0,10.7,285372.84375,2641.5911722483397
48864,11221,36047041900,153013,0,Census Tract 419,New York,Kings County,43217.0,,46304.0,36974.0,20737.0,39483.0,,,,42938.0,20197.0,51500.0,42745.0,1273.0,127.0,1146.0,10.0,266451.109375,2101.09826386323
48865,11223,36047042000,168649,0,Census Tract 420,New York,Kings County,55625.0,,81607.0,82917.0,26250.0,,,,,,,53750.0,,525.0,47.0,478.0,9.0,292928.31640625,2793.70379452965
48866,11221,36047042100,153377,0,Census Tract 421,New York,Kings County,41855.0,91813.0,62083.0,33828.0,15461.0,,,,,23750.0,,91000.0,25147.0,1382.0,166.0,1216.0,12.0,267097.32421875,2113.07970268664
48867,11223,36047042200,227280,0,Census Tract 422,New York,Kings County,61042.0,,86648.0,61125.0,36450.0,,,61500.0,,,,50536.0,72917.0,1061.0,116.0,945.0,10.9,394736.29296875,2478.63552914667
48868,11206,36047042300,182229,0,Census Tract 423,New York,Kings County,67262.0,,80847.0,,53523.0,,,81310.0,,47188.0,,100694.0,46771.0,1366.0,311.0,1055.0,22.8,317356.9140625,2241.6582984706
48869,11223,36047042400,161032,0,Census Tract 424,New York,Kings County,50281.0,,49080.0,80375.0,,,,60000.0,,40357.0,,53092.0,48558.0,1231.0,173.0,1058.0,14.1,279674.8359375,2645.1824557046602
48870,11206,36047042500,167840,0,Census Tract 425,New York,Kings County,75938.0,131776.0,84155.0,45188.0,,,,,,,73007.0,104318.0,49023.0,1112.0,172.0,940.0,15.5,292321.50390625,2112.74814508197
48871,11223,36047042600,170007,0,Census Tract 426,New York,Kings County,44632.0,51875.0,54167.0,60109.0,20691.0,,,55913.0,,28700.0,,50938.0,22012.0,1513.0,241.0,1272.0,15.9,295254.14453125,2229.84736126807
48872,11237,36047042700,148265,0,Census Tract 427,New York,Kings County,55950.0,94063.0,79960.0,31250.0,18831.0,,,78992.0,,41500.0,,99000.0,30684.0,1784.0,178.0,1606.0,10.0,258247.3515625,2103.9948799231897
48873,11214,36047042800,164705,0,Census Tract 428,New York,Kings County,53603.0,,72955.0,63558.0,25298.0,,,54167.0,,,,42256.0,71563.0,1503.0,280.0,1223.0,18.6,286045.67578125,2678.5322993448103
48874,11237,36047042900,168134,0,Census Tract 429,New York,Kings County,49099.0,,63523.0,34231.0,45264.0,45580.0,,82050.0,,27346.0,53000.0,116838.0,29104.0,1777.0,255.0,1522.0,14.4,292840.171875,2166.48138481887
48875,11204,36047043000,160029,0,Census Tract 430,New York,Kings County,36910.0,,37484.0,42863.0,22875.0,,,36370.0,,,,42344.0,43185.0,1229.0,170.0,1059.0,13.8,277953.75390625,2525.4436472929897
48876,11237,36047043100,168208,0,Census Tract 431,New York,Kings County,56875.0,73241.0,73902.0,34286.0,21645.0,22471.0,,76420.0,,32781.0,,76932.0,35677.0,1699.0,204.0,1495.0,12.0,292949.29296875,2166.871295576
48877,11204,36047043200,148819,0,Census Tract 432,New York,Kings County,54943.0,,76146.0,62313.0,,,,71161.0,,72969.0,,51469.0,,1480.0,102.0,1378.0,6.9,258494.96484375,2207.5433569490697
48878,11221,36047043300,168245,0,Census Tract 433,New York,Kings County,27955.0,,50469.0,26350.0,11776.0,37634.0,,,,24198.0,,102639.0,25425.0,1388.0,72.0,1316.0,5.2,292993.59765625,2167.05628679419
48879,11204,36047043400,139658,0,Census Tract 434,New York,Kings County,45708.0,,49861.0,54620.0,27143.0,10673.0,,59844.0,,,,43362.0,60739.0,1243.0,94.0,1149.0,7.6,242580.5859375,2210.40328772119
48880,11221,36047043500,168158,0,Census Tract 435,New York,Kings County,62813.0,75862.0,73750.0,48667.0,,42661.0,,,,49846.0,,121625.0,49298.0,1477.0,119.0,1358.0,8.1,292825.71875,2166.08542043524
48881,11204,36047043600,137521,0,Census Tract 436,New York,Kings County,57163.0,,66959.0,60987.0,22500.0,,,50302.0,,152962.0,,59048.0,,1557.0,145.0,1412.0,9.3,238890.37890625,2341.2656471191
48882,11207,36047043700,168127,0,Census Tract 437,New York,Kings County,58083.0,41658.0,71321.0,42750.0,61000.0,47227.0,,,,,140833.0,111111.0,53750.0,1820.0,235.0,1585.0,12.9,292750.28515625,2166.1235016936103
48883,11204,36047043800,156072,0,Census Tract 438,New York,Kings County,39554.0,,43125.0,57500.0,17500.0,59196.0,,57734.0,,21331.0,,38125.0,,961.0,112.0,849.0,11.7,271088.9296875,2188.63499546236
48884,11237,36047043900,200003,0,Census Tract 439,New York,Kings County,41250.0,,27500.0,88910.0,22552.0,24948.0,,119130.0,,,,,38704.0,1290.0,114.0,1176.0,8.8,348303.609375,3282.3949131865197
48885,11204,36047044000,201542,0,Census Tract 440,New York,Kings County,49688.0,17188.0,54554.0,73750.0,42976.0,,,20500.0,,42857.0,,63355.0,29722.0,887.0,168.0,719.0,18.9,350099.078125,2698.79589386963
48886,11237,36047044100,142020,0,Census Tract 441,New York,Kings County,47641.0,,62724.0,56477.0,16250.0,80469.0,,39135.0,,31745.0,28500.0,79861.0,35956.0,1891.0,248.0,1643.0,13.1,247354.234375,2218.5104260194603
48887,11230,36047044200,182832,0,Census Tract 442,New York,Kings County,74306.0,,73125.0,138047.0,60761.0,,,,,,,74278.0,,885.0,82.0,803.0,9.3,317590.80859375,2736.12396109281
48888,11237,36047044300,167769,0,Census Tract 443,New York,Kings County,47356.0,51938.0,71337.0,58262.0,15139.0,,,59268.0,,24909.0,,71125.0,36667.0,1953.0,218.0,1735.0,11.2,292216.82421875,2233.83230289839
48889,11230,36047044400,174544,0,Census Tract 444,New York,Kings County,47616.0,,72988.0,55625.0,22025.0,,,17500.0,,43884.0,,48605.0,43259.0,1194.0,116.0,1078.0,9.7,303224.9921875,2421.34669037138
48890,11237,36047044500,169739,0,Census Tract 445,New York,Kings County,61341.0,70542.0,72340.0,60714.0,39514.0,,,84605.0,,44891.0,67938.0,67132.0,49348.0,1662.0,301.0,1361.0,18.1,295662.08984375,2249.2269187018696
48891,11204,36047044600,141398,0,Census Tract 446,New York,Kings County,62083.0,,62560.0,67083.0,38281.0,,,66250.0,,,,50625.0,,634.0,81.0,553.0,12.8,245639.4140625,2592.4625887693696
48892,11237,36047044700,162809,0,Census Tract 447,New York,Kings County,44688.0,,61806.0,30000.0,45917.0,,,,,,46250.0,86042.0,25893.0,782.0,130.0,652.0,16.6,283604.2734375,2222.5949898896397
48893,11204,36047044800,226807,0,Census Tract 448,New York,Kings County,59773.0,,54063.0,94531.0,37708.0,,,,,,,61895.0,,704.0,95.0,609.0,13.5,394044.94921875,3203.48017056464
48894,11211,36047044900,2143293,175743,Census Tract 449,New York,Kings County,21667.0,,46786.0,19786.0,,20442.0,,,,11389.0,125486.0,85865.0,20225.0,1170.0,165.0,1005.0,14.1,3684174.421875,13257.292252191899
48895,11230,36047045000,218440,0,Census Tract 450,New York,Kings County,54063.0,,31250.0,,250001.0,,,,,,,54063.0,,138.0,26.0,112.0,18.8,379549.828125,2501.64112441422
48896,11230,36047045200,186316,0,Census Tract 452,New York,Kings County,64950.0,,74583.0,64313.0,47083.0,,,,,,,67083.0,,839.0,87.0,752.0,10.4,323718.234375,2884.80072461208
48897,11206,36047045300,319530,0,Census Tract 453,New York,Kings County,57137.0,84167.0,81875.0,23350.0,25054.0,,,,,38657.0,21528.0,87778.0,41250.0,695.0,149.0,546.0,21.4,556603.72265625,3558.17923257808
