Object ID,ZCTA5,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Median Household Income in past 12 months (inflation-adjusted dollars to last year of 5-year range),"Median Household Income in past 12 months, Householder under 25 years","Median Household Income in past 12 months, Householder 25 to 44 years","Median Household Income in past 12 months, Householder 45 to 64 years","Median Household Income in past 12 months, Householder 65 years and over","Median Household Income in past 12 months, Black or African American Householder","Median Household Income in past 12 months, American Indian and Alaska Native Householder","Median Household Income in past 12 months, Asian Householder","Median Household Income in past 12 months, Native Hawaiian and Other Pacific Islander Householder","Median Household Income in past 12 months, Some Other Race Householder","Median Household Income in past 12 months, 2 or More Races Householder","Median Household Income in past 12 months, Non-Hispanic White Householder","Median Household Income in past 12 months, Hispanic or Latino Householder",Total Households,Households with any self-employment income in past 12 months,Households with no self-employment income in past 12 months,Percent of households with any self-employment income,Shape Area,Shape Length
49174,11236,36047095000,242443,0,Census Tract 950,New York,Kings County,82721.0,,90489.0,76316.0,61875.0,83824.0,,,,,,73125.0,,985.0,76.0,909.0,7.7,421441.046875,3200.66442153914
49175,11236,36047095400,237026,0,Census Tract 954,New York,Kings County,78256.0,,79200.0,115438.0,56974.0,79182.0,,2499.0,,,,,11406.0,1463.0,52.0,1411.0,3.6,412055.56640625,2785.8922057302098
49176,11236,36047095600,237582,0,Census Tract 956,New York,Kings County,62938.0,79286.0,45089.0,85529.0,,60588.0,,,,,,69022.0,,1358.0,29.0,1329.0,2.1,412980.96875,3218.35787555016
49177,11236,36047095800,234373,0,Census Tract 958,New York,Kings County,56563.0,,62372.0,71726.0,44570.0,62147.0,,,,,,42955.0,,1218.0,161.0,1057.0,13.2,407470.45703125,2753.60897967455
49178,11236,36047096000,423887,0,Census Tract 960,New York,Kings County,,,,,,,,,,,,,,0.0,0.0,0.0,,737054.4453125,4454.20579255254
49179,11236,36047096200,179100,0,Census Tract 962,New York,Kings County,57841.0,,49688.0,77604.0,,59659.0,,,,,,,,515.0,41.0,474.0,8.0,311409.17578125,2198.5612224830998
49180,11236,36047096400,176581,0,Census Tract 964,New York,Kings County,57431.0,,55595.0,71607.0,46607.0,61087.0,,,,,,44464.0,54395.0,654.0,100.0,554.0,15.3,307006.39453125,2217.2422297444
49181,11236,36047096600,181211,0,Census Tract 966,New York,Kings County,75481.0,,80481.0,81339.0,,80602.0,,55938.0,,,,,65417.0,797.0,68.0,729.0,8.5,315040.3125,2619.27720727622
49182,11236,36047096800,149019,0,Census Tract 968,New York,Kings County,89063.0,,89063.0,111333.0,,91765.0,,,,,,57917.0,,418.0,14.0,404.0,3.3,259102.5625,2049.20837843413
49183,11236,36047097000,163450,0,Census Tract 970,New York,Kings County,89861.0,,73698.0,101167.0,134135.0,92143.0,,,,110938.0,,43583.0,111016.0,766.0,79.0,687.0,10.3,284219.5859375,2161.5830188712
49184,11236,36047097400,252349,0,Census Tract 974,New York,Kings County,63265.0,,55682.0,74519.0,,65000.0,,,,20938.0,,55909.0,21140.0,707.0,50.0,657.0,7.1,438801.53125,2897.8105197827003
49185,11207,36047098200,345649,0,Census Tract 982,New York,Kings County,21162.0,,18824.0,27214.0,17577.0,24655.0,,,,12297.0,,,17712.0,1725.0,17.0,1708.0,1.0,601105.3984375,3595.09845897865
49186,11236,36047098400,112821,0,Census Tract 984,New York,Kings County,71012.0,,92321.0,85435.0,65263.0,77500.0,,,,,,,,693.0,39.0,654.0,5.6,196175.84765625,1884.0488088156
49187,11236,36047098600,155971,0,Census Tract 986,New York,Kings County,68548.0,,67875.0,83365.0,46615.0,69637.0,,85125.0,,,49250.0,46389.0,94500.0,974.0,120.0,854.0,12.3,271192.8984375,2122.11364989085
49188,11236,36047098800,161941,0,Census Tract 988,New York,Kings County,72917.0,,85685.0,76563.0,22131.0,75655.0,,,,,,,61063.0,1106.0,52.0,1054.0,4.7,281557.7265625,2154.02434050496
49189,11236,36047099000,163721,0,Census Tract 990,New York,Kings County,89688.0,,91786.0,72375.0,86667.0,102292.0,,,,,,,86696.0,479.0,21.0,458.0,4.4,284624.875,2161.87480969853
49190,11236,36047099200,134602,0,Census Tract 992,New York,Kings County,84881.0,,81833.0,83846.0,91302.0,87964.0,,,,,,16250.0,120750.0,646.0,55.0,591.0,8.5,233988.16796875,2114.9689068346397
49191,11236,36047099400,173970,0,Census Tract 994,New York,Kings County,69010.0,,54250.0,88750.0,59861.0,68073.0,,,,,,106250.0,,679.0,20.0,659.0,2.9,302407.76171875,2316.19288876249
49192,11236,36047099600,189693,0,Census Tract 996,New York,Kings County,70446.0,,47895.0,96771.0,40833.0,70134.0,,40809.0,,,,,116094.0,1110.0,98.0,1012.0,8.8,329713.2890625,2276.86790124621
49193,11236,36047099800,419733,69968,Census Tract 998,New York,Kings County,71654.0,,52697.0,88827.0,85750.0,71308.0,,,,,,109028.0,,1318.0,95.0,1223.0,7.2,729485.7734375,5268.0540644740395
49194,11236,36047100400,132054,0,Census Tract 1004,New York,Kings County,67750.0,,74808.0,66500.0,60568.0,68375.0,,,,,,65938.0,,980.0,53.0,927.0,5.4,229512.2421875,2007.0689080052
49195,11236,36047100600,152116,0,Census Tract 1006,New York,Kings County,76161.0,,51518.0,92750.0,80938.0,64167.0,,102250.0,,,42083.0,105625.0,87656.0,869.0,46.0,823.0,5.3,264392.03125,2097.69594490719
49196,11236,36047100800,148898,0,Census Tract 1008,New York,Kings County,69135.0,,59896.0,81094.0,,73523.0,,,,,,26250.0,73625.0,691.0,51.0,640.0,7.4,258813.859375,2182.7472456192604
49197,11236,36047101000,171343,0,Census Tract 1010,New York,Kings County,80179.0,,121579.0,85625.0,56016.0,76848.0,,94375.0,,82232.0,,,,768.0,39.0,729.0,5.1,297844.33203125,2252.6313982986603
49198,11236,36047101200,160761,0,Census Tract 1012,New York,Kings County,63750.0,,60625.0,85962.0,45250.0,67404.0,,,,,,60833.0,,815.0,71.0,744.0,8.7,279477.62109375,2145.44207814631
49199,11236,36047101400,154954,0,Census Tract 1014,New York,Kings County,74485.0,,64205.0,103015.0,41579.0,82750.0,,,,,,89531.0,52750.0,790.0,12.0,778.0,1.5,269398.80859375,2113.83216494492
49200,11236,36047101600,112418,0,Census Tract 1016,New York,Kings County,94904.0,,80833.0,114063.0,100313.0,103438.0,,,,,,81094.0,,530.0,45.0,485.0,8.5,195456.9921875,1878.88596555875
49201,11236,36047101800,283765,0,Census Tract 1018,New York,Kings County,97885.0,,98542.0,114792.0,68229.0,84712.0,,156957.0,,160179.0,,56641.0,,832.0,31.0,801.0,3.7,489574.11328125,4756.70031145818
49202,11236,36047102000,157042,0,Census Tract 1020,New York,Kings County,102401.0,,101111.0,114167.0,91500.0,107917.0,,,,,,87083.0,89722.0,671.0,78.0,593.0,11.6,273001.87890625,2127.8116107140804
49203,11236,36047102200,162849,0,Census Tract 1022,New York,Kings County,73750.0,,63142.0,89917.0,55357.0,87031.0,,43000.0,,95375.0,,33462.0,95625.0,754.0,74.0,680.0,9.8,283080.48046875,2161.55490286581
49204,11236,36047102400,143125,0,Census Tract 1024,New York,Kings County,92538.0,,78393.0,126250.0,55833.0,94306.0,,63571.0,,,,117750.0,,723.0,51.0,672.0,7.1,248770.21875,2190.97734088613
49205,11236,36047102600,135920,0,Census Tract 1026,New York,Kings County,85481.0,98438.0,97344.0,90938.0,70341.0,97583.0,,,,,,,66042.0,935.0,135.0,800.0,14.4,236221.56640625,2153.63732662873
49206,11236,36047102800,1018887,217164,Census Tract 1028,New York,Kings County,83523.0,,92688.0,79485.0,85417.0,86042.0,,,,,,,,521.0,14.0,507.0,2.7,1770688.88671875,5461.07381349202
49207,11236,36047103400,666213,222181,Census Tract 1034,New York,Kings County,23870.0,,25857.0,22348.0,23622.0,26286.0,,,,15048.0,,11806.0,16010.0,1737.0,0.0,1737.0,0.0,1155025.0703125,5002.95387842057
49208,11239,36047105801,418442,0,Census Tract 1058.01,New York,Kings County,20962.0,,41531.0,41000.0,13488.0,37321.0,,,,,,12334.0,31939.0,3424.0,16.0,3408.0,0.5,727655.0859375,4232.16048323133
49209,11239,36047105804,770253,27109,Census Tract 1058.04,New York,Kings County,30867.0,,53037.0,43731.0,18429.0,45417.0,43914.0,13895.0,,,53444.0,15000.0,,3205.0,123.0,3082.0,3.8,1339321.77734375,5726.54560064323
49210,11207,36047107000,3457775,541213,Census Tract 1070,New York,Kings County,52957.0,,65078.0,52574.0,93472.0,57917.0,,143780.0,,,,,41017.0,885.0,58.0,827.0,6.6,5209011.82421875,14676.0263261783
49211,11207,36047107800,506529,0,Census Tract 1078,New York,Kings County,61360.0,,62054.0,69738.0,36350.0,60688.0,,,,,,33750.0,60863.0,1867.0,102.0,1765.0,5.5,881093.41015625,5392.58688204108
49212,11207,36047109800,854379,0,Census Tract 1098,New York,Kings County,49830.0,,48250.0,71806.0,,49233.0,,,,108214.0,,36667.0,108357.0,608.0,18.0,590.0,3.0,1485893.8984375,5452.73610289779
49213,11207,36047110400,742524,0,Census Tract 1104,New York,Kings County,32286.0,,26134.0,39583.0,32000.0,37212.0,,,,12731.0,,,16250.0,1680.0,63.0,1617.0,3.8,1291536.515625,6022.377330333659
49214,11207,36047110600,171053,0,Census Tract 1106,New York,Kings County,17298.0,,14545.0,19091.0,23462.0,17416.0,,,,17073.0,27969.0,,17077.0,1739.0,18.0,1721.0,1.0,297527.3125,2201.33319511974
49215,11207,36047111000,124983,0,Census Tract 1110,New York,Kings County,18388.0,,21645.0,20278.0,11364.0,17326.0,,,,,15043.0,,19125.0,1512.0,74.0,1438.0,4.9,217413.375,1880.80888576351
49216,11207,36047111600,499699,0,Census Tract 1116,New York,Kings County,51512.0,,42713.0,80958.0,48750.0,53704.0,,,,38393.0,,,38571.0,1025.0,27.0,998.0,2.6,869339.44140625,3818.5762842539502
49217,11208,36047111800,162309,0,Census Tract 1118,New York,Kings County,34509.0,,37782.0,40227.0,26136.0,36250.0,,,,,,,34554.0,1127.0,48.0,1079.0,4.3,282413.4765625,2124.05034091955
49218,11207,36047112000,173003,0,Census Tract 1120,New York,Kings County,31563.0,,62313.0,23274.0,,45400.0,,,,,,,,1109.0,110.0,999.0,9.9,301007.7890625,2208.34400811265
49219,11207,36047112200,162285,0,Census Tract 1122,New York,Kings County,40900.0,,42961.0,48429.0,,44167.0,,,,31250.0,,,29605.0,1228.0,37.0,1191.0,3.0,282327.60546875,2383.3029307800603
49220,11207,36047112400,177849,0,Census Tract 1124,New York,Kings County,57527.0,2499.0,43889.0,74329.0,,54779.0,,,,100833.0,,,58510.0,1229.0,38.0,1191.0,3.1,309428.3046875,2360.92361980728
49221,11207,36047112600,168500,0,Census Tract 1126,New York,Kings County,30598.0,,,53281.0,,37905.0,,,,,,2499.0,,1401.0,89.0,1312.0,6.4,293152.69921875,2194.62307954491
49222,11207,36047112800,184193,0,Census Tract 1128,New York,Kings County,38594.0,,50750.0,30822.0,,39219.0,,,,,,,,1488.0,61.0,1427.0,4.1,320424.67578125,2308.1306058271302
49223,11207,36047113000,193832,0,Census Tract 1130,New York,Kings County,37472.0,,38561.0,43580.0,33405.0,40091.0,,,,,,,,1545.0,18.0,1527.0,1.2,337198.93359375,3054.0331496002505
49224,11207,36047113200,196193,0,Census Tract 1132,New York,Kings County,58487.0,,44079.0,68958.0,49464.0,59922.0,,,,,,,,622.0,73.0,549.0,11.7,341295.328125,3226.18657100031
49225,11207,36047113400,153420,0,Census Tract 1134,New York,Kings County,24150.0,,14358.0,34508.0,,24474.0,,,,20769.0,,,20577.0,903.0,5.0,898.0,0.6,266940.49609375,2118.2056317159
49226,11207,36047114201,300918,0,Census Tract 1142.01,New York,Kings County,36293.0,,25417.0,68125.0,35238.0,28625.0,,147604.0,,,,,37361.0,558.0,36.0,522.0,6.5,523770.6484375,4244.73717543197
49227,11207,36047114202,112266,0,Census Tract 1142.02,New York,Kings County,57171.0,,58214.0,65750.0,37563.0,81667.0,,,,35089.0,,,44870.0,905.0,36.0,869.0,4.0,195421.44921875,2077.2690624817
49228,11207,36047114400,429912,0,Census Tract 1144,New York,Kings County,40385.0,30962.0,,61513.0,,32109.0,,,,,,,52589.0,732.0,59.0,673.0,8.1,748132.33984375,4001.97643478033
49229,11207,36047114600,160101,0,Census Tract 1146,New York,Kings County,41384.0,,40848.0,59643.0,38000.0,58661.0,,86250.0,,24415.0,,,41071.0,951.0,174.0,777.0,18.3,278662.23828125,2380.20441929695
49230,11207,36047115000,158244,0,Census Tract 1150,New York,Kings County,40703.0,,53043.0,35117.0,64712.0,54837.0,,,,30917.0,,,38587.0,887.0,72.0,815.0,8.1,275388.9296875,2104.8015307290398
49231,11207,36047115200,166136,0,Census Tract 1152,New York,Kings County,36655.0,,42196.0,35912.0,24659.0,32000.0,,,,46250.0,,43929.0,36442.0,1027.0,64.0,963.0,6.2,289112.4453125,2154.77746072546
49232,11207,36047115600,159862,0,Census Tract 1156,New York,Kings County,21580.0,,24300.0,24303.0,11488.0,21994.0,,,,,,,,1596.0,99.0,1497.0,6.2,278154.1640625,2153.41116429007
49233,11207,36047115800,154981,0,Census Tract 1158,New York,Kings County,40804.0,,31176.0,73906.0,32054.0,45859.0,,,,,58929.0,,47865.0,953.0,45.0,908.0,4.7,269665.359375,2127.7795179974
49234,11207,36047116000,151414,0,Census Tract 1160,New York,Kings County,30216.0,,47625.0,28292.0,,34278.0,,,,12049.0,,,11555.0,901.0,41.0,860.0,4.6,263464.42578125,2107.81533696558
49235,11207,36047116200,143449,0,Census Tract 1162,New York,Kings County,39651.0,,42917.0,39042.0,34716.0,37500.0,,,,44632.0,,,39063.0,801.0,58.0,743.0,7.2,249606.63671875,2065.59936112103
49236,11208,36047116400,181565,0,Census Tract 1164,New York,Kings County,55720.0,,58676.0,55714.0,50893.0,58611.0,,,,,,,51719.0,1033.0,50.0,983.0,4.8,315939.05859375,2270.85517412582
49237,11208,36047116600,159392,0,Census Tract 1166,New York,Kings County,45673.0,,46538.0,61250.0,31771.0,40044.0,,,,54539.0,,,75300.0,962.0,67.0,895.0,7.0,277389.71484375,2111.60382834953
49238,11208,36047116800,143956,0,Census Tract 1168,New York,Kings County,60968.0,,,63594.0,,63802.0,,,,22599.0,,,,634.0,86.0,548.0,13.6,250557.640625,2194.08873144571
49239,11207,36047117000,153813,0,Census Tract 1170,New York,Kings County,41354.0,,40729.0,39500.0,55893.0,67563.0,,43929.0,,20583.0,,,40208.0,493.0,36.0,457.0,7.3,267700.73828125,2146.1111866767396
49240,11207,36047117201,129147,0,Census Tract 1172.01,New York,Kings County,61071.0,,64000.0,65500.0,,,,136458.0,,60278.0,,,63000.0,774.0,38.0,736.0,4.9,224796.05859375,2071.3271066574
49241,11208,36047117202,151827,0,Census Tract 1172.02,New York,Kings County,49255.0,63750.0,52011.0,53321.0,45727.0,33914.0,,,,51136.0,,46442.0,53000.0,1231.0,79.0,1152.0,6.4,264289.40234375,2088.91460876661
49242,11208,36047117400,212859,0,Census Tract 1174,New York,Kings County,57411.0,,63548.0,57891.0,,,,135179.0,,,,,57656.0,1183.0,78.0,1105.0,6.6,370526.42578125,2750.80358572685
49243,11208,36047117601,152356,0,Census Tract 1176.01,New York,Kings County,50536.0,,43333.0,68304.0,49531.0,70188.0,,25417.0,,36786.0,,52500.0,49155.0,942.0,92.0,850.0,9.8,265221.78125,2430.44381437413
49244,11208,36047117602,143799,0,Census Tract 1176.02,New York,Kings County,41670.0,,45750.0,41651.0,27125.0,41304.0,,,,46477.0,17750.0,49375.0,46591.0,1013.0,60.0,953.0,5.9,250340.39453125,2365.37344264916
49245,11208,36047117800,140598,0,Census Tract 1178,New York,Kings County,46445.0,,45882.0,64886.0,,56845.0,,42708.0,,24000.0,,,46944.0,481.0,24.0,457.0,5.0,244731.30078125,2362.78823161224
49246,11208,36047118000,751605,0,Census Tract 1180,New York,Kings County,,,,,,,,,,,,,,0.0,0.0,0.0,,1308581.66796875,6362.2370055128895
49247,11208,36047118201,126387,0,Census Tract 1182.01,New York,Kings County,55313.0,,51923.0,65362.0,60368.0,73864.0,,98977.0,,,,,46310.0,907.0,66.0,841.0,7.3,220035.5390625,1964.29551712901
49248,11208,36047118202,124325,0,Census Tract 1182.02,New York,Kings County,55089.0,30938.0,72232.0,53466.0,73235.0,43929.0,,,,40703.0,106339.0,,71339.0,884.0,83.0,801.0,9.4,216451.0703125,1979.5267852492002
49249,11208,36047118400,204944,0,Census Tract 1184,New York,Kings County,56786.0,,47206.0,71759.0,36161.0,46471.0,,95313.0,,59167.0,,,57583.0,1508.0,112.0,1396.0,7.4,356765.8515625,2400.4978004295003
49250,11208,36047118600,131527,0,Census Tract 1186,New York,Kings County,48836.0,,43125.0,53173.0,77708.0,80750.0,,,,,,64821.0,37450.0,787.0,56.0,731.0,7.1,228941.83203125,2334.55137025677
49251,11208,36047118800,174374,0,Census Tract 1188,New York,Kings County,50179.0,2499.0,64813.0,40192.0,52959.0,,,52800.0,,60357.0,,,41685.0,1392.0,129.0,1263.0,9.3,303503.73828125,2427.4941085195396
49252,11208,36047119000,140618,0,Census Tract 1190,New York,Kings County,41161.0,,48971.0,42379.0,20667.0,27197.0,,25568.0,,69063.0,59107.0,,51118.0,693.0,60.0,633.0,8.7,244747.171875,2721.9768692910397
49253,11208,36047119200,225444,0,Census Tract 1192,New York,Kings County,45903.0,,,72011.0,30690.0,63958.0,,,,27500.0,,,35114.0,997.0,100.0,897.0,10.0,392364.7890625,2544.82043759703
49254,11208,36047119400,182839,0,Census Tract 1194,New York,Kings County,41607.0,,41394.0,48250.0,23646.0,39539.0,,,,17098.0,,,42917.0,1298.0,51.0,1247.0,3.9,318173.578125,2260.91493056525
49255,11208,36047119600,306449,0,Census Tract 1196,New York,Kings County,35338.0,14405.0,39560.0,31914.0,,35875.0,,31667.0,,,,,35441.0,1754.0,130.0,1624.0,7.4,533330.0546875,3217.49213260255
49256,11207,36047119800,326903,0,Census Tract 1198,New York,Kings County,31222.0,,19952.0,48750.0,,31969.0,,,,14444.0,,,35045.0,1012.0,41.0,971.0,4.1,568933.75,3593.59072151842
49257,11208,36047120000,150529,0,Census Tract 1200,New York,Kings County,37833.0,,39327.0,38636.0,35208.0,45391.0,,23684.0,,,,,30795.0,798.0,73.0,725.0,9.1,261962.1171875,2539.3757229646803
49258,11208,36047120200,153056,0,Census Tract 1202,New York,Kings County,37173.0,,72548.0,36786.0,,60150.0,,35441.0,,,,,,575.0,70.0,505.0,12.2,266372.35546875,2465.82530616412
49259,11208,36047120800,474725,0,Census Tract 1208,New York,Kings County,35466.0,,52933.0,32656.0,30033.0,35117.0,,,,,14393.0,,35139.0,3427.0,148.0,3279.0,4.3,826081.5703125,4339.39535489875
49260,11208,36047121000,158714,0,Census Tract 1210,New York,Kings County,15566.0,,,23148.0,14099.0,17917.0,,,,16061.0,,,15625.0,1549.0,33.0,1516.0,2.1,276171.1875,2260.13141519017
49261,11208,36047121400,173354,0,Census Tract 1214,New York,Kings County,21085.0,2499.0,25114.0,26189.0,9957.0,19611.0,,,,24333.0,,,23389.0,1674.0,77.0,1597.0,4.6,301620.3984375,2216.1046527454896
49262,11208,36047122000,1090388,0,Census Tract 1220,New York,Kings County,39848.0,,41340.0,41920.0,37663.0,40191.0,,,,13413.0,,,14860.0,2114.0,84.0,2030.0,4.0,1896979.421875,7971.417648115601
49263,11205,36047123700,321360,0,Census Tract 1237,New York,Kings County,36783.0,19118.0,42750.0,,,,,,,28021.0,,36318.0,28490.0,1195.0,139.0,1056.0,11.6,559626.58203125,3013.0332291881396
49264,11215,36047150200,319296,0,Census Tract 1502,New York,Kings County,114696.0,,126845.0,135875.0,,,,,,69375.0,,117431.0,82546.0,1007.0,250.0,757.0,24.8,555343.703125,4480.40607334285
49265,11218,36047152200,389862,0,Census Tract 1522,New York,Kings County,113696.0,,110682.0,193750.0,82148.0,130208.0,,49896.0,,,,183333.0,,1086.0,235.0,851.0,21.6,677855.41796875,3755.9234482168895
49545,10004,36061000100,77654,0,Census Tract 1,New York,New York County,,,,,,,,,,,,,,0.0,0.0,0.0,,135191.4765625,2211.0307623801395
49546,10002,36061000201,90233,75976,Census Tract 2.01,New York,New York County,28328.0,37222.0,39063.0,18269.0,22222.0,,,36964.0,,,,,27641.0,1071.0,26.0,1045.0,2.4,157208.51953125,1909.96568689621
49547,10002,36061000202,310040,428737,Census Tract 2.02,New York,New York County,32272.0,,49000.0,37203.0,18884.0,31832.0,,19331.0,,22420.0,70048.0,69911.0,27936.0,3435.0,234.0,3201.0,6.8,520143.69140625,3002.32454750545
49548,10004,36061000500,843918,3393360,Census Tract 5,New York,New York County,,,,,,,,,,,,,,0.0,0.0,0.0,,1537268.9140625,12019.836851195701
49549,10002,36061000600,240406,176018,Census Tract 6,New York,New York County,18650.0,,43016.0,20790.0,15433.0,9962.0,20878.0,18136.0,,22536.0,57984.0,,22667.0,4031.0,146.0,3885.0,3.6,440586.48046875,3151.86639999716
49550,10004,36061000700,253658,245812,Census Tract 7,New York,New York County,157209.0,93264.0,165988.0,202875.0,,,,106733.0,,,,191544.0,,4482.0,348.0,4134.0,7.8,497558.14453125,5929.841570968741
49551,10002,36061000800,220708,167906,Census Tract 8,New York,New York County,34150.0,,55066.0,35150.0,17384.0,,,29247.0,,,,73281.0,68333.0,3632.0,424.0,3208.0,11.7,384543.7734375,2614.62252735114
49552,10004,36061000900,302097,473628,Census Tract 9,New York,New York County,195313.0,,204444.0,194375.0,250001.0,118917.0,,232750.0,,,176500.0,203056.0,193438.0,835.0,143.0,692.0,17.1,587196.24609375,7937.517268401451
49553,10002,36061001001,80143,244297,Census Tract 10.01,New York,New York County,78036.0,,105272.0,100729.0,47539.0,,,160833.0,,,93750.0,71750.0,100536.0,809.0,98.0,711.0,12.1,136076.05078125,1768.6305669062199
49554,10002,36061001002,199683,245138,Census Tract 10.02,New York,New York County,17926.0,,33262.0,23362.0,14458.0,21466.0,,23808.0,,15859.0,,,16636.0,2473.0,95.0,2378.0,3.8,348008.65625,2620.95385323864
49555,10002,36061001200,120597,0,Census Tract 12,New York,New York County,50917.0,,100656.0,87045.0,16949.0,,,,,35121.0,,87019.0,36815.0,1883.0,266.0,1617.0,14.1,210133.62890625,2197.96899648958
49556,10004,36061001300,317217,0,Census Tract 13,New York,New York County,158900.0,94125.0,156250.0,186806.0,,153594.0,,115375.0,,,192609.0,186275.0,132891.0,2534.0,264.0,2270.0,10.4,552622.40234375,3522.5319342263792
49557,10002,36061001401,93505,0,Census Tract 14.01,New York,New York County,110972.0,,200313.0,119408.0,40560.0,,,140972.0,,,,98000.0,,1595.0,178.0,1417.0,11.2,162923.140625,2039.7856331059802
49558,10002,36061001402,113920,0,Census Tract 14.02,New York,New York County,31410.0,,104844.0,21739.0,11845.0,26316.0,,17222.0,,,31736.0,106429.0,16528.0,1409.0,187.0,1222.0,13.3,198507.078125,1794.5468872058898
49559,10038,36061001501,257851,175058,Census Tract 15.01,New York,New York County,86607.0,,163288.0,94318.0,26307.0,92917.0,,22755.0,,163147.0,66068.0,128828.0,,3662.0,303.0,3359.0,8.3,452072.11328125,3948.83250657021
49560,10004,36061001502,207277,146802,Census Tract 15.02,New York,New York County,159911.0,92969.0,168622.0,131979.0,124219.0,,,164013.0,,,250001.0,160529.0,142697.0,3259.0,445.0,2814.0,13.7,377984.40625,4335.66019200817
49561,10002,36061001600,207381,0,Census Tract 16,New York,New York County,49777.0,,91452.0,41098.0,21607.0,189405.0,,27051.0,,,,102226.0,70688.0,3023.0,460.0,2563.0,15.2,361351.69921875,2570.1689071248197
49562,10002,36061001800,222968,0,Census Tract 18,New York,New York County,50797.0,107955.0,97138.0,43576.0,14990.0,,,31494.0,,,54145.0,106305.0,,3105.0,277.0,2828.0,8.9,388544.23828125,2570.43840656329
49563,10002,36061002000,126280,137883,Census Tract 20,New York,New York County,16192.0,,15964.0,18274.0,15545.0,,,30368.0,,15020.0,,32788.0,14328.0,1939.0,67.0,1872.0,3.5,220063.1875,2014.2057881610397
49564,10007,36061002100,237228,0,Census Tract 21,New York,New York County,250001.0,50781.0,250001.0,250001.0,77284.0,,,168180.0,,,,250001.0,248438.0,2647.0,450.0,2197.0,17.0,413336.31640625,2710.4549632601
49565,10002,36061002201,161667,0,Census Tract 22.01,New York,New York County,25900.0,,50781.0,24050.0,16694.0,13750.0,,27917.0,,18147.0,47786.0,90500.0,22000.0,3064.0,84.0,2980.0,2.7,281719.296875,2325.38971461754
49566,10009,36061002202,56112,0,Census Tract 22.02,New York,New York County,83092.0,83026.0,108580.0,46750.0,14781.0,,,,,102375.0,83594.0,105521.0,100042.0,1131.0,138.0,993.0,12.2,97786.0859375,1534.68539304728
49567,10009,36061002400,182346,470253,Census Tract 24,New York,New York County,14960.0,23426.0,,13982.0,16522.0,10208.0,,,,16117.0,23088.0,,18550.0,1837.0,21.0,1816.0,1.1,317800.890625,2475.2397800889803
49568,10038,36061002500,131517,94115,Census Tract 25,New York,New York County,19973.0,,27305.0,23712.0,14848.0,25804.0,,16559.0,,12027.0,,,19951.0,2126.0,70.0,2056.0,3.3,228005.1171875,2029.09505090023
49569,10009,36061002601,106047,0,Census Tract 26.01,New York,New York County,45145.0,,73625.0,43693.0,14522.0,13488.0,,,,34079.0,158792.0,104196.0,35786.0,1539.0,119.0,1420.0,7.7,184814.5546875,1819.396212995
49570,10009,36061002602,103691,0,Census Tract 26.02,New York,New York County,64879.0,,87243.0,60938.0,20071.0,23472.0,,16071.0,,,,89196.0,,2079.0,326.0,1753.0,15.7,180720.18359375,1806.4883637799699
49571,10038,36061002700,59282,0,Census Tract 27,New York,New York County,74844.0,,220208.0,98125.0,,,,,,,250001.0,98750.0,,613.0,107.0,506.0,17.5,103284.88671875,1483.4067578719698
49572,10009,36061002800,183616,0,Census Tract 28,New York,New York County,42466.0,60904.0,90885.0,40855.0,16974.0,,,,,37905.0,,85469.0,25000.0,3346.0,406.0,2940.0,12.1,320039.59375,2262.27799828148
49573,10007,36061002900,273358,0,Census Tract 29,New York,New York County,27247.0,,48750.0,34958.0,15354.0,,,24529.0,,,,71058.0,,2208.0,232.0,1976.0,10.5,476286.7734375,3494.50246032122
49574,10002,36061003001,124153,0,Census Tract 30.01,New York,New York County,74286.0,30547.0,83933.0,82500.0,9367.0,,,,,54792.0,63155.0,96667.0,53772.0,2274.0,336.0,1938.0,14.8,216362.1796875,1906.6118758512198
49575,10009,36061003002,78525,0,Census Tract 30.02,New York,New York County,54531.0,38500.0,110000.0,50833.0,16450.0,,,83669.0,,23485.0,,77727.0,23068.0,1671.0,206.0,1465.0,12.3,136851.31640625,1630.2593192639301
49576,10007,36061003100,204969,0,Census Tract 31,New York,New York County,197000.0,141875.0,250001.0,71176.0,25391.0,,,,,,250001.0,233438.0,,734.0,106.0,628.0,14.4,357138.22265625,3206.8894650033803
49577,10009,36061003200,217682,0,Census Tract 32,New York,New York County,64682.0,2499.0,105960.0,64329.0,32448.0,,,54139.0,,,108958.0,66250.0,106375.0,4700.0,928.0,3772.0,19.7,379406.59375,2564.17703528862
49578,10007,36061003300,341677,0,Census Tract 33,New York,New York County,199347.0,,250001.0,168438.0,86364.0,,,,,,,221012.0,250001.0,2489.0,461.0,2028.0,18.5,595401.2265625,3289.67940780425
49579,10009,36061003400,160257,0,Census Tract 34,New York,New York County,79452.0,,112557.0,23776.0,23074.0,2499.0,,,,,2499.0,96067.0,,3635.0,418.0,3217.0,11.5,279345.73828125,2222.25823643566
49580,10002,36061003601,99812,0,Census Tract 36.01,New York,New York County,48832.0,,74038.0,56176.0,18984.0,,,22197.0,,,19514.0,132679.0,40184.0,1485.0,147.0,1338.0,9.9,173946.63671875,1673.36143883446
