Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Civilian Employed Population 16 Years and Over in Households that Have a Computer,Total Civilian Household Population 16 Years and Over,Population 16 Years and Over in the Civilian Labor Force in Households,Civilian Employed Population 16 Years and Over in Households,Civilian Employed Population 16 Years and Over in Households that Have a Computer with Dial-up Internet Subscription Alone,Civilian Employed Population 16 Years and Over in Households that Have a Computer with a Broadband Internet Subscription,Civilian Employed Population 16 Years and Over in Households that Have a Computer without an Internet Subscription,Civilian Employed Population 16 Years and Over in Households that Have No Computer,Civilian Unemployed Population 16 Years and Over in Households,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer with dial-up Internet Subscription Alone,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer with a Broadband Internet Subscription,Civilian Unemployed Population 16 Years and Over in Households that Have a Computer without an Internet Subscription,Civilian Unemployed Population 16 Years and Over in Households that Have No Computer,Population 16 Years and Over in Households who are Not in the Labor Force in Households,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer with dial-up Internet Subscription Alone,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer with a Broadband Internet Subscription,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have a Computer without an Internet Subscription,Population 16 Years and Over in Households who are Not in the Labor Force in Households that Have No Computer,Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Employed Population 16 Years and Over in Households that Have No Computer,Percent of Civilian Unemployed Population 16 Years and Over in Households that Have No Computer,Percent of Population 16 Years and Over who are Not in the Labor Force in Households that Have No Computer,Shape Area,Shape Length
50176,11378,11378,36081051700,254179,0,Census Tract 517,New York,Queens County,966,1618,1021,985,0,919,47,19,36,36,0,36,0,0,597,566,0,502,64,31,50,3.1,1.9,0.0,5.2,442999.8125,3974.5507617295098
50177,11412,11412,36081051800,169821,0,Census Tract 518,New York,Queens County,1053,1811,1245,1104,0,982,71,51,141,120,0,116,4,21,566,520,0,470,50,46,118,6.5,4.6,14.9,8.1,295778.53125,2515.6795514824303
50178,11412,11412,36081052000,172214,0,Census Tract 520,New York,Queens County,837,1183,873,837,28,776,33,0,36,36,0,27,9,0,310,298,11,283,4,12,12,1.0,0.0,0.0,3.9,299934.9140625,2524.34977864136
50179,11378,11378,36081052100,190269,0,Census Tract 521,New York,Queens County,1067,1906,1294,1256,5,1023,39,189,38,38,0,38,0,0,612,526,0,487,39,86,275,14.4,15.0,0.0,14.1,331580.25,2932.95070829966
50180,11412,11412,36081052200,169840,0,Census Tract 522,New York,Queens County,779,1281,835,820,0,744,35,41,15,15,0,15,0,0,446,358,0,351,7,88,129,10.1,5.0,0.0,19.7,295797.6328125,2515.37124848267
50181,11412,11412,36081052400,196181,0,Census Tract 524,New York,Queens County,805,1407,961,904,0,762,43,99,57,48,0,39,9,9,446,350,0,276,74,96,204,14.5,11.0,15.8,21.5,341685.14453125,2452.60880053433
50182,11378,11378,36081052500,202105,0,Census Tract 525,New York,Queens County,1065,1786,1182,1121,0,1065,0,56,61,61,0,61,0,0,604,477,0,461,16,127,183,10.2,5.0,0.0,21.0,352186.10546875,2590.16477241158
50183,11412,11412,36081052600,182575,0,Census Tract 526,New York,Queens County,951,1567,1050,951,48,829,74,0,99,94,13,68,13,5,517,469,22,333,114,48,53,3.4,0.0,5.1,9.3,317945.8203125,2345.36593593675
50184,11412,11412,36081052800,180396,0,Census Tract 528,New York,Queens County,550,1046,640,585,0,490,60,35,55,55,0,43,12,0,406,320,0,287,33,86,121,11.6,6.0,0.0,21.2,314120.93359375,2807.14598386308
50185,11412,11412,36081053000,230158,0,Census Tract 530,New York,Queens County,1207,2024,1294,1226,0,1098,109,19,68,68,0,68,0,0,730,703,0,638,65,27,46,2.3,1.5,0.0,3.7,400801.47265625,2560.84675974494
50186,11378,11378,36081053100,423497,0,Census Tract 531,New York,Queens County,1665,2726,1885,1697,5,1610,50,32,188,165,0,165,0,23,841,687,14,615,58,154,209,7.7,1.9,12.2,18.3,738071.13671875,3520.08400373701
50187,11412,11412,36081053200,189804,0,Census Tract 532,New York,Queens County,820,1538,976,893,0,783,37,73,83,77,0,66,11,6,562,524,9,504,11,38,117,7.6,8.2,7.2,6.8,330564.5546875,3539.23106186864
50188,11411,11411,36081053401,260260,0,Census Tract 534.01,New York,Queens County,1031,1901,1120,1050,0,1006,25,19,70,70,0,70,0,0,781,680,0,643,37,101,120,6.3,1.8,0.0,12.9,453270.4296875,3212.8149379017605
50188,11429,11429,36081053401,260260,0,Census Tract 534.01,New York,Queens County,1031,1901,1120,1050,0,1006,25,19,70,70,0,70,0,0,781,680,0,643,37,101,120,6.3,1.8,0.0,12.9,453270.4296875,3212.8149379017605
50189,11378,11378,36081053500,502656,14162,Census Tract 535,New York,Queens County,580,1045,690,637,0,439,141,57,53,41,0,41,0,12,355,235,0,130,105,120,189,18.1,8.9,22.6,33.8,884831.265625,4627.09704375252
50189,11385,11385,36081053500,502656,14162,Census Tract 535,New York,Queens County,580,1045,690,637,0,439,141,57,53,41,0,41,0,12,355,235,0,130,105,120,189,18.1,8.9,22.6,33.8,884831.265625,4627.09704375252
50190,11429,11429,36081053601,190875,0,Census Tract 536.01,New York,Queens County,952,1670,1173,974,0,935,17,22,199,187,0,175,12,12,497,450,0,405,45,47,81,4.9,2.3,6.0,9.5,332494.41796875,2680.5822847043696
50191,11429,11429,36081053800,188754,0,Census Tract 538,New York,Queens County,917,1432,1016,934,0,831,86,17,82,82,0,72,10,0,416,373,0,313,60,43,60,4.2,1.8,0.0,10.3,328797.671875,2896.938803855
50192,11385,11385,36081053900,604540,0,Census Tract 539,New York,Queens County,2262,3724,2498,2332,0,2040,222,70,166,157,0,143,14,9,1226,980,0,877,103,246,325,8.7,3.0,5.4,20.1,1053194.1953125,4496.24912322467
50193,11428,11428,36081054000,522713,0,Census Tract 540,New York,Queens County,2253,3696,2602,2296,0,2014,239,43,306,306,0,292,14,0,1094,974,0,831,143,120,163,4.4,1.9,0.0,11.0,910705.3125,4163.66443207152
50193,11429,11429,36081054000,522713,0,Census Tract 540,New York,Queens County,2253,3696,2602,2296,0,2014,239,43,306,306,0,292,14,0,1094,974,0,831,143,120,163,4.4,1.9,0.0,11.0,910705.3125,4163.66443207152
50194,11428,11428,36081054200,541845,0,Census Tract 542,New York,Queens County,2366,4013,2676,2527,0,2193,173,161,149,149,0,142,7,0,1337,1189,0,1118,71,148,309,7.7,6.4,0.0,11.1,944213.16015625,4032.3791221699394
50195,11385,11385,36081054500,113474,0,Census Tract 545,New York,Queens County,2175,3137,2316,2193,11,1750,414,18,123,123,0,104,19,0,821,770,13,568,189,51,69,2.2,0.8,0.0,6.2,197660.0234375,1801.82150496937
50196,11385,11385,36081054700,129153,0,Census Tract 547,New York,Queens County,2571,4216,2822,2691,0,2146,425,120,131,131,0,124,7,0,1394,1249,7,1079,163,145,265,6.3,4.5,0.0,10.4,224959.33984375,2202.02684820134
50197,11427,11427,36081054800,225673,0,Census Tract 548,New York,Queens County,1120,1942,1259,1175,0,1067,53,55,84,84,0,75,9,0,683,640,0,586,54,43,98,5.0,4.7,0.0,6.3,393303.19921875,2846.12600714886
50198,11385,11385,36081054900,164280,0,Census Tract 549,New York,Queens County,2987,4590,3364,3193,0,2503,484,206,171,171,0,171,0,0,1226,1096,0,865,231,130,336,7.3,6.5,0.0,10.6,286129.65234375,2479.8797764330398
50199,11385,11385,36081055100,155133,0,Census Tract 551,New York,Queens County,2127,3411,2454,2312,0,1876,251,185,142,109,0,66,43,33,957,718,0,598,120,239,457,13.4,8.0,23.2,25.0,270195.6015625,2401.98805960785
50200,11427,11427,36081055200,417515,0,Census Tract 552,New York,Queens County,1521,2497,1707,1628,0,1511,10,107,79,79,0,75,4,0,790,540,0,540,0,250,357,14.3,6.6,0.0,31.6,727746.84375,4403.95366425443
50201,11385,11385,36081055300,137026,0,Census Tract 553,New York,Queens County,1278,2154,1337,1299,0,1052,226,21,38,38,0,38,0,0,817,683,0,582,101,134,155,7.2,1.6,0.0,16.4,238636.40625,2326.10556232748
50202,11427,11427,36081055400,220076,0,Census Tract 554,New York,Queens County,1039,1893,1210,1158,0,1032,7,119,52,52,0,52,0,0,683,572,0,555,17,111,230,12.2,10.3,0.0,16.3,383604.984375,2735.3539633630103
50202,11428,11428,36081055400,220076,0,Census Tract 554,New York,Queens County,1039,1893,1210,1158,0,1032,7,119,52,52,0,52,0,0,683,572,0,555,17,111,230,12.2,10.3,0.0,16.3,383604.984375,2735.3539633630103
50203,11385,11385,36081055500,153716,0,Census Tract 555,New York,Queens County,1090,1783,1163,1147,0,1022,68,57,16,16,0,16,0,0,620,599,0,552,47,21,78,4.4,5.0,0.0,3.4,267690.90234375,2557.56681990467
50204,11427,11427,36081055600,226903,0,Census Tract 556,New York,Queens County,1073,1864,1109,1073,0,1059,14,0,36,36,0,36,0,0,755,731,0,709,22,24,24,1.3,0.0,0.0,3.2,395476.38671875,2510.0134733167
50204,11428,11428,36081055600,226903,0,Census Tract 556,New York,Queens County,1073,1864,1109,1073,0,1059,14,0,36,36,0,36,0,0,755,731,0,709,22,24,24,1.3,0.0,0.0,3.2,395476.38671875,2510.0134733167
50205,11385,11385,36081055700,238756,0,Census Tract 557,New York,Queens County,2326,3439,2450,2326,0,2194,132,0,124,101,0,101,0,23,989,771,0,731,40,218,241,7.0,0.0,18.5,22.0,415800.796875,3189.1492208526897
50206,11428,11428,36081055800,192360,0,Census Tract 558,New York,Queens County,893,1489,931,893,0,858,35,0,38,32,0,32,0,6,558,492,0,462,30,66,72,4.8,0.0,15.8,11.8,335241.08984375,2336.47384622296
50207,11385,11385,36081055900,158575,0,Census Tract 559,New York,Queens County,621,893,668,644,0,607,14,23,24,24,0,24,0,0,225,223,0,212,11,2,25,2.8,3.6,0.0,0.9,276128.5,2273.3900637745
50208,11428,11428,36081056000,213438,0,Census Tract 560,New York,Queens County,758,1419,806,758,0,744,14,0,48,48,0,44,4,0,613,561,0,502,59,52,52,3.7,0.0,0.0,8.5,372007.1015625,3417.3497987023197
50209,11385,11385,36081056100,2829081,82983,Census Tract 561,New York,Queens County,38,55,38,38,0,28,10,0,0,0,0,0,0,0,17,17,0,13,4,0,0,0.0,0.0,,0.0,5070617.2734375,13107.581915628702
50210,11428,11428,36081056200,160598,0,Census Tract 562,New York,Queens County,871,1479,968,898,0,847,24,27,70,70,0,70,0,0,511,461,0,450,11,50,77,5.2,3.0,0.0,9.8,279903.76171875,2330.04677851618
50211,11426,11426,36081056400,187147,0,Census Tract 564,New York,Queens County,543,1021,592,565,0,509,34,22,27,27,0,12,15,0,429,346,0,329,17,83,105,10.3,3.9,0.0,19.3,326143.58203125,2817.7348258763896
50211,11428,11428,36081056400,187147,0,Census Tract 564,New York,Queens County,543,1021,592,565,0,509,34,22,27,27,0,12,15,0,429,346,0,329,17,83,105,10.3,3.9,0.0,19.3,326143.58203125,2817.7348258763896
50212,11385,11385,36081056500,117784,0,Census Tract 565,New York,Queens County,727,1135,793,763,0,639,88,36,30,30,0,30,0,0,342,325,0,258,67,17,53,4.7,4.7,0.0,5.0,205099.34765625,2691.41907552672
50213,11428,11428,36081056600,194134,0,Census Tract 566,New York,Queens County,810,1294,851,821,0,794,16,11,30,30,0,30,0,0,443,428,0,410,18,15,26,2.0,1.3,0.0,3.4,338307.6171875,2296.39191125148
50214,11385,11385,36081056700,313429,0,Census Tract 567,New York,Queens County,2616,4010,2840,2787,0,2584,32,171,53,53,0,53,0,0,1170,977,0,942,35,193,364,9.1,6.1,0.0,16.5,545821.1796875,4601.46655560707
50215,11428,11428,36081056800,850869,0,Census Tract 568,New York,Queens County,2370,4115,2956,2402,0,2370,0,32,554,536,0,536,0,18,1159,1052,0,977,75,107,157,3.8,1.3,3.2,9.2,1482569.03125,6328.47163219522
50215,11429,11429,36081056800,850869,0,Census Tract 568,New York,Queens County,2370,4115,2956,2402,0,2370,0,32,554,536,0,536,0,18,1159,1052,0,977,75,107,157,3.8,1.3,3.2,9.2,1482569.03125,6328.47163219522
50216,11385,11385,36081057700,186600,0,Census Tract 577,New York,Queens County,1812,3488,1957,1853,0,1677,135,41,104,104,0,104,0,0,1531,1371,0,1322,49,160,201,5.8,2.2,0.0,10.5,324987.2265625,2594.68340450233
50217,11385,11385,36081057900,68348,0,Census Tract 579,New York,Queens County,849,1429,912,856,0,811,38,7,56,56,0,56,0,0,517,473,0,433,40,44,51,3.6,0.8,0.0,8.5,119048.33984375,1636.5058394018201
50218,11003,11411,36081058000,550452,0,Census Tract 580,New York,Queens County,1925,3181,2194,1943,0,1866,59,18,251,251,0,226,25,0,987,941,0,789,152,46,64,2.0,0.9,0.0,4.7,958873.02734375,4837.20621603333
50218,11429,11429,36081058000,550452,0,Census Tract 580,New York,Queens County,1925,3181,2194,1943,0,1866,59,18,251,251,0,226,25,0,987,941,0,789,152,46,64,2.0,0.9,0.0,4.7,958873.02734375,4837.20621603333
50219,11385,11385,36081058100,143606,0,Census Tract 581,New York,Queens County,1476,2304,1577,1540,0,1476,0,64,37,37,0,37,0,0,727,686,0,625,61,41,105,4.6,4.2,0.0,5.6,250131.1171875,2263.40975767624
50220,11429,11429,36081058200,563649,0,Census Tract 582,New York,Queens County,2504,3958,2855,2542,0,2366,138,38,313,313,0,287,26,0,1103,1060,0,892,168,43,81,2.0,1.5,0.0,3.9,981856.4921875,4603.1548890595
50221,11385,11385,36081058300,143113,0,Census Tract 583,New York,Queens County,1886,2894,1961,1898,8,1822,56,12,63,63,0,63,0,0,933,829,20,717,92,104,116,4.0,0.6,0.0,11.1,249261.8828125,2066.86292913128
50222,11385,11385,36081058500,171163,0,Census Tract 585,New York,Queens County,2237,3398,2318,2245,0,2022,215,8,73,73,0,73,0,0,1080,920,0,813,107,160,168,4.9,0.4,0.0,14.8,298136.6484375,2260.42979379746
50223,11385,11385,36081058700,144531,0,Census Tract 587,New York,Queens County,1832,2750,1860,1832,11,1684,137,0,28,28,0,28,0,0,890,752,0,648,104,138,138,5.0,0.0,0.0,15.5,251770.3515625,2057.1579987785
50224,11385,11385,36081058900,165272,0,Census Tract 589,New York,Queens County,2382,3883,2576,2468,0,2219,163,86,108,84,0,84,0,24,1307,1134,0,951,183,173,283,7.3,3.5,22.2,13.2,287892.75,2254.46401878902
50225,11411,11411,36081059000,158600,0,Census Tract 590,New York,Queens County,724,1323,804,729,32,659,33,5,75,75,0,75,0,0,519,514,28,478,8,5,10,0.8,0.7,0.0,1.0,276227.09765625,2419.36228452517
50225,11429,11429,36081059000,158600,0,Census Tract 590,New York,Queens County,724,1323,804,729,32,659,33,5,75,75,0,75,0,0,519,514,28,478,8,5,10,0.8,0.7,0.0,1.0,276227.09765625,2419.36228452517
50226,11385,11385,36081059100,202060,0,Census Tract 591,New York,Queens County,2870,4455,3273,3106,0,2470,400,236,167,167,0,167,0,0,1182,910,0,838,72,272,508,11.4,7.6,0.0,23.0,351990.16796875,2517.80602353553
50227,11003,11411,36081059200,226137,0,Census Tract 592,New York,Queens County,732,1233,885,797,0,693,39,65,88,51,0,40,11,37,348,303,0,277,26,45,147,11.9,8.2,42.0,12.9,393853.00390625,3503.03846727224
50227,11411,11411,36081059200,226137,0,Census Tract 592,New York,Queens County,732,1233,885,797,0,693,39,65,88,51,0,40,11,37,348,303,0,277,26,45,147,11.9,8.2,42.0,12.9,393853.00390625,3503.03846727224
50227,11429,11429,36081059200,226137,0,Census Tract 592,New York,Queens County,732,1233,885,797,0,693,39,65,88,51,0,40,11,37,348,303,0,277,26,45,147,11.9,8.2,42.0,12.9,393853.00390625,3503.03846727224
50228,11385,11385,36081059300,252144,0,Census Tract 593,New York,Queens County,2203,3552,2410,2245,0,2030,173,42,165,165,0,149,16,0,1142,895,0,824,71,247,289,8.1,1.9,0.0,21.6,439269.06640625,2872.8460048584498
50229,11411,11411,36081059400,222046,0,Census Tract 594,New York,Queens County,956,1598,1061,1001,13,895,48,45,60,60,0,60,0,0,537,487,20,432,35,50,95,5.9,4.5,0.0,9.3,386697.84375,2832.13223785672
50230,11378,11378,36081059500,396049,0,Census Tract 595,New York,Queens County,2530,4164,2856,2574,32,2375,123,44,282,269,10,259,0,13,1308,1213,39,1026,148,95,152,3.7,1.7,4.6,7.3,690040.1015625,4009.2850453651
50230,11385,11385,36081059500,396049,0,Census Tract 595,New York,Queens County,2530,4164,2856,2574,32,2375,123,44,282,269,10,259,0,13,1308,1213,39,1026,148,95,152,3.7,1.7,4.6,7.3,690040.1015625,4009.2850453651
50231,11411,11411,36081059600,194550,0,Census Tract 596,New York,Queens County,700,1113,775,700,0,692,8,0,75,53,0,53,0,22,338,321,0,308,13,17,39,3.5,0.0,29.3,5.0,338801.2578125,2450.5339852944
50232,11411,11411,36081059800,206471,0,Census Tract 598,New York,Queens County,943,1417,988,966,18,836,89,23,22,22,0,15,7,0,429,380,14,299,67,49,72,5.1,2.4,0.0,11.4,359574.12109375,2472.97648410201
50233,11378,11378,36081059900,127081,0,Census Tract 599,New York,Queens County,639,1112,701,639,8,631,0,0,62,62,0,62,0,0,411,356,0,333,23,55,55,4.9,0.0,0.0,13.4,221438.96484375,2501.04166545314
50234,11411,11411,36081060000,176717,0,Census Tract 600,New York,Queens County,587,1008,651,618,0,587,0,31,33,33,0,33,0,0,357,272,0,265,7,85,116,11.5,5.0,0.0,23.8,307727.56640625,2326.12441011325
50235,11378,11378,36081060100,154428,0,Census Tract 601,New York,Queens County,880,1583,944,917,0,853,27,37,27,27,0,21,6,0,639,555,0,539,16,84,121,7.6,4.0,0.0,13.1,269073.84765625,2540.91929393994
50235,11379,11379,36081060100,154428,0,Census Tract 601,New York,Queens County,880,1583,944,917,0,853,27,37,27,27,0,21,6,0,639,555,0,539,16,84,121,7.6,4.0,0.0,13.1,269073.84765625,2540.91929393994
50236,11379,11379,36081060300,181368,0,Census Tract 603,New York,Queens County,1052,1704,1147,1102,0,1023,29,50,45,40,0,40,0,5,557,492,0,445,47,65,120,7.0,4.5,11.1,11.7,316000.85546875,2687.18916541129
50236,11385,11385,36081060300,181368,0,Census Tract 603,New York,Queens County,1052,1704,1147,1102,0,1023,29,50,45,40,0,40,0,5,557,492,0,445,47,65,120,7.0,4.5,11.1,11.7,316000.85546875,2687.18916541129
50237,11411,11411,36081060600,215296,0,Census Tract 606,New York,Queens County,686,1189,720,706,0,686,0,20,14,14,0,14,0,0,469,437,11,386,40,32,52,4.4,2.8,0.0,6.8,374864.9921875,2485.30707820712
50238,11378,11378,36081060701,712989,0,Census Tract 607.01,New York,Queens County,28,36,28,28,0,28,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0.0,0.0,,0.0,1242383.0078125,7654.42622808515
50238,11379,11379,36081060701,712989,0,Census Tract 607.01,New York,Queens County,28,36,28,28,0,28,0,0,0,0,0,0,0,0,8,8,0,8,0,0,0,0.0,0.0,,0.0,1242383.0078125,7654.42622808515
50239,11411,11411,36081060800,211446,0,Census Tract 608,New York,Queens County,825,1503,915,891,6,775,44,66,24,24,0,18,6,0,588,524,0,486,38,64,130,8.6,7.4,0.0,10.9,368187.1015625,2483.48599723395
50240,11411,11411,36081061000,236865,0,Census Tract 610,New York,Queens County,695,1251,780,708,0,660,35,13,72,72,0,72,0,0,471,405,0,324,81,66,79,6.3,1.8,0.0,14.0,412407.1015625,2596.1773714752303
50241,11411,11411,36081061200,262496,0,Census Tract 612,New York,Queens County,1129,1626,1213,1148,0,1110,19,19,65,60,0,60,0,5,413,413,0,397,16,0,24,1.5,1.7,7.7,0.0,457005.07421875,2824.9597650686
50242,11379,11379,36081061301,712703,0,Census Tract 613.01,New York,Queens County,3009,5083,3413,3151,9,2749,251,142,262,262,0,262,0,0,1670,1378,25,1185,168,292,434,8.5,4.5,0.0,17.5,1241574.54296875,6247.90653726341
50242,11385,11385,36081061301,712703,0,Census Tract 613.01,New York,Queens County,3009,5083,3413,3151,9,2749,251,142,262,262,0,262,0,0,1670,1378,25,1185,168,292,434,8.5,4.5,0.0,17.5,1241574.54296875,6247.90653726341
50243,11379,11379,36081061302,487033,0,Census Tract 613.02,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,848452.48828125,4077.9143491407794
50244,11411,11411,36081061400,257752,0,Census Tract 614,New York,Queens County,629,1114,692,629,0,590,39,0,63,63,0,35,28,0,422,409,6,374,29,13,13,1.2,0.0,0.0,3.1,448718.41796875,2790.69099055979
50245,11413,11413,36081061601,380215,0,Census Tract 616.01,New York,Queens County,1083,1908,1157,1112,0,920,163,29,45,37,0,37,0,8,751,706,0,542,164,45,82,4.3,2.6,17.8,6.0,661820.46875,3525.4261718105
50245,11422,11422,36081061601,380215,0,Census Tract 616.01,New York,Queens County,1083,1908,1157,1112,0,920,163,29,45,37,0,37,0,8,751,706,0,542,164,45,82,4.3,2.6,17.8,6.0,661820.46875,3525.4261718105
50246,11422,11422,36081061602,422309,0,Census Tract 616.02,New York,Queens County,597,1071,607,602,0,585,12,5,5,5,0,5,0,0,464,437,0,427,10,27,32,3.0,0.8,0.0,5.8,735007.73046875,4050.4975686046796
50247,11413,11413,36081061800,241542,0,Census Tract 618,New York,Queens County,895,1460,951,911,0,820,75,16,40,40,0,40,0,0,509,431,7,369,55,78,94,6.4,1.8,0.0,15.3,420382.01171875,2674.0442301948897
50247,11422,11422,36081061800,241542,0,Census Tract 618,New York,Queens County,895,1460,951,911,0,820,75,16,40,40,0,40,0,0,509,431,7,369,55,78,94,6.4,1.8,0.0,15.3,420382.01171875,2674.0442301948897
50248,11379,11379,36081061900,257858,0,Census Tract 619,New York,Queens County,1262,2368,1385,1290,0,1226,36,28,95,95,0,95,0,0,983,786,0,723,63,197,225,9.5,2.2,0.0,20.0,449215.8671875,3634.9401682922
50249,11413,11413,36081062000,216234,0,Census Tract 620,New York,Queens County,547,1140,582,573,0,467,80,26,9,9,0,9,0,0,558,462,0,409,53,96,122,10.7,4.5,0.0,17.2,376381.33203125,2624.90423269981
50250,11379,11379,36081062100,258272,0,Census Tract 621,New York,Queens County,1263,2094,1333,1285,0,1135,128,22,48,48,0,48,0,0,761,663,0,603,60,98,120,5.7,1.7,0.0,12.9,449937.99609375,3058.5303329555895
50250,11385,11385,36081062100,258272,0,Census Tract 621,New York,Queens County,1263,2094,1333,1285,0,1135,128,22,48,48,0,48,0,0,761,663,0,603,60,98,120,5.7,1.7,0.0,12.9,449937.99609375,3058.5303329555895
50251,11411,11411,36081062200,437270,0,Census Tract 622,New York,Queens County,970,1717,1067,988,0,956,14,18,79,79,0,79,0,0,650,592,0,592,0,58,76,4.4,1.8,0.0,8.9,761370.875,4116.47693134591
50252,11385,11385,36081062300,156656,0,Census Tract 623,New York,Queens County,1109,1694,1161,1140,0,1082,27,31,21,21,0,10,11,0,533,421,0,391,30,112,143,8.4,2.7,0.0,21.0,272870.5,2213.0679335157
50253,11413,11413,36081062400,512105,0,Census Tract 624,New York,Queens County,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,891502.21875,4640.78028768393
50254,11385,11385,36081062500,198779,0,Census Tract 625,New York,Queens County,1498,2265,1626,1523,0,1462,36,25,103,103,0,103,0,0,639,610,0,590,20,29,54,2.4,1.6,0.0,4.5,346236.6171875,2399.2553476670396
50255,11413,11413,36081062600,429396,0,Census Tract 626,New York,Queens County,1463,2296,1563,1474,0,1401,62,11,89,89,0,89,0,0,733,671,4,559,108,62,73,3.2,0.7,0.0,8.5,747437.625,3669.4244481016603
50256,11385,11385,36081062700,157306,0,Census Tract 627,New York,Queens County,1376,2296,1532,1454,52,1213,111,78,78,78,7,71,0,0,764,572,15,487,70,192,270,11.8,5.4,0.0,25.1,273996.30859375,2150.3805568368302
50257,11385,11385,36081062900,183530,0,Census Tract 629,New York,Queens County,1391,2274,1514,1398,0,1124,267,7,116,116,0,116,0,0,760,631,7,508,116,129,136,6.0,0.5,0.0,17.0,319643.12109375,3475.3804007042895
50258,11413,11413,36081063000,190477,0,Census Tract 630,New York,Queens County,801,1342,837,825,0,778,23,24,12,12,0,12,0,0,505,461,0,363,98,44,68,5.1,2.9,0.0,8.7,331541.53125,3386.08818900485
50259,11413,11413,36081063200,296790,0,Census Tract 632,New York,Queens County,1458,2313,1586,1487,0,1386,72,29,99,99,0,99,0,0,727,672,0,602,70,55,84,3.6,2.0,0.0,7.6,516529.0078125,3784.7578447184296
50259,11422,11422,36081063200,296790,0,Census Tract 632,New York,Queens County,1458,2313,1586,1487,0,1386,72,29,99,99,0,99,0,0,727,672,0,602,70,55,84,3.6,2.0,0.0,7.6,516529.0078125,3784.7578447184296
50260,11385,11385,36081063301,134735,0,Census Tract 633.01,New York,Queens County,790,1291,864,790,0,784,6,0,74,68,0,68,0,6,427,391,13,363,15,36,42,3.3,0.0,8.1,8.4,234684.5390625,2244.3414870553797
50261,11385,11385,36081063302,138739,0,Census Tract 633.02,New York,Queens County,687,1148,706,695,0,674,13,8,11,11,0,11,0,0,442,374,0,344,30,68,76,6.6,1.2,0.0,15.4,241666.8671875,2566.1770115891895
50262,11385,11385,36081063500,189460,0,Census Tract 635,New York,Queens County,1198,2133,1315,1242,5,1142,51,44,73,73,0,57,16,0,818,744,0,655,89,74,118,5.5,3.5,0.0,9.0,330009.125,2468.81987033289
50263,11374,11374,36081063700,695127,0,Census Tract 637,New York,Queens County,1710,2914,1782,1733,0,1555,155,23,49,33,0,33,0,16,1132,965,0,942,23,167,206,7.1,1.3,32.7,14.8,1210934.15234375,5048.72600337435
50263,11385,11385,36081063700,695127,0,Census Tract 637,New York,Queens County,1710,2914,1782,1733,0,1555,155,23,49,33,0,33,0,16,1132,965,0,942,23,167,206,7.1,1.3,32.7,14.8,1210934.15234375,5048.72600337435
