Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Non-Hispanic White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander Population,Some Other Race Population,Two or More Races Population,Hispanic or Latino Population,Percent of Population that is Non-Hispanic White,Percent of Population that is Black or African American,Percent of Population that is American Indian and Alaska Native,Percent of Population that is Asian,Percent of Population that is Native Hawaiian and Other Pacific Islander,Percent of Population that is Some Other Race,Percent of Population that is 2 or More Races,Percent of Population that is Hispanic or Latino,Shape Area,Shape Length
48267,10465,10465,36005016600,285611,0,Census Tract 166,New York,Bronx County,2364,586,53,0,120,0,55,23,1527,24.8,2.2,0.0,5.1,0.0,2.3,1.0,64.6,499343.453125,3136.8345873781104
48268,10457,10457,36005016700,205837,0,Census Tract 167,New York,Bronx County,3625,40,1483,0,0,0,0,41,2061,1.1,40.9,0.0,0.0,0.0,0.0,1.1,56.9,359995.0390625,2651.64288457806
48269,10456,10456,36005016900,92915,0,Census Tract 169,New York,Bronx County,1513,31,726,0,0,0,0,0,756,2.0,48.0,0.0,0.0,0.0,0.0,0.0,50.0,162487.62109375,2121.41880934959
48269,10457,10457,36005016900,92915,0,Census Tract 169,New York,Bronx County,1513,31,726,0,0,0,0,0,756,2.0,48.0,0.0,0.0,0.0,0.0,0.0,50.0,162487.62109375,2121.41880934959
48271,10451,10451,36005017300,165273,0,Census Tract 173,New York,Bronx County,5689,83,1204,0,154,0,0,56,4192,1.5,21.2,0.0,2.7,0.0,0.0,1.0,73.7,288928.48828125,2984.1573937755998
48271,10456,10456,36005017300,165273,0,Census Tract 173,New York,Bronx County,5689,83,1204,0,154,0,0,56,4192,1.5,21.2,0.0,2.7,0.0,0.0,1.0,73.7,288928.48828125,2984.1573937755998
48272,10456,10456,36005017500,151593,0,Census Tract 175,New York,Bronx County,7223,84,2163,365,18,0,93,94,4406,1.2,29.9,5.1,0.2,0.0,1.3,1.3,61.0,265047.03515625,2307.52987670339
48273,10456,10456,36005017701,106630,0,Census Tract 177.01,New York,Bronx County,4812,42,1622,0,0,0,0,25,3123,0.9,33.7,0.0,0.0,0.0,0.0,0.5,64.9,186445.9765625,2115.1931103610896
48274,10456,10456,36005017702,140906,0,Census Tract 177.02,New York,Bronx County,5786,79,1798,0,114,0,48,148,3599,1.4,31.1,0.0,2.0,0.0,0.8,2.6,62.2,246402.640625,2777.46021922312
48275,10456,10456,36005017901,76723,0,Census Tract 179.01,New York,Bronx County,5006,20,1110,226,76,0,0,0,3574,0.4,22.2,4.5,1.5,0.0,0.0,0.0,71.4,134159.75390625,1478.31743852336
48276,10456,10456,36005017902,77544,0,Census Tract 179.02,New York,Bronx County,3701,20,1051,0,21,0,56,11,2542,0.5,28.4,0.0,0.6,0.0,1.5,0.3,68.7,135603.44921875,1493.7320809453602
48277,10456,10456,36005018101,77226,0,Census Tract 181.01,New York,Bronx County,3107,4,1120,51,0,0,15,27,1890,0.1,36.0,1.6,0.0,0.0,0.5,0.9,60.8,135026.37890625,1690.5805010178399
48278,10456,10456,36005018102,96381,0,Census Tract 181.02,New York,Bronx County,5791,98,2153,0,206,0,65,43,3226,1.7,37.2,0.0,3.6,0.0,1.1,0.7,55.7,168522.65625,1753.08372753917
48279,10451,10451,36005018301,67872,0,Census Tract 183.01,New York,Bronx County,4022,106,1284,0,90,0,47,0,2495,2.6,31.9,0.0,2.2,0.0,1.2,0.0,62.0,118663.70703125,1646.1911532015301
48280,10451,10451,36005018302,112287,0,Census Tract 183.02,New York,Bronx County,3814,73,1218,0,22,0,0,42,2459,1.9,31.9,0.0,0.6,0.0,0.0,1.1,64.5,196308.55078125,1866.3289901111102
48280,10456,10456,36005018302,112287,0,Census Tract 183.02,New York,Bronx County,3814,73,1218,0,22,0,0,42,2459,1.9,31.9,0.0,0.6,0.0,0.0,1.1,64.5,196308.55078125,1866.3289901111102
48281,10461,10461,36005018400,447411,0,Census Tract 184,New York,Bronx County,4018,1990,41,0,52,19,7,0,1909,49.5,1.0,0.0,1.3,0.5,0.2,0.0,47.5,782422.40625,3668.43017552993
48282,10456,10456,36005018500,412150,0,Census Tract 185,New York,Bronx County,8625,54,3811,0,0,0,12,143,4605,0.6,44.2,0.0,0.0,0.0,0.1,1.7,53.4,720522.078125,4160.4666817528605
48283,10452,10452,36005018900,355570,0,Census Tract 189,New York,Bronx County,8259,487,2346,0,13,0,44,61,5308,5.9,28.4,0.0,0.2,0.0,0.5,0.7,64.3,612472.41796875,3182.74605972401
48284,10452,10452,36005019300,241287,0,Census Tract 193,New York,Bronx County,5942,41,1940,26,86,0,37,0,3812,0.7,32.6,0.4,1.4,0.0,0.6,0.0,64.2,421939.19140625,3658.52204334498
48285,10461,10461,36005019400,840070,393,Census Tract 194,New York,Bronx County,2334,383,239,51,69,3,0,67,1522,16.4,10.2,2.2,3.0,0.1,0.0,2.9,65.2,1469595.51953125,5724.11846687223
48285,10465,10465,36005019400,840070,393,Census Tract 194,New York,Bronx County,2334,383,239,51,69,3,0,67,1522,16.4,10.2,2.2,3.0,0.1,0.0,2.9,65.2,1469595.51953125,5724.11846687223
48286,10452,10452,36005019500,219844,0,Census Tract 195,New York,Bronx County,7418,106,2251,5,0,0,42,319,4695,1.4,30.3,0.1,0.0,0.0,0.6,4.3,63.3,384375.4375,2803.09596526002
48287,10452,10452,36005019700,148088,0,Census Tract 197,New York,Bronx County,7165,90,1397,0,470,0,23,23,5162,1.3,19.5,0.0,6.6,0.0,0.3,0.3,72.0,258956.16796875,2144.06655405159
48288,10452,10452,36005019900,177088,0,Census Tract 199,New York,Bronx County,8462,216,2445,0,0,0,0,52,5749,2.6,28.9,0.0,0.0,0.0,0.0,0.6,67.9,309677.8984375,2337.60406376735
48289,10461,10461,36005020000,341895,0,Census Tract 200,New York,Bronx County,4548,137,365,0,1147,17,26,180,2676,3.0,8.0,0.0,25.2,0.4,0.6,4.0,58.8,597988.75390625,4438.33985940632
48290,10452,10452,36005020100,282706,0,Census Tract 201,New York,Bronx County,4254,172,1285,0,18,0,0,0,2779,4.0,30.2,0.0,0.4,0.0,0.0,0.0,65.3,494448.79296875,2990.9633933433897
48291,10461,10461,36005020200,124809,0,Census Tract 202,New York,Bronx County,2252,166,251,0,312,0,5,61,1457,7.4,11.1,0.0,13.9,0.0,0.2,2.7,64.7,218268.11328125,1913.4857903382199
48291,10462,10462,36005020200,124809,0,Census Tract 202,New York,Bronx County,2252,166,251,0,312,0,5,61,1457,7.4,11.1,0.0,13.9,0.0,0.2,2.7,64.7,218268.11328125,1913.4857903382199
48292,10461,10461,36005020400,134282,0,Census Tract 204,New York,Bronx County,3091,224,252,0,556,0,36,12,2011,7.2,8.2,0.0,18.0,0.0,1.2,0.4,65.1,234852.02734375,1913.28586091935
48292,10462,10462,36005020400,134282,0,Census Tract 204,New York,Bronx County,3091,224,252,0,556,0,36,12,2011,7.2,8.2,0.0,18.0,0.0,1.2,0.4,65.1,234852.02734375,1913.28586091935
48293,10453,10453,36005020501,268164,0,Census Tract 205.01,New York,Bronx County,7041,75,1760,0,23,0,0,21,5162,1.1,25.0,0.0,0.3,0.0,0.0,0.3,73.3,469085.45703125,3025.0025967718398
48294,10453,10453,36005020502,101460,0,Census Tract 205.02,New York,Bronx County,2163,28,627,0,6,0,0,5,1497,1.3,29.0,0.0,0.3,0.0,0.0,0.2,69.2,177505.12109375,1773.6159791161301
48295,10462,10462,36005020601,151551,0,Census Tract 206.01,New York,Bronx County,2336,136,195,0,650,0,59,41,1255,5.8,8.3,0.0,27.8,0.0,2.5,1.8,53.7,265019.05859375,2324.8228675321698
48296,10452,10452,36005020900,132467,0,Census Tract 209,New York,Bronx County,4499,134,1667,0,0,0,11,0,2687,3.0,37.1,0.0,0.0,0.0,0.2,0.0,59.7,231692.0390625,2092.62644909925
48297,10462,10462,36005021001,192403,0,Census Tract 210.01,New York,Bronx County,8825,193,4138,57,648,0,73,101,3615,2.2,46.9,0.6,7.3,0.0,0.8,1.1,41.0,336499.8046875,2872.55407342158
48298,10462,10462,36005021002,172052,0,Census Tract 210.02,New York,Bronx County,7710,68,3694,0,1292,0,11,118,2527,0.9,47.9,0.0,16.8,0.0,0.1,1.5,32.8,300889.16796875,2462.4346264767
48299,10452,10452,36005021100,153028,0,Census Tract 211,New York,Bronx County,5138,13,1891,0,27,0,15,20,3172,0.3,36.8,0.0,0.5,0.0,0.3,0.4,61.7,267634.5703125,2510.8487334163
48300,10462,10462,36005021200,101018,0,Census Tract 212,New York,Bronx County,4960,54,2071,0,1014,0,12,87,1722,1.1,41.8,0.0,20.4,0.0,0.2,1.8,34.7,176651.859375,1717.65144381656
48301,10452,10452,36005021301,65397,0,Census Tract 213.01,New York,Bronx County,1361,72,210,0,0,13,0,0,1066,5.3,15.4,0.0,0.0,1.0,0.0,0.0,78.3,114396.04296875,1580.14933586431
48302,10452,10452,36005021302,165924,0,Census Tract 213.02,New York,Bronx County,6040,28,2594,0,41,0,0,0,3377,0.5,42.9,0.0,0.7,0.0,0.0,0.0,55.9,290211.9453125,2174.3813503012398
48303,10453,10453,36005021501,91954,0,Census Tract 215.01,New York,Bronx County,4716,55,1045,0,0,0,0,0,3616,1.2,22.2,0.0,0.0,0.0,0.0,0.0,76.7,160862.875,2021.7016460194898
48304,10453,10453,36005021502,155720,0,Census Tract 215.02,New York,Bronx County,6349,24,1507,0,0,0,14,55,4749,0.4,23.7,0.0,0.0,0.0,0.2,0.9,74.8,272404.6796875,2391.4857572958
48305,10460,10460,36005021601,164035,0,Census Tract 216.01,New York,Bronx County,4356,236,1059,0,137,0,106,85,2733,5.4,24.3,0.0,3.1,0.0,2.4,2.0,62.7,286860.56640625,2987.66113051467
48305,10462,10462,36005021601,164035,0,Census Tract 216.01,New York,Bronx County,4356,236,1059,0,137,0,106,85,2733,5.4,24.3,0.0,3.1,0.0,2.4,2.0,62.7,286860.56640625,2987.66113051467
48306,10462,10462,36005021602,165504,0,Census Tract 216.02,New York,Bronx County,5635,68,1958,56,1096,0,0,250,2207,1.2,34.7,1.0,19.4,0.0,0.0,4.4,39.2,289427.5625,2855.95993511888
48307,10452,10452,36005021700,161513,0,Census Tract 217,New York,Bronx County,5147,87,2469,32,43,0,9,0,2507,1.7,48.0,0.6,0.8,0.0,0.2,0.0,48.7,282538.98046875,3055.0440670882203
48307,10453,10453,36005021700,161513,0,Census Tract 217,New York,Bronx County,5147,87,2469,32,43,0,9,0,2507,1.7,48.0,0.6,0.8,0.0,0.2,0.0,48.7,282538.98046875,3055.0440670882203
48308,10460,10460,36005021800,320629,0,Census Tract 218,New York,Bronx County,7017,204,1907,0,166,0,0,0,4740,2.9,27.2,0.0,2.4,0.0,0.0,0.0,67.6,560700.93359375,3744.27088127818
48309,10452,10452,36005021900,142939,0,Census Tract 219,New York,Bronx County,1045,19,44,6,10,0,0,0,966,1.8,4.2,0.6,1.0,0.0,0.0,0.0,92.4,249979.61328125,2700.0869089314497
48310,10460,10460,36005022000,229296,0,Census Tract 220,New York,Bronx County,2243,45,476,0,175,0,0,9,1538,2.0,21.2,0.0,7.8,0.0,0.0,0.4,68.6,401051.86328125,4305.2159456444
48310,10462,10462,36005022000,229296,0,Census Tract 220,New York,Bronx County,2243,45,476,0,175,0,0,9,1538,2.0,21.2,0.0,7.8,0.0,0.0,0.4,68.6,401051.86328125,4305.2159456444
48311,10452,10452,36005022101,68119,0,Census Tract 221.01,New York,Bronx County,3896,6,536,0,213,0,20,40,3081,0.2,13.8,0.0,5.5,0.0,0.5,1.0,79.1,119126.08203125,1560.41764331346
48312,10452,10452,36005022102,78293,0,Census Tract 221.02,New York,Bronx County,5528,7,798,0,48,0,120,42,4513,0.1,14.4,0.0,0.9,0.0,2.2,0.8,81.6,136915.796875,1573.48588193185
48313,10462,10462,36005022200,221189,0,Census Tract 222,New York,Bronx County,3242,238,380,99,864,0,56,70,1535,7.3,11.7,3.1,26.7,0.0,1.7,2.2,47.3,386784.7109375,3910.2633038914705
48314,10452,10452,36005022300,92765,0,Census Tract 223,New York,Bronx County,5078,55,691,40,9,0,15,191,4077,1.1,13.6,0.8,0.2,0.0,0.3,3.8,80.3,162238.88671875,1624.2044038620902
48315,10462,10462,36005022401,85053,0,Census Tract 224.01,New York,Bronx County,2637,198,496,0,143,0,58,8,1734,7.5,18.8,0.0,5.4,0.0,2.2,0.3,65.8,148815.51171875,2033.4799993621302
48316,10462,10462,36005022403,124862,0,Census Tract 224.03,New York,Bronx County,3374,592,642,0,27,0,10,56,2047,17.5,19.0,0.0,0.8,0.0,0.3,1.7,60.7,218479.765625,2281.91034840173
48317,10462,10462,36005022404,92720,0,Census Tract 224.04,New York,Bronx County,4209,876,887,9,204,0,13,33,2187,20.8,21.1,0.2,4.8,0.0,0.3,0.8,52.0,162221.69140625,1620.9013194839401
48318,10456,10456,36005022500,180022,0,Census Tract 225,New York,Bronx County,8271,148,1659,0,149,0,0,0,6315,1.8,20.1,0.0,1.8,0.0,0.0,0.0,76.4,314841.95703125,2403.07360080494
48318,10457,10457,36005022500,180022,0,Census Tract 225,New York,Bronx County,8271,148,1659,0,149,0,0,0,6315,1.8,20.1,0.0,1.8,0.0,0.0,0.0,76.4,314841.95703125,2403.07360080494
48319,10453,10453,36005022701,114009,0,Census Tract 227.01,New York,Bronx County,5194,53,1943,0,102,0,0,0,3096,1.0,37.4,0.0,2.0,0.0,0.0,0.0,59.6,199432.1171875,1994.3029192960603
48320,10452,10452,36005022702,50556,0,Census Tract 227.02,New York,Bronx County,1617,0,355,12,92,0,28,10,1120,0.0,22.0,0.7,5.7,0.0,1.7,0.6,69.3,88430.1796875,1503.1920285728602
48321,10457,10457,36005022703,38660,0,Census Tract 227.03,New York,Bronx County,1736,48,315,0,113,0,6,8,1246,2.8,18.1,0.0,6.5,0.0,0.3,0.5,71.8,67620.32421875,1035.79535970384
48322,10462,10462,36005022800,172197,0,Census Tract 228,New York,Bronx County,6096,1086,995,0,760,0,0,313,2942,17.8,16.3,0.0,12.5,0.0,0.0,5.1,48.3,301274.23828125,2628.60600456876
48323,10457,10457,36005022901,121893,0,Census Tract 229.01,New York,Bronx County,5866,134,1902,36,65,27,42,174,3486,2.3,32.4,0.6,1.1,0.5,0.7,3.0,59.4,213220.37109375,1995.75302498394
48324,10457,10457,36005022902,91601,0,Census Tract 229.02,New York,Bronx County,3578,38,776,0,20,0,15,107,2622,1.1,21.7,0.0,0.6,0.0,0.4,3.0,73.3,160217.5546875,1669.11507561661
48325,10462,10462,36005023000,159383,0,Census Tract 230,New York,Bronx County,2832,616,358,0,191,0,0,66,1601,21.8,12.6,0.0,6.7,0.0,0.0,2.3,56.5,278824.90625,2618.1642772166397
48326,10457,10457,36005023100,117143,0,Census Tract 231,New York,Bronx County,1602,62,664,0,0,0,0,0,876,3.9,41.4,0.0,0.0,0.0,0.0,0.0,54.7,204907.9296875,1890.98660486435
48327,10462,10462,36005023200,142706,0,Census Tract 232,New York,Bronx County,2711,700,255,14,106,0,25,40,1571,25.8,9.4,0.5,3.9,0.0,0.9,1.5,57.9,249631.1484375,2141.8127439261802
48328,10453,10453,36005023301,119112,0,Census Tract 233.01,New York,Bronx County,3804,0,1180,0,60,0,0,12,2552,0.0,31.0,0.0,1.6,0.0,0.0,0.3,67.1,208372.80078125,1817.17320693238
48329,10457,10457,36005023302,62577,0,Census Tract 233.02,New York,Bronx County,3627,66,497,0,80,0,0,0,2984,1.8,13.7,0.0,2.2,0.0,0.0,0.0,82.3,109469.75,1445.03240385289
48330,10453,10453,36005023501,68200,0,Census Tract 235.01,New York,Bronx County,3182,25,132,0,17,0,16,4,2988,0.8,4.1,0.0,0.5,0.0,0.5,0.1,93.9,119316.22265625,1989.52475904483
48331,10457,10457,36005023502,96240,0,Census Tract 235.02,New York,Bronx County,4180,31,591,0,48,0,0,0,3510,0.7,14.1,0.0,1.1,0.0,0.0,0.0,84.0,168369.23828125,2579.6106078747503
48332,10460,10460,36005023600,92075,0,Census Tract 236,New York,Bronx County,1904,612,178,0,110,0,0,1,1003,32.1,9.3,0.0,5.8,0.0,0.0,0.1,52.7,161052.203125,2072.9362530888898
48332,10462,10462,36005023600,92075,0,Census Tract 236,New York,Bronx County,1904,612,178,0,110,0,0,1,1003,32.1,9.3,0.0,5.8,0.0,0.0,0.1,52.7,161052.203125,2072.9362530888898
48333,10458,10458,36005023702,47892,0,Census Tract 237.02,New York,Bronx County,1143,11,229,0,3,0,0,0,900,1.0,20.0,0.0,0.3,0.0,0.0,0.0,78.7,83811.703125,1374.7019530384
48334,10468,10468,36005023703,100593,0,Census Tract 237.03,New York,Bronx County,5527,94,1001,0,19,0,22,10,4381,1.7,18.1,0.0,0.3,0.0,0.4,0.2,79.3,176032.1484375,1998.25782535618
48335,10453,10453,36005023704,67466,0,Census Tract 237.04,New York,Bronx County,3944,24,816,0,8,0,26,12,3058,0.6,20.7,0.0,0.2,0.0,0.7,0.3,77.5,118046.83203125,1460.6845300057598
48336,10462,10462,36005023800,339546,0,Census Tract 238,New York,Bronx County,2288,360,464,0,214,0,0,62,1188,15.7,20.3,0.0,9.4,0.0,0.0,2.7,51.9,593899.09375,3573.59730069056
48337,10453,10453,36005023900,178487,0,Census Tract 239,New York,Bronx County,7684,0,1688,0,77,0,0,313,5606,0.0,22.0,0.0,1.0,0.0,0.0,4.1,73.0,312337.3671875,2946.55463136536
48337,10468,10468,36005023900,178487,0,Census Tract 239,New York,Bronx County,7684,0,1688,0,77,0,0,313,5606,0.0,22.0,0.0,1.0,0.0,0.0,4.1,73.0,312337.3671875,2946.55463136536
48338,10460,10460,36005024000,239776,0,Census Tract 240,New York,Bronx County,4234,339,989,0,72,0,44,20,2770,8.0,23.4,0.0,1.7,0.0,1.0,0.5,65.4,419369.15625,2895.9021476052803
48338,10462,10462,36005024000,239776,0,Census Tract 240,New York,Bronx County,4234,339,989,0,72,0,44,20,2770,8.0,23.4,0.0,1.7,0.0,1.0,0.5,65.4,419369.15625,2895.9021476052803
48339,10453,10453,36005024100,134661,0,Census Tract 241,New York,Bronx County,6635,191,1809,0,28,0,0,23,4584,2.9,27.3,0.0,0.4,0.0,0.0,0.3,69.1,235601.53515625,2152.48030100332
48340,10453,10453,36005024300,150432,0,Census Tract 243,New York,Bronx County,5630,55,1560,0,57,0,23,13,3922,1.0,27.7,0.0,1.0,0.0,0.4,0.2,69.7,263187.703125,2503.57705407021
48341,10462,10462,36005024400,175718,0,Census Tract 244,New York,Bronx County,2277,815,134,9,50,0,0,0,1269,35.8,5.9,0.4,2.2,0.0,0.0,0.0,55.7,307371.10546875,2613.4566970078895
48342,10453,10453,36005024501,113064,0,Census Tract 245.01,New York,Bronx County,5009,44,906,0,54,0,50,0,3955,0.9,18.1,0.0,1.1,0.0,1.0,0.0,79.0,197815.40234375,1946.09432293855
48343,10453,10453,36005024502,100154,0,Census Tract 245.02,New York,Bronx County,3752,22,893,0,0,0,0,1,2836,0.6,23.8,0.0,0.0,0.0,0.0,0.0,75.6,175238.234375,1691.2612275170002
48344,10462,10462,36005024600,152436,0,Census Tract 246,New York,Bronx County,2082,875,103,0,292,0,0,0,812,42.0,4.9,0.0,14.0,0.0,0.0,0.0,39.0,266686.13671875,3029.52192680403
48345,10453,10453,36005024700,145941,2672,Census Tract 247,New York,Bronx County,2037,25,898,0,6,0,0,8,1100,1.2,44.1,0.0,0.3,0.0,0.0,0.4,54.0,246891.42578125,2881.7529929255998
48346,10461,10461,36005024800,277912,0,Census Tract 248,New York,Bronx County,3053,1537,378,17,275,0,0,8,838,50.3,12.4,0.6,9.0,0.0,0.0,0.3,27.4,486259.359375,3018.52154335013
48346,10462,10462,36005024800,277912,0,Census Tract 248,New York,Bronx County,3053,1537,378,17,275,0,0,8,838,50.3,12.4,0.6,9.0,0.0,0.0,0.3,27.4,486259.359375,3018.52154335013
48347,10453,10453,36005024900,173728,0,Census Tract 249,New York,Bronx County,0,0,0,0,0,0,0,0,0,,,,,,,,,303991.94921875,2656.35743493967
48348,10461,10461,36005025000,181709,0,Census Tract 250,New York,Bronx County,2582,1302,43,28,363,0,0,0,846,50.4,1.7,1.1,14.1,0.0,0.0,0.0,32.8,317903.75,2813.4727736122304
48348,10462,10462,36005025000,181709,0,Census Tract 250,New York,Bronx County,2582,1302,43,28,363,0,0,0,846,50.4,1.7,1.1,14.1,0.0,0.0,0.0,32.8,317903.75,2813.4727736122304
48349,10453,10453,36005025100,209329,0,Census Tract 251,New York,Bronx County,6636,54,1202,0,632,0,0,0,4748,0.8,18.1,0.0,9.5,0.0,0.0,0.0,71.5,366273.5859375,2539.31883045841
48350,10461,10461,36005025200,190715,0,Census Tract 252,New York,Bronx County,2711,1115,110,0,371,0,0,84,1031,41.1,4.1,0.0,13.7,0.0,0.0,3.1,38.0,333611.203125,2801.0547365324296
48350,10462,10462,36005025200,190715,0,Census Tract 252,New York,Bronx County,2711,1115,110,0,371,0,0,84,1031,41.1,4.1,0.0,13.7,0.0,0.0,3.1,38.0,333611.203125,2801.0547365324296
48351,10468,10468,36005025300,124458,0,Census Tract 253,New York,Bronx County,6314,22,929,66,206,0,85,108,4898,0.3,14.7,1.0,3.3,0.0,1.3,1.7,77.6,217797.19921875,2188.23106905655
48352,10461,10461,36005025400,169924,0,Census Tract 254,New York,Bronx County,2097,1209,90,0,221,0,30,23,524,57.7,4.3,0.0,10.5,0.0,1.4,1.1,25.0,297255.28515625,2583.32103041103
48353,10453,10453,36005025500,168637,0,Census Tract 255,New York,Bronx County,6905,203,787,17,0,0,0,27,5871,2.9,11.4,0.2,0.0,0.0,0.0,0.4,85.0,295110.84375,2648.23921048102
48353,10468,10468,36005025500,168637,0,Census Tract 255,New York,Bronx County,6905,203,787,17,0,0,0,27,5871,2.9,11.4,0.2,0.0,0.0,0.0,0.4,85.0,295110.84375,2648.23921048102
48354,10461,10461,36005025600,189286,0,Census Tract 256,New York,Bronx County,1688,361,280,0,183,0,0,31,833,21.4,16.6,0.0,10.8,0.0,0.0,1.8,49.3,331083.46875,2857.83279625933
48354,10462,10462,36005025600,189286,0,Census Tract 256,New York,Bronx County,1688,361,280,0,183,0,0,31,833,21.4,16.6,0.0,10.8,0.0,0.0,1.8,49.3,331083.46875,2857.83279625933
48355,10468,10468,36005025700,161279,17989,Census Tract 257,New York,Bronx County,1969,36,267,0,6,0,26,7,1627,1.8,13.6,0.0,0.3,0.0,1.3,0.4,82.6,282234.25390625,3636.2245646215297
48356,10468,10468,36005026100,174717,0,Census Tract 261,New York,Bronx County,1950,76,983,0,53,0,0,32,806,3.9,50.4,0.0,2.7,0.0,0.0,1.6,41.3,305806.44921875,2599.37739019308
48357,10468,10468,36005026300,158787,0,Census Tract 263,New York,Bronx County,6015,550,957,181,0,0,27,35,4265,9.1,15.9,3.0,0.0,0.0,0.4,0.6,70.9,277909.83984375,3015.6721502537202
48358,10461,10461,36005026400,426510,0,Census Tract 264,New York,Bronx County,5398,1732,420,0,372,0,16,48,2810,32.1,7.8,0.0,6.9,0.0,0.3,0.9,52.1,745970.69921875,3868.58163117781
48359,10468,10468,36005026500,202137,0,Census Tract 265,New York,Bronx County,7615,259,813,0,329,0,187,78,5949,3.4,10.7,0.0,4.3,0.0,2.5,1.0,78.1,353793.9609375,3025.4516084564398
48360,10461,10461,36005026601,170250,0,Census Tract 266.01,New York,Bronx County,3352,1133,128,0,211,0,15,31,1834,33.8,3.8,0.0,6.3,0.0,0.4,0.9,54.7,297813.921875,2566.29364478414
48361,10461,10461,36005026602,303397,0,Census Tract 266.02,New York,Bronx County,5207,1883,469,0,110,0,0,96,2649,36.2,9.0,0.0,2.1,0.0,0.0,1.8,50.9,530704.90234375,3282.52625886627
48362,10468,10468,36005026701,69160,0,Census Tract 267.01,New York,Bronx County,4237,71,439,0,609,0,15,53,3050,1.7,10.4,0.0,14.4,0.0,0.4,1.3,72.0,121060.6015625,1455.08201656251
48363,10468,10468,36005026702,166368,0,Census Tract 267.02,New York,Bronx County,7221,223,985,0,24,0,0,143,5846,3.1,13.6,0.0,0.3,0.0,0.0,2.0,81.0,291241.765625,2502.149814886
48364,10463,10463,36005026900,384055,27111,Census Tract 269,New York,Bronx County,3364,28,535,0,149,0,12,68,2572,0.8,15.9,0.0,4.4,0.0,0.4,2.0,76.5,672230.40625,4671.149365162511
48364,10468,10468,36005026900,384055,27111,Census Tract 269,New York,Bronx County,3364,28,535,0,149,0,12,68,2572,0.8,15.9,0.0,4.4,0.0,0.4,2.0,76.5,672230.40625,4671.149365162511
48365,10463,10463,36005027300,203341,0,Census Tract 273,New York,Bronx County,7895,238,1628,0,135,0,0,158,5736,3.0,20.6,0.0,1.7,0.0,0.0,2.0,72.7,355985.59375,3158.0434249242403
48365,10468,10468,36005027300,203341,0,Census Tract 273,New York,Bronx County,7895,238,1628,0,135,0,0,158,5736,3.0,20.6,0.0,1.7,0.0,0.0,2.0,72.7,355985.59375,3158.0434249242403
48366,10465,10465,36005027401,701116,0,Census Tract 274.01,New York,Bronx County,4829,3329,82,0,52,0,0,0,1366,68.9,1.7,0.0,1.1,0.0,0.0,0.0,28.3,1226198.29296875,5581.706362336589
48367,10465,10465,36005027402,504814,706508,Census Tract 274.02,New York,Bronx County,3450,2424,34,0,54,0,58,40,840,70.3,1.0,0.0,1.6,0.0,1.7,1.2,24.3,851210.87890625,5416.59165281035
48368,10461,10461,36005027600,1526823,782519,Census Tract 276,New York,Bronx County,4,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2671384.44140625,10076.0336986564
48368,10475,10475,36005027600,1526823,782519,Census Tract 276,New York,Bronx County,4,0,0,0,0,0,0,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,2671384.44140625,10076.0336986564
48369,10463,10463,36005027700,176710,0,Census Tract 277,New York,Bronx County,4883,470,461,81,149,0,60,43,3619,9.6,9.4,1.7,3.1,0.0,1.2,0.9,74.1,309403.8828125,2852.28877085545
48370,10463,10463,36005027900,275640,0,Census Tract 279,New York,Bronx County,7035,1116,783,0,386,0,18,46,4686,15.9,11.1,0.0,5.5,0.0,0.3,0.7,66.6,482682.96484375,3683.38824717541
48371,10463,10463,36005028100,129158,0,Census Tract 281,New York,Bronx County,4236,1241,829,0,105,28,49,56,1928,29.3,19.6,0.0,2.5,0.7,1.2,1.3,45.5,226179.8046875,2227.83863677433
48372,10463,10463,36005028300,227445,0,Census Tract 283,New York,Bronx County,2618,283,743,0,0,0,0,17,1575,10.8,28.4,0.0,0.0,0.0,0.0,0.6,60.2,398263.9453125,4765.4525077485105
48373,10461,10461,36005028400,1124691,0,Census Tract 284,New York,Bronx County,598,220,179,0,0,0,0,25,174,36.8,29.9,0.0,0.0,0.0,0.0,4.2,29.1,1967524.51953125,8305.46829650925
