Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total Population,Non-Hispanic White Population,Black or African American Population,American Indian and Alaska Native Population,Asian Population,Native Hawaiian and Other Pacific Islander Population,Some Other Race Population,Two or More Races Population,Hispanic or Latino Population,Percent of Population that is Non-Hispanic White,Percent of Population that is Black or African American,Percent of Population that is American Indian and Alaska Native,Percent of Population that is Asian,Percent of Population that is Native Hawaiian and Other Pacific Islander,Percent of Population that is Some Other Race,Percent of Population that is 2 or More Races,Percent of Population that is Hispanic or Latino,Shape Area,Shape Length
50216,11385,11385,36081057700,186600,0,Census Tract 577,New York,Queens County,4194,2190,42,0,160,0,0,48,1754,52.2,1.0,0.0,3.8,0.0,0.0,1.1,41.8,324987.2265625,2594.68340450233
50217,11385,11385,36081057900,68348,0,Census Tract 579,New York,Queens County,1853,1078,6,0,75,0,0,0,694,58.2,0.3,0.0,4.0,0.0,0.0,0.0,37.5,119048.33984375,1636.5058394018201
50218,11003,11411,36081058000,550452,0,Census Tract 580,New York,Queens County,3724,32,2846,10,53,59,102,144,478,0.9,76.4,0.3,1.4,1.6,2.7,3.9,12.8,958873.02734375,4837.20621603333
50218,11429,11429,36081058000,550452,0,Census Tract 580,New York,Queens County,3724,32,2846,10,53,59,102,144,478,0.9,76.4,0.3,1.4,1.6,2.7,3.9,12.8,958873.02734375,4837.20621603333
50219,11385,11385,36081058100,143606,0,Census Tract 581,New York,Queens County,3027,1655,68,0,67,0,0,50,1187,54.7,2.2,0.0,2.2,0.0,0.0,1.7,39.2,250131.1171875,2263.40975767624
50220,11429,11429,36081058200,563649,0,Census Tract 582,New York,Queens County,4636,109,3704,0,64,0,231,88,440,2.4,79.9,0.0,1.4,0.0,5.0,1.9,9.5,981856.4921875,4603.1548890595
50221,11385,11385,36081058300,143113,0,Census Tract 583,New York,Queens County,3548,1891,132,0,228,0,29,49,1219,53.3,3.7,0.0,6.4,0.0,0.8,1.4,34.4,249261.8828125,2066.86292913128
50222,11385,11385,36081058500,171163,0,Census Tract 585,New York,Queens County,4243,2077,57,0,557,0,44,0,1508,49.0,1.3,0.0,13.1,0.0,1.0,0.0,35.5,298136.6484375,2260.42979379746
50223,11385,11385,36081058700,144531,0,Census Tract 587,New York,Queens County,3535,2599,22,0,119,0,0,0,795,73.5,0.6,0.0,3.4,0.0,0.0,0.0,22.5,251770.3515625,2057.1579987785
50224,11385,11385,36081058900,165272,0,Census Tract 589,New York,Queens County,5021,2417,0,29,194,0,0,0,2381,48.1,0.0,0.6,3.9,0.0,0.0,0.0,47.4,287892.75,2254.46401878902
50225,11411,11411,36081059000,158600,0,Census Tract 590,New York,Queens County,1623,18,1313,126,31,0,5,11,119,1.1,80.9,7.8,1.9,0.0,0.3,0.7,7.3,276227.09765625,2419.36228452517
50225,11429,11429,36081059000,158600,0,Census Tract 590,New York,Queens County,1623,18,1313,126,31,0,5,11,119,1.1,80.9,7.8,1.9,0.0,0.3,0.7,7.3,276227.09765625,2419.36228452517
50226,11385,11385,36081059100,202060,0,Census Tract 591,New York,Queens County,5606,2458,94,0,299,0,58,140,2557,43.8,1.7,0.0,5.3,0.0,1.0,2.5,45.6,351990.16796875,2517.80602353553
50227,11003,11411,36081059200,226137,0,Census Tract 592,New York,Queens County,1442,0,1383,0,0,0,18,23,18,0.0,95.9,0.0,0.0,0.0,1.2,1.6,1.2,393853.00390625,3503.03846727224
50227,11411,11411,36081059200,226137,0,Census Tract 592,New York,Queens County,1442,0,1383,0,0,0,18,23,18,0.0,95.9,0.0,0.0,0.0,1.2,1.6,1.2,393853.00390625,3503.03846727224
50227,11429,11429,36081059200,226137,0,Census Tract 592,New York,Queens County,1442,0,1383,0,0,0,18,23,18,0.0,95.9,0.0,0.0,0.0,1.2,1.6,1.2,393853.00390625,3503.03846727224
50228,11385,11385,36081059300,252144,0,Census Tract 593,New York,Queens County,4298,2900,32,0,242,0,0,0,1124,67.5,0.7,0.0,5.6,0.0,0.0,0.0,26.2,439269.06640625,2872.8460048584498
50229,11411,11411,36081059400,222046,0,Census Tract 594,New York,Queens County,1835,6,1704,0,4,0,16,5,100,0.3,92.9,0.0,0.2,0.0,0.9,0.3,5.4,386697.84375,2832.13223785672
50230,11378,11378,36081059500,396049,0,Census Tract 595,New York,Queens County,5303,2581,22,0,319,0,0,83,2298,48.7,0.4,0.0,6.0,0.0,0.0,1.6,43.3,690040.1015625,4009.2850453651
50230,11385,11385,36081059500,396049,0,Census Tract 595,New York,Queens County,5303,2581,22,0,319,0,0,83,2298,48.7,0.4,0.0,6.0,0.0,0.0,1.6,43.3,690040.1015625,4009.2850453651
50231,11411,11411,36081059600,194550,0,Census Tract 596,New York,Queens County,1333,22,1225,0,1,0,0,18,67,1.7,91.9,0.0,0.1,0.0,0.0,1.4,5.0,338801.2578125,2450.5339852944
50232,11411,11411,36081059800,206471,0,Census Tract 598,New York,Queens County,1731,29,1548,0,6,0,25,54,69,1.7,89.4,0.0,0.3,0.0,1.4,3.1,4.0,359574.12109375,2472.97648410201
50233,11378,11378,36081059900,127081,0,Census Tract 599,New York,Queens County,1268,863,14,0,46,0,0,29,316,68.1,1.1,0.0,3.6,0.0,0.0,2.3,24.9,221438.96484375,2501.04166545314
50234,11411,11411,36081060000,176717,0,Census Tract 600,New York,Queens County,1140,9,1037,18,4,0,0,3,69,0.8,91.0,1.6,0.4,0.0,0.0,0.3,6.1,307727.56640625,2326.12441011325
50235,11378,11378,36081060100,154428,0,Census Tract 601,New York,Queens County,2160,998,12,0,80,0,37,39,994,46.2,0.6,0.0,3.7,0.0,1.7,1.8,46.0,269073.84765625,2540.91929393994
50235,11379,11379,36081060100,154428,0,Census Tract 601,New York,Queens County,2160,998,12,0,80,0,37,39,994,46.2,0.6,0.0,3.7,0.0,1.7,1.8,46.0,269073.84765625,2540.91929393994
50236,11379,11379,36081060300,181368,0,Census Tract 603,New York,Queens County,2094,1240,13,0,101,0,0,34,706,59.2,0.6,0.0,4.8,0.0,0.0,1.6,33.7,316000.85546875,2687.18916541129
50236,11385,11385,36081060300,181368,0,Census Tract 603,New York,Queens County,2094,1240,13,0,101,0,0,34,706,59.2,0.6,0.0,4.8,0.0,0.0,1.6,33.7,316000.85546875,2687.18916541129
50237,11411,11411,36081060600,215296,0,Census Tract 606,New York,Queens County,1380,11,1222,0,6,0,46,6,89,0.8,88.6,0.0,0.4,0.0,3.3,0.4,6.4,374864.9921875,2485.30707820712
50238,11378,11378,36081060701,712989,0,Census Tract 607.01,New York,Queens County,36,21,0,0,0,0,0,0,15,58.3,0.0,0.0,0.0,0.0,0.0,0.0,41.7,1242383.0078125,7654.42622808515
50238,11379,11379,36081060701,712989,0,Census Tract 607.01,New York,Queens County,36,21,0,0,0,0,0,0,15,58.3,0.0,0.0,0.0,0.0,0.0,0.0,41.7,1242383.0078125,7654.42622808515
50239,11411,11411,36081060800,211446,0,Census Tract 608,New York,Queens County,1740,52,1631,0,0,0,0,0,57,3.0,93.7,0.0,0.0,0.0,0.0,0.0,3.3,368187.1015625,2483.48599723395
50240,11411,11411,36081061000,236865,0,Census Tract 610,New York,Queens County,1475,5,1442,0,0,0,0,0,28,0.3,97.8,0.0,0.0,0.0,0.0,0.0,1.9,412407.1015625,2596.1773714752303
50241,11411,11411,36081061200,262496,0,Census Tract 612,New York,Queens County,1965,0,1917,0,0,0,17,5,26,0.0,97.6,0.0,0.0,0.0,0.9,0.3,1.3,457005.07421875,2824.9597650686
50242,11379,11379,36081061301,712703,0,Census Tract 613.01,New York,Queens County,6111,3406,56,0,383,0,0,186,2080,55.7,0.9,0.0,6.3,0.0,0.0,3.0,34.0,1241574.54296875,6247.90653726341
50242,11385,11385,36081061301,712703,0,Census Tract 613.01,New York,Queens County,6111,3406,56,0,383,0,0,186,2080,55.7,0.9,0.0,6.3,0.0,0.0,3.0,34.0,1241574.54296875,6247.90653726341
50243,11379,11379,36081061302,487033,0,Census Tract 613.02,New York,Queens County,0,0,0,0,0,0,0,0,0,,,,,,,,,848452.48828125,4077.9143491407794
50244,11411,11411,36081061400,257752,0,Census Tract 614,New York,Queens County,1362,9,1142,0,23,0,35,32,121,0.7,83.8,0.0,1.7,0.0,2.6,2.3,8.9,448718.41796875,2790.69099055979
50245,11413,11413,36081061601,380215,0,Census Tract 616.01,New York,Queens County,2342,9,2063,0,13,0,0,69,188,0.4,88.1,0.0,0.6,0.0,0.0,2.9,8.0,661820.46875,3525.4261718105
50245,11422,11422,36081061601,380215,0,Census Tract 616.01,New York,Queens County,2342,9,2063,0,13,0,0,69,188,0.4,88.1,0.0,0.6,0.0,0.0,2.9,8.0,661820.46875,3525.4261718105
50246,11422,11422,36081061602,422309,0,Census Tract 616.02,New York,Queens County,1209,27,1051,9,34,0,36,12,40,2.2,86.9,0.7,2.8,0.0,3.0,1.0,3.3,735007.73046875,4050.4975686046796
50247,11413,11413,36081061800,241542,0,Census Tract 618,New York,Queens County,1801,63,1636,0,0,0,12,18,72,3.5,90.8,0.0,0.0,0.0,0.7,1.0,4.0,420382.01171875,2674.0442301948897
50247,11422,11422,36081061800,241542,0,Census Tract 618,New York,Queens County,1801,63,1636,0,0,0,12,18,72,3.5,90.8,0.0,0.0,0.0,0.7,1.0,4.0,420382.01171875,2674.0442301948897
50248,11379,11379,36081061900,257858,0,Census Tract 619,New York,Queens County,2890,1985,0,0,96,0,0,19,790,68.7,0.0,0.0,3.3,0.0,0.0,0.7,27.3,449215.8671875,3634.9401682922
50249,11413,11413,36081062000,216234,0,Census Tract 620,New York,Queens County,1370,15,1195,57,0,0,0,0,103,1.1,87.2,4.2,0.0,0.0,0.0,0.0,7.5,376381.33203125,2624.90423269981
50250,11379,11379,36081062100,258272,0,Census Tract 621,New York,Queens County,2549,1485,10,0,30,0,34,0,990,58.3,0.4,0.0,1.2,0.0,1.3,0.0,38.8,449937.99609375,3058.5303329555895
50250,11385,11385,36081062100,258272,0,Census Tract 621,New York,Queens County,2549,1485,10,0,30,0,34,0,990,58.3,0.4,0.0,1.2,0.0,1.3,0.0,38.8,449937.99609375,3058.5303329555895
50251,11411,11411,36081062200,437270,0,Census Tract 622,New York,Queens County,1971,14,1721,0,13,0,5,10,208,0.7,87.3,0.0,0.7,0.0,0.3,0.5,10.6,761370.875,4116.47693134591
50252,11385,11385,36081062300,156656,0,Census Tract 623,New York,Queens County,2133,1322,0,0,18,0,0,0,793,62.0,0.0,0.0,0.8,0.0,0.0,0.0,37.2,272870.5,2213.0679335157
50253,11413,11413,36081062400,512105,0,Census Tract 624,New York,Queens County,0,0,0,0,0,0,0,0,0,,,,,,,,,891502.21875,4640.78028768393
50254,11385,11385,36081062500,198779,0,Census Tract 625,New York,Queens County,2760,1713,39,0,81,0,0,17,910,62.1,1.4,0.0,2.9,0.0,0.0,0.6,33.0,346236.6171875,2399.2553476670396
50255,11413,11413,36081062600,429396,0,Census Tract 626,New York,Queens County,2846,33,2451,0,7,0,69,55,231,1.2,86.1,0.0,0.2,0.0,2.4,1.9,8.1,747437.625,3669.4244481016603
50256,11385,11385,36081062700,157306,0,Census Tract 627,New York,Queens County,2918,1531,7,0,65,0,0,0,1315,52.5,0.2,0.0,2.2,0.0,0.0,0.0,45.1,273996.30859375,2150.3805568368302
50257,11385,11385,36081062900,183530,0,Census Tract 629,New York,Queens County,2951,1768,5,0,188,0,0,72,918,59.9,0.2,0.0,6.4,0.0,0.0,2.4,31.1,319643.12109375,3475.3804007042895
50258,11413,11413,36081063000,190477,0,Census Tract 630,New York,Queens County,1558,13,1475,0,0,0,1,30,39,0.8,94.7,0.0,0.0,0.0,0.1,1.9,2.5,331541.53125,3386.08818900485
50259,11413,11413,36081063200,296790,0,Census Tract 632,New York,Queens County,2742,19,2590,0,5,0,0,5,123,0.7,94.5,0.0,0.2,0.0,0.0,0.2,4.5,516529.0078125,3784.7578447184296
50259,11422,11422,36081063200,296790,0,Census Tract 632,New York,Queens County,2742,19,2590,0,5,0,0,5,123,0.7,94.5,0.0,0.2,0.0,0.0,0.2,4.5,516529.0078125,3784.7578447184296
50260,11385,11385,36081063301,134735,0,Census Tract 633.01,New York,Queens County,1597,1142,6,0,70,0,0,0,379,71.5,0.4,0.0,4.4,0.0,0.0,0.0,23.7,234684.5390625,2244.3414870553797
50261,11385,11385,36081063302,138739,0,Census Tract 633.02,New York,Queens County,1429,1182,0,0,5,0,0,23,219,82.7,0.0,0.0,0.3,0.0,0.0,1.6,15.3,241666.8671875,2566.1770115891895
50262,11385,11385,36081063500,189460,0,Census Tract 635,New York,Queens County,2761,1931,7,7,43,0,3,15,755,69.9,0.3,0.3,1.6,0.0,0.1,0.5,27.3,330009.125,2468.81987033289
50263,11374,11374,36081063700,695127,0,Census Tract 637,New York,Queens County,3462,2246,156,0,230,0,0,17,813,64.9,4.5,0.0,6.6,0.0,0.0,0.5,23.5,1210934.15234375,5048.72600337435
50263,11385,11385,36081063700,695127,0,Census Tract 637,New York,Queens County,3462,2246,156,0,230,0,0,17,813,64.9,4.5,0.0,6.6,0.0,0.0,0.5,23.5,1210934.15234375,5048.72600337435
50264,11422,11422,36081063800,688853,0,Census Tract 638,New York,Queens County,3641,66,3022,0,21,0,101,15,416,1.8,83.0,0.0,0.6,0.0,2.8,0.4,11.4,1198626.546875,4930.384643898329
50265,11385,11385,36081063900,251775,0,Census Tract 639,New York,Queens County,2965,1732,75,0,219,0,0,120,819,58.4,2.5,0.0,7.4,0.0,0.0,4.0,27.6,438545.3046875,3613.12731374865
50266,11421,11421,36081064101,82907,0,Census Tract 641.01,New York,Queens County,2239,1561,15,0,255,0,6,10,392,69.7,0.7,0.0,11.4,0.0,0.3,0.4,17.5,144388.24609375,1677.64268712072
50267,11418,11418,36081064102,2227925,0,Census Tract 641.02,New York,Queens County,0,0,0,0,0,0,0,0,0,,,,,,,,,3880397.8828125,11939.7562125201
50267,11421,11421,36081064102,2227925,0,Census Tract 641.02,New York,Queens County,0,0,0,0,0,0,0,0,0,,,,,,,,,3880397.8828125,11939.7562125201
50268,11375,11375,36081064500,309592,0,Census Tract 645,New York,Queens County,2072,941,57,0,548,0,0,36,490,45.4,2.8,0.0,26.4,0.0,0.0,1.7,23.6,539332.94921875,3910.51492014906
50269,11413,11413,36081064600,407308,0,Census Tract 646,New York,Queens County,3242,13,3024,0,0,0,37,62,106,0.4,93.3,0.0,0.0,0.0,1.1,1.9,3.3,708791.26171875,3697.93748630646
50269,11422,11422,36081064600,407308,0,Census Tract 646,New York,Queens County,3242,13,3024,0,0,0,37,62,106,0.4,93.3,0.0,0.0,0.0,1.1,1.9,3.3,708791.26171875,3697.93748630646
50270,11413,11413,36081065000,399997,0,Census Tract 650,New York,Queens County,2813,53,2594,12,0,0,8,59,87,1.9,92.2,0.4,0.0,0.0,0.3,2.1,3.1,696000.15234375,3720.68925937683
50270,11422,11422,36081065000,399997,0,Census Tract 650,New York,Queens County,2813,53,2594,12,0,0,8,59,87,1.9,92.2,0.4,0.0,0.0,0.3,2.1,3.1,696000.15234375,3720.68925937683
50271,11413,11413,36081065400,683540,17661,Census Tract 654,New York,Queens County,3396,72,2356,0,189,0,0,63,716,2.1,69.4,0.0,5.6,0.0,0.0,1.9,21.1,1219847.97265625,6611.58099114907
50271,11422,11422,36081065400,683540,17661,Census Tract 654,New York,Queens County,3396,72,2356,0,189,0,0,63,716,2.1,69.4,0.0,5.6,0.0,0.0,1.9,21.1,1219847.97265625,6611.58099114907
50272,11379,11379,36081065501,812085,0,Census Tract 655.01,New York,Queens County,0,0,0,0,0,0,0,0,0,,,,,,,,,1414952.34765625,4697.84591366057
50273,11422,11422,36081065600,590500,0,Census Tract 656,New York,Queens County,5033,133,4152,0,112,0,133,147,356,2.6,82.5,0.0,2.2,0.0,2.6,2.9,7.1,1027183.25390625,6934.570071952719
50274,11379,11379,36081065702,144106,0,Census Tract 657.02,New York,Queens County,1764,1262,0,0,47,0,6,7,442,71.5,0.0,0.0,2.7,0.0,0.3,0.4,25.1,251073.29296875,2694.95708554419
50275,11379,11379,36081065703,268451,0,Census Tract 657.03,New York,Queens County,2986,2385,2,0,78,0,0,11,510,79.9,0.1,0.0,2.6,0.0,0.0,0.4,17.1,467744.453125,2957.6025519194895
50276,11379,11379,36081065900,193751,0,Census Tract 659,New York,Queens County,1784,1409,0,0,183,0,77,5,110,79.0,0.0,0.0,10.3,0.0,4.3,0.3,6.2,337595.546875,3228.5187243094
50277,11422,11422,36081066000,386557,0,Census Tract 660,New York,Queens County,3586,178,2759,101,29,0,0,7,512,5.0,76.9,2.8,0.8,0.0,0.0,0.2,14.3,672400.7734375,3427.02897230848
50278,11379,11379,36081066100,133576,0,Census Tract 661,New York,Queens County,1545,1266,42,0,64,0,0,19,154,81.9,2.7,0.0,4.1,0.0,0.0,1.2,10.0,232760.3046875,2289.84652639757
50279,11379,11379,36081066300,524960,0,Census Tract 663,New York,Queens County,2650,1986,5,0,413,0,0,26,220,74.9,0.2,0.0,15.6,0.0,0.0,1.0,8.3,914843.5078125,4627.24923684044
50280,11413,11413,36081066400,2809000,145671,Census Tract 664,New York,Queens County,9252,402,7848,0,200,0,0,151,651,4.3,84.8,0.0,2.2,0.0,0.0,1.6,7.0,5068994.7265625,16991.077844614
50280,11422,11422,36081066400,2809000,145671,Census Tract 664,New York,Queens County,9252,402,7848,0,200,0,0,151,651,4.3,84.8,0.0,2.2,0.0,0.0,1.6,7.0,5068994.7265625,16991.077844614
50281,11379,11379,36081066501,328021,0,Census Tract 665.01,New York,Queens County,4042,3285,8,0,88,0,0,188,473,81.3,0.2,0.0,2.2,0.0,0.0,4.7,11.7,571609.62890625,4673.26280437658
50282,11378,11378,36081066701,252628,0,Census Tract 667.01,New York,Queens County,2522,1863,11,0,104,0,0,0,544,73.9,0.4,0.0,4.1,0.0,0.0,0.0,21.6,440261.01171875,3086.22854170135
50282,11379,11379,36081066701,252628,0,Census Tract 667.01,New York,Queens County,2522,1863,11,0,104,0,0,0,544,73.9,0.4,0.0,4.1,0.0,0.0,0.0,21.6,440261.01171875,3086.22854170135
50283,11378,11378,36081066900,160095,0,Census Tract 669,New York,Queens County,1656,1416,0,0,130,0,0,0,110,85.5,0.0,0.0,7.9,0.0,0.0,0.0,6.6,279016.69140625,2421.8345328141395
50283,11379,11379,36081066900,160095,0,Census Tract 669,New York,Queens County,1656,1416,0,0,130,0,0,0,110,85.5,0.0,0.0,7.9,0.0,0.0,0.0,6.6,279016.69140625,2421.8345328141395
50284,11379,11379,36081067100,229104,0,Census Tract 671,New York,Queens County,2394,1629,0,0,627,0,0,39,99,68.0,0.0,0.0,26.2,0.0,0.0,1.6,4.1,399302.5234375,2975.1056046129997
50285,11379,11379,36081067700,185953,0,Census Tract 677,New York,Queens County,1792,1504,0,0,169,0,0,0,119,83.9,0.0,0.0,9.4,0.0,0.0,0.0,6.6,324038.77734375,2684.1706371353303
50286,11374,11374,36081067900,253611,0,Census Tract 679,New York,Queens County,4067,1956,65,0,272,0,0,192,1582,48.1,1.6,0.0,6.7,0.0,0.0,4.7,38.9,442007.9140625,3668.03425094159
50286,11379,11379,36081067900,253611,0,Census Tract 679,New York,Queens County,4067,1956,65,0,272,0,0,192,1582,48.1,1.6,0.0,6.7,0.0,0.0,4.7,38.9,442007.9140625,3668.03425094159
50287,11413,11413,36081068000,764229,0,Census Tract 680,New York,Queens County,5300,26,5075,0,79,0,0,20,100,0.5,95.8,0.0,1.5,0.0,0.0,0.4,1.9,1329549.23046875,6011.256406036689
50288,11413,11413,36081068200,230135,0,Census Tract 682,New York,Queens County,1016,9,840,0,24,0,5,5,133,0.9,82.7,0.0,2.4,0.0,0.5,0.5,13.1,400422.51171875,2907.50717241706
50289,11373,11373,36081068300,244391,0,Census Tract 683,New York,Queens County,4091,496,403,0,1726,0,40,54,1372,12.1,9.9,0.0,42.2,0.0,1.0,1.3,33.5,426076.27734375,2759.63271779098
50290,11373,11373,36081068700,278499,0,Census Tract 687,New York,Queens County,4638,1421,129,0,2122,0,14,144,808,30.6,2.8,0.0,45.8,0.0,0.3,3.1,17.4,485475.90625,3363.90100126782
50290,11374,11374,36081068700,278499,0,Census Tract 687,New York,Queens County,4638,1421,129,0,2122,0,14,144,808,30.6,2.8,0.0,45.8,0.0,0.3,3.1,17.4,485475.90625,3363.90100126782
50291,11413,11413,36081069000,350534,0,Census Tract 690,New York,Queens County,3499,94,3224,0,40,51,0,87,3,2.7,92.1,0.0,1.1,1.5,0.0,2.5,0.1,609773.41015625,3761.78930121711
50292,11374,11374,36081069300,142998,0,Census Tract 693,New York,Queens County,3043,1111,349,0,988,0,13,27,555,36.5,11.5,0.0,32.5,0.0,0.4,0.9,18.2,249258.45703125,1976.32623803626
50293,11413,11413,36081069400,520067,4775,Census Tract 694,New York,Queens County,3681,163,3062,0,56,0,0,117,283,4.4,83.2,0.0,1.5,0.0,0.0,3.2,7.7,912867.0234375,4883.59063543512
50293,11422,11422,36081069400,520067,4775,Census Tract 694,New York,Queens County,3681,163,3062,0,56,0,0,117,283,4.4,83.2,0.0,1.5,0.0,0.0,3.2,7.7,912867.0234375,4883.59063543512
50294,11374,11374,36081069500,213219,0,Census Tract 695,New York,Queens County,2041,925,16,0,587,0,0,22,491,45.3,0.8,0.0,28.8,0.0,0.0,1.1,24.1,371628.9765625,2602.48772324506
50295,11374,11374,36081069701,132473,0,Census Tract 697.01,New York,Queens County,3833,1622,318,0,1280,0,0,61,552,42.3,8.3,0.0,33.4,0.0,0.0,1.6,14.4,230900.19140625,2688.59735757041
50296,11374,11374,36081069702,441419,0,Census Tract 697.02,New York,Queens County,3436,1567,22,0,1489,0,10,49,299,45.6,0.6,0.0,43.3,0.0,0.3,1.4,8.7,769289.37890625,3605.2666684158503
50297,11374,11374,36081070300,241047,0,Census Tract 703,New York,Queens County,1919,880,52,0,488,0,0,21,478,45.9,2.7,0.0,25.4,0.0,0.0,1.1,24.9,420013.07421875,3727.83341865947
50298,11375,11375,36081070700,222061,0,Census Tract 707,New York,Queens County,2474,1164,0,0,756,0,21,101,432,47.0,0.0,0.0,30.6,0.0,0.8,4.1,17.5,386912.9296875,2668.61738451094
50299,11375,11375,36081070900,219537,0,Census Tract 709,New York,Queens County,2729,1193,60,0,983,0,10,189,294,43.7,2.2,0.0,36.0,0.0,0.4,6.9,10.8,382562.3828125,2982.9162674028003
50300,11374,11374,36081071100,375484,0,Census Tract 711,New York,Queens County,6400,3062,98,0,1916,0,16,278,1030,47.8,1.5,0.0,29.9,0.0,0.3,4.3,16.1,654376.91796875,5132.842685995561
50300,11375,11375,36081071100,375484,0,Census Tract 711,New York,Queens County,6400,3062,98,0,1916,0,16,278,1030,47.8,1.5,0.0,29.9,0.0,0.3,4.3,16.1,654376.91796875,5132.842685995561
50301,11375,11375,36081071303,140652,0,Census Tract 713.03,New York,Queens County,5367,3204,88,0,902,0,0,256,917,59.7,1.6,0.0,16.8,0.0,0.0,4.8,17.1,245150.18359375,2410.21265645328
50302,11374,11374,36081071304,154865,0,Census Tract 713.04,New York,Queens County,5825,3224,232,0,1445,0,0,271,653,55.3,4.0,0.0,24.8,0.0,0.0,4.7,11.2,269945.88671875,2754.7227980071602
50302,11375,11375,36081071304,154865,0,Census Tract 713.04,New York,Queens County,5825,3224,232,0,1445,0,0,271,653,55.3,4.0,0.0,24.8,0.0,0.0,4.7,11.2,269945.88671875,2754.7227980071602
50303,11375,11375,36081071305,135001,0,Census Tract 713.05,New York,Queens County,5117,2273,125,0,1534,0,23,15,1147,44.4,2.4,0.0,30.0,0.0,0.4,0.3,22.4,235285.97265625,2161.7710206269103
50304,11374,11374,36081071306,181329,0,Census Tract 713.06,New York,Queens County,6596,2771,141,0,1993,0,0,572,1119,42.0,2.1,0.0,30.2,0.0,0.0,8.7,17.0,316049.56640625,2502.12377188165
50304,11375,11375,36081071306,181329,0,Census Tract 713.06,New York,Queens County,6596,2771,141,0,1993,0,0,572,1119,42.0,2.1,0.0,30.2,0.0,0.0,8.7,17.0,316049.56640625,2502.12377188165
50305,11430,11434,36081071600,18319107,904474,Census Tract 716,New York,Queens County,0,0,0,0,0,0,0,0,0,,,,,,,,,31357688.7617188,35459.181477046004
50306,11374,11374,36081071701,190070,0,Census Tract 717.01,New York,Queens County,5026,2594,228,0,1591,0,0,111,502,51.6,4.5,0.0,31.7,0.0,0.0,2.2,10.0,331333.421875,2679.65737652727
50307,11374,11374,36081071702,226987,0,Census Tract 717.02,New York,Queens County,3803,1119,331,0,1675,0,33,200,445,29.4,8.7,0.0,44.0,0.0,0.9,5.3,11.7,395715.53515625,3090.9702428557202
50308,11374,11374,36081071900,165953,0,Census Tract 719,New York,Queens County,2287,1276,127,0,517,0,0,67,300,55.8,5.6,0.0,22.6,0.0,0.0,2.9,13.1,289328.12890625,2116.3476725871
50308,11375,11375,36081071900,165953,0,Census Tract 719,New York,Queens County,2287,1276,127,0,517,0,0,67,300,55.8,5.6,0.0,22.6,0.0,0.0,2.9,13.1,289328.12890625,2116.3476725871
50309,11374,11374,36081072100,170327,0,Census Tract 721,New York,Queens County,4672,2665,34,0,934,0,38,195,806,57.0,0.7,0.0,20.0,0.0,0.8,4.2,17.3,296920.16015625,2393.94041432094
50309,11375,11375,36081072100,170327,0,Census Tract 721,New York,Queens County,4672,2665,34,0,934,0,38,195,806,57.0,0.7,0.0,20.0,0.0,0.8,4.2,17.3,296920.16015625,2393.94041432094
50310,11375,11375,36081072300,470056,0,Census Tract 723,New York,Queens County,2006,1027,63,0,687,0,12,32,185,51.2,3.1,0.0,34.2,0.0,0.6,1.6,9.2,819043.4453125,4189.013230575109
50311,11375,11375,36081072900,193731,0,Census Tract 729,New York,Queens County,1419,677,44,0,492,0,0,53,153,47.7,3.1,0.0,34.7,0.0,0.0,3.7,10.8,337529.171875,2346.81906555875
50312,11375,11375,36081073100,189843,0,Census Tract 731,New York,Queens County,1535,966,23,0,440,0,5,25,76,62.9,1.5,0.0,28.7,0.0,0.3,1.6,5.0,330739.7421875,2705.38118490434
50313,11375,11375,36081073700,210609,0,Census Tract 737,New York,Queens County,1933,1196,12,0,439,0,9,61,216,61.9,0.6,0.0,22.7,0.0,0.5,3.2,11.2,366997.91015625,2468.90840438987
50314,11375,11375,36081073900,224293,0,Census Tract 739,New York,Queens County,5968,2955,276,0,1583,0,0,308,846,49.5,4.6,0.0,26.5,0.0,0.0,5.2,14.2,390905.1484375,2938.65009131648
50315,11375,11375,36081074100,172198,0,Census Tract 741,New York,Queens County,3053,1714,114,33,646,0,0,113,433,56.1,3.7,1.1,21.2,0.0,0.0,3.7,14.2,300151.29296875,2296.3991747506197
50316,11375,11375,36081074300,193477,0,Census Tract 743,New York,Queens County,4356,2284,107,14,1117,0,0,163,671,52.4,2.5,0.3,25.6,0.0,0.0,3.7,15.4,337283.96875,2316.9518995501603
50317,11375,11375,36081074500,174486,0,Census Tract 745,New York,Queens County,4357,2384,118,0,790,0,0,176,889,54.7,2.7,0.0,18.1,0.0,0.0,4.0,20.4,304214.65234375,2619.10279346244
50318,11375,11375,36081074700,295509,0,Census Tract 747,New York,Queens County,3580,756,86,35,1452,0,0,148,1103,21.1,2.4,1.0,40.6,0.0,0.0,4.1,30.8,515159.03125,4005.3528909170295
50319,11375,11375,36081074900,359060,0,Census Tract 749,New York,Queens County,1505,1072,0,0,300,0,0,69,64,71.2,0.0,0.0,19.9,0.0,0.0,4.6,4.3,625594.53125,3205.7557649190803
50320,11375,11375,36081075701,197647,0,Census Tract 757.01,New York,Queens County,5139,2257,92,0,1872,0,0,170,748,43.9,1.8,0.0,36.4,0.0,0.0,3.3,14.6,344407.03515625,3227.19368060775
