Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total households,"Households whose income in the past 12 months was less than $10,000","Households whose income in the past 12 months was $10,000 to $14,999","Households whose income in the past 12 months was $15,000 to $19,999","Households whose income in the past 12 months was $20,000 to $24,999","Households whose income in the past 12 months was $25,000 to $29,999","Households whose income in the past 12 months was $30,000 to $34,999","Households whose income in the past 12 months was $35,000 to $39,999","Households whose income in the past 12 months was $40,000 to $44,999","Households whose income in the past 12 months was $45,000 to $49,999","Households whose income in the past 12 months was $50,000 to $59,999","Households whose income in the past 12 months was $60,000 to $74,999","Households whose income in the past 12 months was $75,000 to $99,999","Households whose income in the past 12 months was $100,000 to $124,999","Households whose income in the past 12 months was $125,000 to $149,999","Households whose income in the past 12 months was $150,000 to $199,999","Households whose income in the past 12 months was $200,000 or more","Households whose income in the past 12 months was less than $75,000","Percent of households whose income in the past 12 months was less than $75,000","Percent of households whose income in the past 12 months was $75,000 to $99,999","Households whose income in the past 12 months was at least $100,000","Percent of households whose income in the past 12 months was at least $100,000",Shape Area,Shape Length
45970,10468,10468,36005025300,124458,0,Census Tract 253,New York,Bronx County,2025.0,267.0,105.0,148.0,240.0,221.0,76.0,88.0,122.0,123.0,184.0,295.0,105.0,10.0,13.0,14.0,14.0,1869.0,92.3,5.2,51.0,2.5,217797.19921875,2188.23106905655
45971,10461,10461,36005025400,169924,0,Census Tract 254,New York,Bronx County,778.0,66.0,39.0,75.0,26.0,47.0,25.0,24.0,27.0,55.0,94.0,44.0,74.0,57.0,27.0,77.0,21.0,522.0,67.1,9.5,182.0,23.4,297255.28515625,2583.32103041103
45972,10453,10453,36005025500,168637,0,Census Tract 255,New York,Bronx County,2291.0,252.0,352.0,250.0,228.0,89.0,50.0,158.0,167.0,118.0,149.0,39.0,296.0,93.0,11.0,39.0,0.0,1852.0,80.8,12.9,143.0,6.2,295110.84375,2648.23921048102
45972,10468,10468,36005025500,168637,0,Census Tract 255,New York,Bronx County,2291.0,252.0,352.0,250.0,228.0,89.0,50.0,158.0,167.0,118.0,149.0,39.0,296.0,93.0,11.0,39.0,0.0,1852.0,80.8,12.9,143.0,6.2,295110.84375,2648.23921048102
45973,10461,10461,36005025600,189286,0,Census Tract 256,New York,Bronx County,622.0,57.0,19.0,30.0,36.0,60.0,21.0,17.0,104.0,13.0,45.0,22.0,36.0,106.0,17.0,20.0,19.0,424.0,68.2,5.8,162.0,26.0,331083.46875,2857.83279625933
45973,10462,10462,36005025600,189286,0,Census Tract 256,New York,Bronx County,622.0,57.0,19.0,30.0,36.0,60.0,21.0,17.0,104.0,13.0,45.0,22.0,36.0,106.0,17.0,20.0,19.0,424.0,68.2,5.8,162.0,26.0,331083.46875,2857.83279625933
45974,10468,10468,36005025700,161279,17989,Census Tract 257,New York,Bronx County,691.0,74.0,71.0,36.0,7.0,44.0,55.0,52.0,13.0,30.0,119.0,49.0,65.0,19.0,6.0,3.0,48.0,550.0,79.6,9.4,76.0,11.0,282234.25390625,3636.2245646215297
45975,10468,10468,36005026100,174717,0,Census Tract 261,New York,Bronx County,1005.0,23.0,17.0,4.0,73.0,36.0,66.0,28.0,30.0,70.0,39.0,163.0,144.0,197.0,33.0,57.0,25.0,549.0,54.6,14.3,312.0,31.0,305806.44921875,2599.37739019308
45976,10468,10468,36005026300,158787,0,Census Tract 263,New York,Bronx County,2382.0,590.0,281.0,261.0,97.0,170.0,64.0,0.0,89.0,122.0,123.0,154.0,214.0,0.0,76.0,109.0,32.0,1951.0,81.9,9.0,217.0,9.1,277909.83984375,3015.6721502537202
45977,10461,10461,36005026400,426510,0,Census Tract 264,New York,Bronx County,1908.0,116.0,63.0,102.0,49.0,67.0,122.0,125.0,36.0,135.0,237.0,225.0,206.0,203.0,15.0,133.0,74.0,1277.0,66.9,10.8,425.0,22.3,745970.69921875,3868.58163117781
45978,10468,10468,36005026500,202137,0,Census Tract 265,New York,Bronx County,2148.0,148.0,294.0,219.0,157.0,49.0,177.0,85.0,210.0,43.0,228.0,120.0,234.0,97.0,42.0,34.0,11.0,1730.0,80.5,10.9,184.0,8.6,353793.9609375,3025.4516084564398
45979,10461,10461,36005026601,170250,0,Census Tract 266.01,New York,Bronx County,1386.0,78.0,42.0,68.0,89.0,17.0,98.0,65.0,106.0,111.0,75.0,116.0,255.0,123.0,82.0,54.0,7.0,865.0,62.4,18.4,266.0,19.2,297813.921875,2566.29364478414
45980,10461,10461,36005026602,303397,0,Census Tract 266.02,New York,Bronx County,2432.0,215.0,244.0,110.0,52.0,252.0,26.0,15.0,156.0,34.0,113.0,281.0,546.0,220.0,9.0,145.0,14.0,1498.0,61.6,22.5,388.0,16.0,530704.90234375,3282.52625886627
45981,10468,10468,36005026701,69160,0,Census Tract 267.01,New York,Bronx County,1319.0,130.0,107.0,95.0,89.0,103.0,20.0,75.0,12.0,55.0,115.0,94.0,163.0,108.0,97.0,36.0,20.0,895.0,67.9,12.4,261.0,19.8,121060.6015625,1455.08201656251
45982,10468,10468,36005026702,166368,0,Census Tract 267.02,New York,Bronx County,2541.0,407.0,281.0,192.0,152.0,126.0,66.0,152.0,123.0,185.0,215.0,244.0,126.0,138.0,42.0,77.0,15.0,2143.0,84.3,5.0,272.0,10.7,291241.765625,2502.149814886
45983,10463,10463,36005026900,384055,27111,Census Tract 269,New York,Bronx County,1352.0,275.0,91.0,27.0,88.0,85.0,43.0,86.0,43.0,27.0,156.0,104.0,214.0,70.0,17.0,15.0,11.0,1025.0,75.8,15.8,113.0,8.4,672230.40625,4671.149365162511
45983,10468,10468,36005026900,384055,27111,Census Tract 269,New York,Bronx County,1352.0,275.0,91.0,27.0,88.0,85.0,43.0,86.0,43.0,27.0,156.0,104.0,214.0,70.0,17.0,15.0,11.0,1025.0,75.8,15.8,113.0,8.4,672230.40625,4671.149365162511
45984,10463,10463,36005027300,203341,0,Census Tract 273,New York,Bronx County,2684.0,451.0,106.0,354.0,144.0,97.0,155.0,102.0,137.0,54.0,271.0,322.0,182.0,95.0,45.0,116.0,53.0,2193.0,81.7,6.8,309.0,11.5,355985.59375,3158.0434249242403
45984,10468,10468,36005027300,203341,0,Census Tract 273,New York,Bronx County,2684.0,451.0,106.0,354.0,144.0,97.0,155.0,102.0,137.0,54.0,271.0,322.0,182.0,95.0,45.0,116.0,53.0,2193.0,81.7,6.8,309.0,11.5,355985.59375,3158.0434249242403
45985,10465,10465,36005027401,701116,0,Census Tract 274.01,New York,Bronx County,1729.0,20.0,10.0,131.0,121.0,34.0,20.0,41.0,41.0,50.0,73.0,172.0,311.0,208.0,104.0,203.0,190.0,713.0,41.2,18.0,705.0,40.8,1226198.29296875,5581.706362336589
45986,10465,10465,36005027402,504814,706508,Census Tract 274.02,New York,Bronx County,1332.0,69.0,52.0,41.0,52.0,30.0,18.0,9.0,71.0,46.0,80.0,123.0,187.0,126.0,133.0,161.0,134.0,591.0,44.4,14.0,554.0,41.6,851210.87890625,5416.59165281035
45987,10461,10461,36005027600,1526823,782519,Census Tract 276,New York,Bronx County,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,2671384.44140625,10076.0336986564
45987,10475,10475,36005027600,1526823,782519,Census Tract 276,New York,Bronx County,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,100.0,0.0,0.0,0.0,2671384.44140625,10076.0336986564
45988,10463,10463,36005027700,176710,0,Census Tract 277,New York,Bronx County,1734.0,230.0,294.0,77.0,189.0,107.0,70.0,29.0,60.0,25.0,202.0,137.0,76.0,191.0,17.0,13.0,17.0,1420.0,81.9,4.4,238.0,13.7,309403.8828125,2852.28877085545
45989,10463,10463,36005027900,275640,0,Census Tract 279,New York,Bronx County,2644.0,113.0,76.0,113.0,122.0,108.0,92.0,102.0,65.0,184.0,362.0,275.0,473.0,253.0,59.0,150.0,97.0,1612.0,61.0,17.9,559.0,21.1,482682.96484375,3683.38824717541
45990,10463,10463,36005028100,129158,0,Census Tract 281,New York,Bronx County,1711.0,53.0,78.0,112.0,68.0,29.0,92.0,69.0,80.0,52.0,135.0,231.0,258.0,187.0,93.0,61.0,113.0,999.0,58.4,15.1,454.0,26.5,226179.8046875,2227.83863677433
45991,10463,10463,36005028300,227445,0,Census Tract 283,New York,Bronx County,1094.0,189.0,128.0,135.0,139.0,53.0,46.0,33.0,32.0,82.0,61.0,55.0,11.0,99.0,19.0,12.0,0.0,953.0,87.1,1.0,130.0,11.9,398263.9453125,4765.4525077485105
45992,10461,10461,36005028400,1124691,0,Census Tract 284,New York,Bronx County,21.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0,38.1,0.0,13.0,61.9,1967524.51953125,8305.46829650925
45992,10469,10469,36005028400,1124691,0,Census Tract 284,New York,Bronx County,21.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,8.0,38.1,0.0,13.0,61.9,1967524.51953125,8305.46829650925
45993,10463,10463,36005028500,263658,0,Census Tract 285,New York,Bronx County,1599.0,186.0,139.0,51.0,89.0,29.0,70.0,41.0,45.0,43.0,157.0,261.0,127.0,65.0,146.0,123.0,27.0,1111.0,69.5,7.9,361.0,22.6,461752.46875,4345.950539854211
45993,10471,10471,36005028500,263658,0,Census Tract 285,New York,Bronx County,1599.0,186.0,139.0,51.0,89.0,29.0,70.0,41.0,45.0,43.0,157.0,261.0,127.0,65.0,146.0,123.0,27.0,1111.0,69.5,7.9,361.0,22.6,461752.46875,4345.950539854211
45994,10461,10461,36005028600,200018,0,Census Tract 286,New York,Bronx County,458.0,48.0,0.0,11.0,10.0,0.0,16.0,0.0,12.0,0.0,19.0,72.0,131.0,54.0,4.0,43.0,38.0,188.0,41.0,28.6,139.0,30.3,349909.18359375,2446.6697182644198
45995,10463,10463,36005028700,155302,0,Census Tract 287,New York,Bronx County,1242.0,83.0,67.0,85.0,39.0,10.0,72.0,67.0,13.0,19.0,202.0,76.0,136.0,95.0,142.0,83.0,53.0,733.0,59.0,11.0,373.0,30.0,271951.73046875,2115.03050185371
45996,10461,10461,36005028800,336192,0,Census Tract 288,New York,Bronx County,1133.0,22.0,56.0,137.0,20.0,50.0,0.0,0.0,13.0,0.0,96.0,152.0,85.0,105.0,105.0,96.0,196.0,546.0,48.2,7.5,502.0,44.3,588215.28515625,3308.46033993968
45997,10463,10463,36005028900,201144,0,Census Tract 289,New York,Bronx County,1877.0,112.0,158.0,121.0,155.0,48.0,69.0,85.0,131.0,86.0,238.0,171.0,210.0,105.0,63.0,59.0,66.0,1374.0,73.2,11.2,293.0,15.6,352197.09375,2465.60204435971
45998,10463,10463,36005029301,286791,733019,Census Tract 293.01,New York,Bronx County,894.0,30.0,12.0,5.0,5.0,33.0,5.0,22.0,20.0,26.0,72.0,60.0,132.0,53.0,60.0,86.0,273.0,290.0,32.4,14.8,472.0,52.8,502199.64453125,3522.7339039313792
45999,10463,10463,36005029302,425237,0,Census Tract 293.02,New York,Bronx County,2724.0,51.0,156.0,114.0,120.0,68.0,77.0,36.0,18.0,48.0,88.0,264.0,420.0,286.0,175.0,432.0,371.0,1040.0,38.2,15.4,1264.0,46.4,743515.09765625,4870.03953542935
46000,10463,10463,36005029500,236468,0,Census Tract 295,New York,Bronx County,2002.0,42.0,14.0,71.0,27.0,79.0,13.0,66.0,86.0,22.0,163.0,105.0,375.0,300.0,187.0,256.0,196.0,688.0,34.4,18.7,939.0,46.9,414115.390625,3688.4316094050896
46001,10461,10461,36005029600,723313,0,Census Tract 296,New York,Bronx County,698.0,80.0,12.0,15.0,7.0,0.0,59.0,10.0,58.0,52.0,91.0,59.0,102.0,21.0,50.0,47.0,35.0,443.0,63.5,14.6,153.0,21.9,1265587.90625,7064.122533504879
46002,10463,10463,36005029700,232730,0,Census Tract 297,New York,Bronx County,1663.0,33.0,54.0,47.0,39.0,49.0,26.0,20.0,75.0,36.0,112.0,130.0,276.0,242.0,126.0,156.0,242.0,621.0,37.3,16.6,766.0,46.1,407568.0625,3347.2334763094104
46003,10461,10461,36005030000,415698,0,Census Tract 300,New York,Bronx County,2602.0,80.0,274.0,81.0,63.0,94.0,247.0,31.0,135.0,116.0,254.0,208.0,392.0,311.0,48.0,208.0,60.0,1583.0,60.8,15.1,627.0,24.1,727278.77734375,3448.20579623426
46004,10463,10463,36005030100,146000,0,Census Tract 301,New York,Bronx County,546.0,62.0,36.0,25.0,11.0,33.0,23.0,0.0,4.0,6.0,11.0,35.0,60.0,27.0,51.0,101.0,61.0,246.0,45.1,11.0,240.0,44.0,255671.0078125,2041.8291797053896
46005,10475,10475,36005030200,433614,126090,Census Tract 302,New York,Bronx County,4155.0,214.0,96.0,118.0,177.0,215.0,223.0,330.0,161.0,288.0,516.0,413.0,741.0,378.0,127.0,101.0,57.0,2751.0,66.2,17.8,663.0,16.0,758878.5078125,4635.008335305821
46006,10463,10463,36005030701,396736,0,Census Tract 307.01,New York,Bronx County,2514.0,73.0,61.0,96.0,51.0,87.0,88.0,31.0,46.0,35.0,87.0,184.0,453.0,220.0,105.0,264.0,633.0,839.0,33.4,18.0,1222.0,48.6,694959.921875,5529.606088330849
46006,10471,10471,36005030701,396736,0,Census Tract 307.01,New York,Bronx County,2514.0,73.0,61.0,96.0,51.0,87.0,88.0,31.0,46.0,35.0,87.0,184.0,453.0,220.0,105.0,264.0,633.0,839.0,33.4,18.0,1222.0,48.6,694959.921875,5529.606088330849
46007,10463,10463,36005030900,1365850,2151862,Census Tract 309,New York,Bronx County,1297.0,28.0,29.0,87.0,29.0,10.0,47.0,68.0,0.0,38.0,81.0,86.0,134.0,96.0,135.0,135.0,294.0,503.0,38.8,10.3,660.0,50.9,2392847.2265625,10012.9470652454
46007,10471,10471,36005030900,1365850,2151862,Census Tract 309,New York,Bronx County,1297.0,28.0,29.0,87.0,29.0,10.0,47.0,68.0,0.0,38.0,81.0,86.0,134.0,96.0,135.0,135.0,294.0,503.0,38.8,10.3,660.0,50.9,2392847.2265625,10012.9470652454
46008,10469,10469,36005031000,634013,0,Census Tract 310,New York,Bronx County,1261.0,34.0,47.0,43.0,47.0,9.0,9.0,19.0,8.0,10.0,137.0,128.0,240.0,165.0,139.0,114.0,112.0,491.0,38.9,19.0,530.0,42.0,1109538.3671875,4324.85077751747
46009,10469,10469,36005031200,202061,0,Census Tract 312,New York,Bronx County,605.0,13.0,11.0,20.0,27.0,29.0,19.0,15.0,26.0,6.0,50.0,44.0,104.0,78.0,48.0,61.0,54.0,260.0,43.0,17.2,241.0,39.8,353617.4453125,2899.41803610824
46010,10469,10469,36005031400,211194,0,Census Tract 314,New York,Bronx County,646.0,9.0,6.0,4.0,52.0,5.0,23.0,26.0,42.0,3.0,16.0,53.0,120.0,73.0,68.0,85.0,61.0,239.0,37.0,18.6,287.0,44.4,369592.77734375,2917.2323373669105
46011,10469,10469,36005031600,177170,0,Census Tract 316,New York,Bronx County,639.0,32.0,5.0,16.0,34.0,20.0,16.0,25.0,8.0,43.0,45.0,65.0,127.0,40.0,31.0,63.0,69.0,309.0,48.4,19.9,203.0,31.8,310055.2734375,2553.31909217291
46012,10469,10469,36005031800,178366,0,Census Tract 318,New York,Bronx County,576.0,15.0,34.0,31.0,0.0,31.0,12.0,6.0,0.0,15.0,15.0,86.0,104.0,32.0,60.0,67.0,68.0,245.0,42.5,18.1,227.0,39.4,312149.40625,2924.9679050745503
46013,10471,10471,36005031900,213170,201583,Census Tract 319,New York,Bronx County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,373626.77734375,2893.01941946235
46014,10471,10471,36005032300,561181,0,Census Tract 323,New York,Bronx County,2398.0,138.0,70.0,84.0,13.0,80.0,92.0,131.0,110.0,28.0,226.0,82.0,354.0,328.0,235.0,245.0,182.0,1054.0,44.0,14.8,990.0,41.3,983375.8515625,4526.890285425539
46015,10469,10469,36005032400,268373,0,Census Tract 324,New York,Bronx County,1258.0,351.0,219.0,117.0,44.0,0.0,57.0,81.0,12.0,37.0,50.0,96.0,112.0,31.0,11.0,40.0,0.0,1064.0,84.6,8.9,82.0,6.5,469658.9140625,3076.4684147261
46016,10469,10469,36005032600,331185,0,Census Tract 326,New York,Bronx County,1063.0,44.0,76.0,55.0,9.0,13.0,30.0,65.0,46.0,0.0,74.0,48.0,198.0,146.0,81.0,92.0,86.0,460.0,43.3,18.6,405.0,38.1,579593.23828125,3548.98077622608
46017,10467,10467,36005032800,204657,0,Census Tract 328,New York,Bronx County,1429.0,184.0,277.0,76.0,77.0,57.0,63.0,60.0,90.0,14.0,137.0,83.0,186.0,52.0,26.0,47.0,0.0,1118.0,78.2,13.0,125.0,8.7,358157.28515625,2874.1431559551
46017,10469,10469,36005032800,204657,0,Census Tract 328,New York,Bronx County,1429.0,184.0,277.0,76.0,77.0,57.0,63.0,60.0,90.0,14.0,137.0,83.0,186.0,52.0,26.0,47.0,0.0,1118.0,78.2,13.0,125.0,8.7,358157.28515625,2874.1431559551
46018,10467,10467,36005033000,206129,0,Census Tract 330,New York,Bronx County,2129.0,215.0,321.0,212.0,60.0,102.0,45.0,153.0,186.0,141.0,88.0,236.0,169.0,139.0,0.0,62.0,0.0,1759.0,82.6,7.9,201.0,9.4,360731.2734375,2883.26153750116
46019,10467,10467,36005033201,114036,0,Census Tract 332.01,New York,Bronx County,2231.0,157.0,274.0,167.0,161.0,87.0,85.0,131.0,51.0,71.0,238.0,303.0,193.0,166.0,36.0,72.0,39.0,1725.0,77.3,8.7,313.0,14.0,199554.91796875,1871.7243897025
46020,10467,10467,36005033202,115204,0,Census Tract 332.02,New York,Bronx County,1634.0,244.0,172.0,96.0,15.0,77.0,39.0,63.0,86.0,34.0,105.0,262.0,155.0,111.0,11.0,94.0,70.0,1193.0,73.0,9.5,286.0,17.5,201621.7890625,1869.1951273653897
46021,10458,10458,36005033400,3044513,62113,Census Tract 334,New York,Bronx County,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,4.0,5.0,0.0,10.0,52.6,0.0,9.0,47.4,5436072.7265625,13010.5441883584
46021,10460,10460,36005033400,3044513,62113,Census Tract 334,New York,Bronx County,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,4.0,5.0,0.0,10.0,52.6,0.0,9.0,47.4,5436072.7265625,13010.5441883584
46021,10462,10462,36005033400,3044513,62113,Census Tract 334,New York,Bronx County,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,4.0,5.0,0.0,10.0,52.6,0.0,9.0,47.4,5436072.7265625,13010.5441883584
46021,10469,10469,36005033400,3044513,62113,Census Tract 334,New York,Bronx County,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,4.0,5.0,0.0,10.0,52.6,0.0,9.0,47.4,5436072.7265625,13010.5441883584
46022,10463,10463,36005033500,696563,0,Census Tract 335,New York,Bronx County,676.0,34.0,9.0,34.0,12.0,30.0,5.0,19.0,14.0,9.0,33.0,57.0,80.0,92.0,48.0,71.0,129.0,256.0,37.9,11.8,340.0,50.3,1220203.23046875,5772.865522833821
46022,10471,10471,36005033500,696563,0,Census Tract 335,New York,Bronx County,676.0,34.0,9.0,34.0,12.0,30.0,5.0,19.0,14.0,9.0,33.0,57.0,80.0,92.0,48.0,71.0,129.0,256.0,37.9,11.8,340.0,50.3,1220203.23046875,5772.865522833821
46023,10467,10467,36005033600,184395,0,Census Tract 336,New York,Bronx County,2638.0,557.0,193.0,148.0,164.0,91.0,124.0,96.0,253.0,96.0,204.0,191.0,174.0,160.0,106.0,34.0,47.0,2117.0,80.3,6.6,347.0,13.2,322761.71875,2510.23736211757
46024,10471,10471,36005033700,424038,0,Census Tract 337,New York,Bronx County,867.0,29.0,5.0,40.0,22.0,29.0,33.0,66.0,0.0,18.0,19.0,107.0,114.0,104.0,29.0,109.0,143.0,368.0,42.4,13.1,385.0,44.4,743075.12890625,4885.83205108475
46025,10467,10467,36005033800,161380,0,Census Tract 338,New York,Bronx County,1425.0,100.0,118.0,94.0,117.0,51.0,180.0,51.0,59.0,98.0,130.0,70.0,92.0,128.0,109.0,0.0,28.0,1068.0,74.9,6.5,265.0,18.6,282479.6796875,2399.2057991888
46026,10467,10467,36005034000,158331,0,Census Tract 340,New York,Bronx County,1818.0,149.0,187.0,82.0,169.0,68.0,53.0,180.0,82.0,104.0,154.0,145.0,210.0,75.0,99.0,61.0,0.0,1373.0,75.5,11.6,235.0,12.9,277142.3125,2365.08891213939
46026,10469,10469,36005034000,158331,0,Census Tract 340,New York,Bronx County,1818.0,149.0,187.0,82.0,169.0,68.0,53.0,180.0,82.0,104.0,154.0,145.0,210.0,75.0,99.0,61.0,0.0,1373.0,75.5,11.6,235.0,12.9,277142.3125,2365.08891213939
46027,10469,10469,36005034200,156834,0,Census Tract 342,New York,Bronx County,563.0,15.0,45.0,42.0,0.0,0.0,13.0,17.0,55.0,32.0,57.0,41.0,90.0,79.0,31.0,21.0,25.0,317.0,56.3,16.0,156.0,27.7,274518.13671875,2348.03003743226
46028,10471,10471,36005034300,121723,0,Census Tract 343,New York,Bronx County,564.0,24.0,14.0,24.0,14.0,7.0,34.0,22.0,7.0,7.0,65.0,28.0,134.0,78.0,21.0,34.0,51.0,246.0,43.6,23.8,184.0,32.6,213326.87890625,2022.09393529525
46029,10469,10469,36005034400,157012,0,Census Tract 344,New York,Bronx County,635.0,75.0,26.0,16.0,31.0,18.0,48.0,0.0,21.0,15.0,69.0,112.0,17.0,108.0,27.0,34.0,18.0,431.0,67.9,2.7,187.0,29.4,274833.18359375,2350.6789947318202
46030,10471,10471,36005034500,274627,0,Census Tract 345,New York,Bronx County,1366.0,148.0,62.0,25.0,23.0,40.0,53.0,64.0,19.0,30.0,150.0,69.0,191.0,122.0,91.0,184.0,95.0,683.0,50.0,14.0,492.0,36.0,481219.0859375,3130.0192104483503
46031,10469,10469,36005034800,437468,0,Census Tract 348,New York,Bronx County,2066.0,213.0,84.0,15.0,273.0,212.0,51.0,185.0,49.0,119.0,135.0,116.0,133.0,93.0,210.0,63.0,115.0,1452.0,70.3,6.4,481.0,23.3,765758.98046875,4035.8762326103706
46032,10469,10469,36005035000,191626,0,Census Tract 350,New York,Bronx County,654.0,0.0,19.0,48.0,34.0,19.0,33.0,71.0,11.0,31.0,36.0,13.0,135.0,36.0,51.0,90.0,27.0,315.0,48.2,20.6,204.0,31.2,335423.4609375,2570.9571918821
46033,10471,10471,36005035100,580468,0,Census Tract 351,New York,Bronx County,1169.0,56.0,62.0,44.0,37.0,19.0,41.0,13.0,10.0,43.0,10.0,147.0,205.0,152.0,132.0,47.0,151.0,482.0,41.2,17.5,482.0,41.2,1016859.00390625,5231.262705314421
46034,10469,10469,36005035600,397359,0,Census Tract 356,New York,Bronx County,711.0,30.0,8.0,33.0,0.0,59.0,44.0,58.0,0.0,21.0,30.0,125.0,130.0,45.0,65.0,30.0,33.0,408.0,57.4,18.3,173.0,24.3,695501.28125,4919.89559643627
46035,10469,10469,36005035800,651471,0,Census Tract 358,New York,Bronx County,2443.0,48.0,65.0,99.0,87.0,99.0,108.0,146.0,119.0,0.0,180.0,219.0,396.0,291.0,146.0,266.0,174.0,1170.0,47.9,16.2,877.0,35.9,1140515.37890625,4510.86856488099
46036,10460,10460,36005035900,134331,0,Census Tract 359,New York,Bronx County,710.0,107.0,88.0,85.0,65.0,59.0,42.0,27.0,74.0,26.0,12.0,30.0,50.0,20.0,14.0,11.0,0.0,615.0,86.6,7.0,45.0,6.3,234935.6953125,2266.77848904145
46037,10469,10469,36005036000,266176,0,Census Tract 360,New York,Bronx County,926.0,60.0,36.0,19.0,22.0,33.0,83.0,39.0,37.0,28.0,26.0,110.0,104.0,121.0,67.0,69.0,72.0,493.0,53.2,11.2,329.0,35.5,465889.6328125,3073.2937856186604
46038,10460,10460,36005036100,164834,0,Census Tract 361,New York,Bronx County,2154.0,409.0,339.0,166.0,179.0,139.0,281.0,12.0,95.0,42.0,199.0,86.0,140.0,0.0,0.0,32.0,35.0,1947.0,90.4,6.5,67.0,3.1,288297.578125,2301.70920109444
46039,10460,10460,36005036300,221467,0,Census Tract 363,New York,Bronx County,2538.0,612.0,362.0,318.0,227.0,141.0,53.0,96.0,0.0,73.0,254.0,217.0,112.0,51.0,22.0,0.0,0.0,2353.0,92.7,4.4,73.0,2.9,387373.234375,2615.80425739506
46040,10469,10469,36005036400,203683,0,Census Tract 364,New York,Bronx County,832.0,38.0,7.0,20.0,42.0,48.0,15.0,52.0,85.0,67.0,39.0,61.0,106.0,105.0,42.0,55.0,50.0,474.0,57.0,12.7,252.0,30.3,356580.69140625,2748.47141455265
46041,10460,10460,36005036501,95827,0,Census Tract 365.01,New York,Bronx County,1389.0,302.0,113.0,130.0,143.0,112.0,21.0,76.0,58.0,33.0,114.0,114.0,105.0,31.0,8.0,29.0,0.0,1216.0,87.5,7.6,68.0,4.9,167616.66796875,2426.53535146454
46042,10460,10460,36005036502,97659,0,Census Tract 365.02,New York,Bronx County,717.0,115.0,62.0,99.0,18.0,38.0,56.0,109.0,11.0,0.0,83.0,25.0,28.0,46.0,7.0,5.0,15.0,616.0,85.9,3.9,73.0,10.2,170807.77734375,1754.08672069163
46043,10460,10460,36005036700,93063,0,Census Tract 367,New York,Bronx County,619.0,119.0,73.0,43.0,39.0,28.0,37.0,16.0,19.0,5.0,52.0,39.0,75.0,49.0,6.0,0.0,19.0,470.0,75.9,12.1,74.0,12.0,162760.109375,1835.41909042663
46044,10469,10469,36005036800,169530,0,Census Tract 368,New York,Bronx County,600.0,38.0,56.0,55.0,27.0,55.0,13.0,18.0,24.0,41.0,15.0,63.0,49.0,39.0,39.0,38.0,30.0,405.0,67.5,8.2,146.0,24.3,296804.546875,2453.6517941234197
46045,10457,10457,36005036901,98732,0,Census Tract 369.01,New York,Bronx County,823.0,164.0,179.0,65.0,65.0,41.0,53.0,46.0,21.0,5.0,41.0,39.0,66.0,34.0,4.0,0.0,0.0,719.0,87.4,8.0,38.0,4.6,172698.00390625,1754.7857421339802
46046,10457,10457,36005036902,62406,0,Census Tract 369.02,New York,Bronx County,747.0,203.0,90.0,134.0,26.0,31.0,37.0,12.0,34.0,11.0,78.0,20.0,10.0,40.0,21.0,0.0,0.0,676.0,90.5,1.3,61.0,8.2,109151.58984375,1397.40484526833
46047,10469,10469,36005037000,158885,0,Census Tract 370,New York,Bronx County,793.0,46.0,28.0,43.0,30.0,51.0,27.0,62.0,63.0,37.0,61.0,125.0,87.0,28.0,32.0,35.0,38.0,573.0,72.3,11.0,133.0,16.8,278152.55078125,2079.88315275307
46048,10457,10457,36005037100,198178,0,Census Tract 371,New York,Bronx County,1739.0,235.0,362.0,72.0,155.0,87.0,70.0,95.0,9.0,63.0,208.0,120.0,90.0,76.0,23.0,48.0,26.0,1476.0,84.9,5.2,173.0,9.9,346668.91796875,2551.94654321193
46048,10460,10460,36005037100,198178,0,Census Tract 371,New York,Bronx County,1739.0,235.0,362.0,72.0,155.0,87.0,70.0,95.0,9.0,63.0,208.0,120.0,90.0,76.0,23.0,48.0,26.0,1476.0,84.9,5.2,173.0,9.9,346668.91796875,2551.94654321193
