Object ID,ZCTA5,modzcta,Geographic Identifier - FIPS Code,Area of Land (Square Meters),Area of Water (Square Meters),Name,State,County,Total households,"Households whose income in the past 12 months was less than $10,000","Households whose income in the past 12 months was $10,000 to $14,999","Households whose income in the past 12 months was $15,000 to $19,999","Households whose income in the past 12 months was $20,000 to $24,999","Households whose income in the past 12 months was $25,000 to $29,999","Households whose income in the past 12 months was $30,000 to $34,999","Households whose income in the past 12 months was $35,000 to $39,999","Households whose income in the past 12 months was $40,000 to $44,999","Households whose income in the past 12 months was $45,000 to $49,999","Households whose income in the past 12 months was $50,000 to $59,999","Households whose income in the past 12 months was $60,000 to $74,999","Households whose income in the past 12 months was $75,000 to $99,999","Households whose income in the past 12 months was $100,000 to $124,999","Households whose income in the past 12 months was $125,000 to $149,999","Households whose income in the past 12 months was $150,000 to $199,999","Households whose income in the past 12 months was $200,000 or more","Households whose income in the past 12 months was less than $75,000","Percent of households whose income in the past 12 months was less than $75,000","Percent of households whose income in the past 12 months was $75,000 to $99,999","Households whose income in the past 12 months was at least $100,000","Percent of households whose income in the past 12 months was at least $100,000",Shape Area,Shape Length
46701,11210,11210,36047075200,173194,0,Census Tract 752,New York,Kings County,316.0,11.0,0.0,17.0,0.0,0.0,9.0,0.0,10.0,0.0,16.0,15.0,5.0,24.0,13.0,98.0,98.0,78.0,24.7,1.6,233.0,73.7,300975.55078125,2266.8524101319604
46702,11210,11210,36047075400,173457,0,Census Tract 754,New York,Kings County,436.0,5.0,21.0,19.0,14.0,5.0,5.0,0.0,0.0,0.0,17.0,10.0,85.0,66.0,25.0,94.0,70.0,96.0,22.0,19.5,255.0,58.5,301387.97265625,2267.0500585743603
46703,11210,11210,36047075600,173546,0,Census Tract 756,New York,Kings County,689.0,28.0,5.0,5.0,5.0,28.0,35.0,0.0,39.0,21.0,66.0,45.0,63.0,35.0,135.0,65.0,114.0,277.0,40.2,9.1,349.0,50.7,301503.953125,2245.09730767168
46703,11229,11229,36047075600,173546,0,Census Tract 756,New York,Kings County,689.0,28.0,5.0,5.0,5.0,28.0,35.0,0.0,39.0,21.0,66.0,45.0,63.0,35.0,135.0,65.0,114.0,277.0,40.2,9.1,349.0,50.7,301503.953125,2245.09730767168
46704,11210,11210,36047075800,205258,0,Census Tract 758,New York,Kings County,613.0,32.0,22.0,46.0,29.0,18.0,17.0,21.0,27.0,30.0,6.0,20.0,87.0,59.0,43.0,75.0,81.0,268.0,43.7,14.2,258.0,42.1,356588.9140625,2571.30448836003
46704,11230,11230,36047075800,205258,0,Census Tract 758,New York,Kings County,613.0,32.0,22.0,46.0,29.0,18.0,17.0,21.0,27.0,30.0,6.0,20.0,87.0,59.0,43.0,75.0,81.0,268.0,43.7,14.2,258.0,42.1,356588.9140625,2571.30448836003
46705,11210,11210,36047076000,181582,0,Census Tract 760,New York,Kings County,1062.0,54.0,70.0,31.0,39.0,41.0,52.0,19.0,87.0,15.0,58.0,102.0,159.0,35.0,131.0,45.0,124.0,568.0,53.5,15.0,335.0,31.5,315503.765625,2549.62977003263
46705,11230,11230,36047076000,181582,0,Census Tract 760,New York,Kings County,1062.0,54.0,70.0,31.0,39.0,41.0,52.0,19.0,87.0,15.0,58.0,102.0,159.0,35.0,131.0,45.0,124.0,568.0,53.5,15.0,335.0,31.5,315503.765625,2549.62977003263
46706,11210,11210,36047076200,188043,0,Census Tract 762,New York,Kings County,1571.0,116.0,173.0,46.0,64.0,177.0,61.0,21.0,47.0,60.0,59.0,154.0,233.0,66.0,37.0,84.0,173.0,978.0,62.3,14.8,360.0,22.9,326771.1796875,2340.73437854508
46706,11230,11230,36047076200,188043,0,Census Tract 762,New York,Kings County,1571.0,116.0,173.0,46.0,64.0,177.0,61.0,21.0,47.0,60.0,59.0,154.0,233.0,66.0,37.0,84.0,173.0,978.0,62.3,14.8,360.0,22.9,326771.1796875,2340.73437854508
46707,11230,11230,36047076400,161588,0,Census Tract 764,New York,Kings County,1412.0,121.0,183.0,79.0,36.0,69.0,24.0,61.0,0.0,19.0,135.0,168.0,93.0,160.0,86.0,65.0,113.0,895.0,63.4,6.6,424.0,30.0,280853.4296875,2830.09608769563
46708,11210,11210,36047076600,82578,0,Census Tract 766,New York,Kings County,766.0,65.0,35.0,16.0,93.0,0.0,13.0,12.0,21.0,40.0,61.0,126.0,112.0,45.0,32.0,38.0,57.0,482.0,62.9,14.6,172.0,22.5,143532.94921875,1811.31162192478
46708,11230,11230,36047076600,82578,0,Census Tract 766,New York,Kings County,766.0,65.0,35.0,16.0,93.0,0.0,13.0,12.0,21.0,40.0,61.0,126.0,112.0,45.0,32.0,38.0,57.0,482.0,62.9,14.6,172.0,22.5,143532.94921875,1811.31162192478
46709,11230,11230,36047076800,303359,0,Census Tract 768,New York,Kings County,1177.0,112.0,129.0,61.0,64.0,22.0,71.0,58.0,40.0,42.0,90.0,173.0,41.0,91.0,89.0,45.0,49.0,862.0,73.2,3.5,274.0,23.3,527058.26953125,3617.49378108761
46710,11210,11210,36047077000,163284,0,Census Tract 770,New York,Kings County,1043.0,102.0,59.0,64.0,74.0,34.0,50.0,0.0,23.0,20.0,112.0,130.0,63.0,172.0,10.0,116.0,14.0,668.0,64.0,6.0,312.0,29.9,283835.97265625,2861.03480278628
46711,11210,11210,36047077200,404333,0,Census Tract 772,New York,Kings County,1235.0,100.0,51.0,14.0,54.0,16.0,14.0,87.0,91.0,121.0,99.0,210.0,98.0,68.0,35.0,27.0,150.0,857.0,69.4,7.9,280.0,22.7,702755.828125,4174.68437388665
46711,11230,11230,36047077200,404333,0,Census Tract 772,New York,Kings County,1235.0,100.0,51.0,14.0,54.0,16.0,14.0,87.0,91.0,121.0,99.0,210.0,98.0,68.0,35.0,27.0,150.0,857.0,69.4,7.9,280.0,22.7,702755.828125,4174.68437388665
46712,11210,11210,36047077400,147764,0,Census Tract 774,New York,Kings County,1256.0,104.0,19.0,30.0,8.0,71.0,50.0,81.0,55.0,45.0,146.0,181.0,270.0,156.0,8.0,24.0,8.0,790.0,62.9,21.5,196.0,15.6,256820.875,3142.0301868193105
46713,11210,11210,36047077600,186545,0,Census Tract 776,New York,Kings County,1706.0,74.0,76.0,49.0,88.0,33.0,97.0,49.0,64.0,111.0,126.0,217.0,276.0,176.0,106.0,84.0,80.0,984.0,57.7,16.2,446.0,26.1,324216.54296875,2639.28042812999
46714,11210,11210,36047078000,164534,0,Census Tract 780,New York,Kings County,686.0,28.0,5.0,38.0,41.0,20.0,11.0,6.0,24.0,7.0,64.0,42.0,142.0,38.0,88.0,65.0,67.0,286.0,41.7,20.7,258.0,37.6,285996.0,2200.91657731683
46715,11210,11210,36047078200,168304,0,Census Tract 782,New York,Kings County,1674.0,83.0,63.0,37.0,52.0,80.0,73.0,66.0,114.0,70.0,193.0,225.0,196.0,149.0,126.0,98.0,49.0,1056.0,63.1,11.7,422.0,25.2,292578.22265625,2388.52432250852
46716,11210,11210,36047078400,167427,0,Census Tract 784,New York,Kings County,793.0,31.0,0.0,39.0,29.0,31.0,12.0,50.0,52.0,24.0,33.0,71.0,135.0,82.0,70.0,58.0,76.0,372.0,46.9,17.0,286.0,36.1,291020.73046875,2214.99665686998
46717,11210,11210,36047078600,171071,0,Census Tract 786,New York,Kings County,1868.0,119.0,116.0,165.0,53.0,79.0,51.0,53.0,108.0,58.0,223.0,224.0,243.0,166.0,83.0,75.0,52.0,1249.0,66.9,13.0,376.0,20.1,297357.2890625,2374.51797511317
46718,11210,11210,36047078800,157114,0,Census Tract 788,New York,Kings County,1198.0,118.0,89.0,116.0,73.0,137.0,61.0,0.0,78.0,14.0,121.0,110.0,111.0,113.0,18.0,29.0,10.0,917.0,76.5,9.3,170.0,14.2,273120.02734375,2372.85502867448
46719,11226,11226,36047079000,182988,0,Census Tract 790,New York,Kings County,1801.0,259.0,85.0,68.0,70.0,94.0,46.0,163.0,55.0,13.0,120.0,250.0,215.0,164.0,92.0,52.0,55.0,1223.0,67.9,11.9,363.0,20.2,318134.87890625,2395.01471518896
46720,11226,11226,36047079200,216691,0,Census Tract 792,New York,Kings County,1245.0,32.0,101.0,43.0,65.0,83.0,76.0,115.0,62.0,34.0,144.0,118.0,122.0,81.0,47.0,77.0,45.0,873.0,70.1,9.8,250.0,20.1,376769.73828125,2453.97799391973
46721,11226,11226,36047079400,222181,0,Census Tract 794,New York,Kings County,573.0,89.0,12.0,44.0,13.0,12.0,77.0,70.0,19.0,9.0,58.0,12.0,24.0,50.0,24.0,41.0,19.0,415.0,72.4,4.2,134.0,23.4,386360.06640625,2517.85913942346
46722,11225,11225,36047079601,110399,0,Census Tract 796.01,New York,Kings County,1911.0,141.0,88.0,111.0,78.0,26.0,76.0,166.0,90.0,117.0,121.0,108.0,333.0,124.0,102.0,122.0,108.0,1122.0,58.7,17.4,456.0,23.9,192022.625,1761.99566517441
46722,11226,11226,36047079601,110399,0,Census Tract 796.01,New York,Kings County,1911.0,141.0,88.0,111.0,78.0,26.0,76.0,166.0,90.0,117.0,121.0,108.0,333.0,124.0,102.0,122.0,108.0,1122.0,58.7,17.4,456.0,23.9,192022.625,1761.99566517441
46723,11226,11226,36047079602,134994,0,Census Tract 796.02,New York,Kings County,1773.0,153.0,125.0,88.0,69.0,34.0,134.0,76.0,48.0,143.0,45.0,174.0,355.0,121.0,87.0,50.0,71.0,1089.0,61.4,20.0,329.0,18.6,234774.52734375,2028.58036442263
46724,11225,11225,36047079801,129680,0,Census Tract 798.01,New York,Kings County,1268.0,110.0,21.0,50.0,35.0,11.0,38.0,54.0,31.0,74.0,45.0,156.0,234.0,204.0,70.0,75.0,60.0,625.0,49.3,18.5,409.0,32.3,225581.3125,1915.83475735395
46725,11225,11225,36047079802,106372,0,Census Tract 798.02,New York,Kings County,2429.0,227.0,112.0,46.0,13.0,27.0,60.0,143.0,156.0,67.0,128.0,465.0,317.0,195.0,181.0,133.0,159.0,1444.0,59.4,13.1,668.0,27.5,185025.73828125,2120.35941462531
46725,11226,11226,36047079802,106372,0,Census Tract 798.02,New York,Kings County,2429.0,227.0,112.0,46.0,13.0,27.0,60.0,143.0,156.0,67.0,128.0,465.0,317.0,195.0,181.0,133.0,159.0,1444.0,59.4,13.1,668.0,27.5,185025.73828125,2120.35941462531
46726,11225,11225,36047080000,173679,0,Census Tract 800,New York,Kings County,1400.0,69.0,28.0,58.0,55.0,22.0,70.0,68.0,16.0,79.0,86.0,166.0,166.0,66.0,110.0,190.0,151.0,717.0,51.2,11.9,517.0,36.9,302125.34375,2260.64555374142
46727,11225,11225,36047080200,185243,0,Census Tract 802,New York,Kings County,1992.0,153.0,44.0,106.0,25.0,105.0,232.0,115.0,72.0,97.0,125.0,276.0,167.0,198.0,72.0,47.0,158.0,1350.0,67.8,8.4,475.0,23.8,322214.71875,2317.2382616149102
46727,11226,11226,36047080200,185243,0,Census Tract 802,New York,Kings County,1992.0,153.0,44.0,106.0,25.0,105.0,232.0,115.0,72.0,97.0,125.0,276.0,167.0,198.0,72.0,47.0,158.0,1350.0,67.8,8.4,475.0,23.8,322214.71875,2317.2382616149102
46728,11225,11225,36047080400,189757,0,Census Tract 804,New York,Kings County,1306.0,115.0,75.0,2.0,42.0,213.0,91.0,0.0,54.0,44.0,100.0,141.0,144.0,76.0,60.0,51.0,98.0,877.0,67.2,11.0,285.0,21.8,330077.203125,2690.1968881680605
46728,11226,11226,36047080400,189757,0,Census Tract 804,New York,Kings County,1306.0,115.0,75.0,2.0,42.0,213.0,91.0,0.0,54.0,44.0,100.0,141.0,144.0,76.0,60.0,51.0,98.0,877.0,67.2,11.0,285.0,21.8,330077.203125,2690.1968881680605
46729,11203,11203,36047080600,166299,0,Census Tract 806,New York,Kings County,1253.0,113.0,50.0,55.0,31.0,86.0,103.0,148.0,8.0,19.0,81.0,117.0,165.0,56.0,14.0,134.0,73.0,811.0,64.7,13.2,277.0,22.1,289295.23828125,2417.13471882088
46729,11225,11225,36047080600,166299,0,Census Tract 806,New York,Kings County,1253.0,113.0,50.0,55.0,31.0,86.0,103.0,148.0,8.0,19.0,81.0,117.0,165.0,56.0,14.0,134.0,73.0,811.0,64.7,13.2,277.0,22.1,289295.23828125,2417.13471882088
46730,11203,11203,36047080800,321836,0,Census Tract 808,New York,Kings County,394.0,156.0,77.0,50.0,30.0,5.0,5.0,8.0,20.0,0.0,38.0,0.0,0.0,5.0,0.0,0.0,0.0,389.0,98.7,0.0,5.0,1.3,559797.3828125,4818.289939180921
46731,11203,11203,36047081000,162414,0,Census Tract 810,New York,Kings County,895.0,126.0,38.0,15.0,24.0,51.0,54.0,9.0,128.0,5.0,86.0,78.0,63.0,95.0,28.0,49.0,46.0,614.0,68.6,7.0,218.0,24.4,282517.7890625,2640.89651333532
46732,11203,11203,36047081400,170174,0,Census Tract 814,New York,Kings County,1035.0,82.0,51.0,87.0,52.0,72.0,88.0,31.0,72.0,47.0,53.0,119.0,120.0,63.0,15.0,21.0,62.0,754.0,72.9,11.6,161.0,15.6,295968.9375,2243.73967900746
46733,11203,11203,36047081600,179640,0,Census Tract 816,New York,Kings County,933.0,108.0,33.0,46.0,54.0,47.0,42.0,120.0,34.0,51.0,81.0,55.0,99.0,47.0,42.0,44.0,30.0,671.0,71.9,10.6,163.0,17.5,312429.20703125,2445.0594145299397
46734,11203,11203,36047081800,157918,0,Census Tract 818,New York,Kings County,1607.0,101.0,78.0,39.0,36.0,190.0,38.0,57.0,16.0,79.0,49.0,158.0,373.0,127.0,120.0,57.0,89.0,841.0,52.3,23.2,393.0,24.5,274645.0546875,2229.17530233807
46734,11226,11226,36047081800,157918,0,Census Tract 818,New York,Kings County,1607.0,101.0,78.0,39.0,36.0,190.0,38.0,57.0,16.0,79.0,49.0,158.0,373.0,127.0,120.0,57.0,89.0,841.0,52.3,23.2,393.0,24.5,274645.0546875,2229.17530233807
46735,11226,11226,36047082000,148600,0,Census Tract 820,New York,Kings County,1880.0,283.0,154.0,98.0,155.0,50.0,57.0,73.0,139.0,113.0,131.0,82.0,176.0,111.0,86.0,172.0,0.0,1335.0,71.0,9.4,369.0,19.6,258442.65234375,2245.17692732283
46736,11226,11226,36047082200,169861,0,Census Tract 822,New York,Kings County,2809.0,235.0,268.0,131.0,174.0,145.0,202.0,188.0,118.0,55.0,195.0,389.0,229.0,183.0,142.0,115.0,40.0,2100.0,74.8,8.2,480.0,17.1,295418.125,2330.54576585684
46737,11203,11203,36047082400,214344,0,Census Tract 824,New York,Kings County,1586.0,196.0,115.0,51.0,46.0,101.0,87.0,112.0,118.0,50.0,68.0,143.0,228.0,110.0,20.0,86.0,55.0,1087.0,68.5,14.4,271.0,17.1,372730.83203125,2446.02460993043
46737,11226,11226,36047082400,214344,0,Census Tract 824,New York,Kings County,1586.0,196.0,115.0,51.0,46.0,101.0,87.0,112.0,118.0,50.0,68.0,143.0,228.0,110.0,20.0,86.0,55.0,1087.0,68.5,14.4,271.0,17.1,372730.83203125,2446.02460993043
46738,11203,11203,36047082600,199092,0,Census Tract 826,New York,Kings County,1956.0,173.0,127.0,136.0,53.0,132.0,132.0,105.0,53.0,40.0,173.0,157.0,214.0,137.0,182.0,53.0,89.0,1281.0,65.5,10.9,461.0,23.6,346171.56640625,2364.06012704925
46738,11226,11226,36047082600,199092,0,Census Tract 826,New York,Kings County,1956.0,173.0,127.0,136.0,53.0,132.0,132.0,105.0,53.0,40.0,173.0,157.0,214.0,137.0,182.0,53.0,89.0,1281.0,65.5,10.9,461.0,23.6,346171.56640625,2364.06012704925
46739,11210,11210,36047082800,156676,0,Census Tract 828,New York,Kings County,1365.0,100.0,82.0,31.0,67.0,52.0,126.0,75.0,124.0,48.0,113.0,147.0,105.0,77.0,64.0,100.0,54.0,965.0,70.7,7.7,295.0,21.6,272387.0546875,2228.0507913238503
46739,11226,11226,36047082800,156676,0,Census Tract 828,New York,Kings County,1365.0,100.0,82.0,31.0,67.0,52.0,126.0,75.0,124.0,48.0,113.0,147.0,105.0,77.0,64.0,100.0,54.0,965.0,70.7,7.7,295.0,21.6,272387.0546875,2228.0507913238503
46740,11203,11203,36047083000,201784,0,Census Tract 830,New York,Kings County,2286.0,175.0,100.0,130.0,38.0,168.0,73.0,221.0,77.0,171.0,309.0,262.0,331.0,108.0,40.0,57.0,26.0,1724.0,75.4,14.5,231.0,10.1,350811.94140625,2652.7687793866103
46740,11210,11210,36047083000,201784,0,Census Tract 830,New York,Kings County,2286.0,175.0,100.0,130.0,38.0,168.0,73.0,221.0,77.0,171.0,309.0,262.0,331.0,108.0,40.0,57.0,26.0,1724.0,75.4,14.5,231.0,10.1,350811.94140625,2652.7687793866103
46740,11226,11226,36047083000,201784,0,Census Tract 830,New York,Kings County,2286.0,175.0,100.0,130.0,38.0,168.0,73.0,221.0,77.0,171.0,309.0,262.0,331.0,108.0,40.0,57.0,26.0,1724.0,75.4,14.5,231.0,10.1,350811.94140625,2652.7687793866103
46741,11203,11203,36047083200,145549,0,Census Tract 832,New York,Kings County,705.0,41.0,28.0,23.0,50.0,35.0,23.0,35.0,37.0,27.0,24.0,109.0,86.0,92.0,63.0,26.0,6.0,432.0,61.3,12.2,187.0,26.5,253046.6171875,2215.8618919615697
46742,11203,11203,36047083400,125994,0,Census Tract 834,New York,Kings County,537.0,24.0,13.0,10.0,44.0,47.0,25.0,7.0,11.0,46.0,67.0,43.0,109.0,26.0,42.0,23.0,0.0,337.0,62.8,20.3,91.0,16.9,219051.61328125,2007.2793372686801
46743,11203,11203,36047083600,208197,0,Census Tract 836,New York,Kings County,729.0,24.0,13.0,40.0,42.0,58.0,63.0,14.0,6.0,30.0,39.0,95.0,79.0,85.0,24.0,71.0,46.0,424.0,58.2,10.8,226.0,31.0,361920.125,2422.4224871404
46743,11210,11210,36047083600,208197,0,Census Tract 836,New York,Kings County,729.0,24.0,13.0,40.0,42.0,58.0,63.0,14.0,6.0,30.0,39.0,95.0,79.0,85.0,24.0,71.0,46.0,424.0,58.2,10.8,226.0,31.0,361920.125,2422.4224871404
46744,11203,11203,36047083800,166942,0,Census Tract 838,New York,Kings County,820.0,32.0,37.0,13.0,12.0,55.0,73.0,36.0,50.0,26.0,71.0,18.0,183.0,74.0,68.0,33.0,39.0,423.0,51.6,22.3,214.0,26.1,290243.50390625,2215.64651745057
46745,11203,11203,36047084000,170057,0,Census Tract 840,New York,Kings County,804.0,62.0,17.0,14.0,15.0,84.0,33.0,53.0,65.0,31.0,34.0,39.0,101.0,137.0,47.0,31.0,41.0,447.0,55.6,12.6,256.0,31.8,295660.32421875,2231.5096922572698
46746,11203,11203,36047084600,166530,0,Census Tract 846,New York,Kings County,712.0,22.0,0.0,29.0,39.0,74.0,32.0,41.0,27.0,38.0,54.0,82.0,72.0,60.0,63.0,37.0,42.0,438.0,61.5,10.1,202.0,28.4,289528.8203125,2179.7196608044896
46747,11203,11203,36047084800,137501,0,Census Tract 848,New York,Kings County,578.0,29.0,42.0,24.0,9.0,26.0,11.0,5.0,21.0,18.0,52.0,64.0,111.0,54.0,59.0,53.0,0.0,301.0,52.1,19.2,166.0,28.7,239092.890625,1969.4523271852104
46748,11203,11203,36047085000,144613,0,Census Tract 850,New York,Kings County,452.0,31.0,2.0,26.0,14.0,13.0,14.0,11.0,47.0,0.0,36.0,47.0,82.0,36.0,39.0,31.0,23.0,241.0,53.3,18.1,129.0,28.5,251450.76953125,2815.3077797081105
46749,11203,11203,36047085200,395710,0,Census Tract 852,New York,Kings County,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,688081.234375,3680.7619427615996
46750,11203,11203,36047085400,128750,0,Census Tract 854,New York,Kings County,701.0,71.0,54.0,53.0,22.0,18.0,12.0,11.0,67.0,0.0,95.0,123.0,60.0,16.0,34.0,26.0,39.0,526.0,75.0,8.6,115.0,16.4,223861.50390625,2942.46477927837
46751,11203,11203,36047085600,158646,0,Census Tract 856,New York,Kings County,1454.0,150.0,48.0,87.0,77.0,23.0,10.0,124.0,21.0,79.0,210.0,199.0,196.0,142.0,40.0,33.0,15.0,1028.0,70.7,13.5,230.0,15.8,275875.09375,2516.67259798171
46752,11203,11203,36047085800,138512,0,Census Tract 858,New York,Kings County,875.0,39.0,31.0,12.0,77.0,53.0,42.0,27.0,61.0,27.0,115.0,119.0,100.0,78.0,39.0,33.0,22.0,603.0,68.9,11.4,172.0,19.7,240875.46875,2292.22809434554
46753,11203,11203,36047086000,175366,0,Census Tract 860,New York,Kings County,1274.0,48.0,103.0,15.0,42.0,72.0,93.0,23.0,106.0,87.0,145.0,51.0,156.0,169.0,4.0,79.0,81.0,785.0,61.6,12.2,333.0,26.1,304964.09765625,2337.71881919963
46754,11203,11203,36047086200,140147,0,Census Tract 862,New York,Kings County,1114.0,89.0,153.0,58.0,120.0,15.0,82.0,55.0,70.0,58.0,116.0,31.0,45.0,97.0,61.0,41.0,23.0,847.0,76.0,4.0,222.0,19.9,243719.83984375,1980.1449722879602
46755,11203,11203,36047086400,150824,0,Census Tract 864,New York,Kings County,740.0,35.0,12.0,33.0,78.0,45.0,0.0,27.0,74.0,49.0,12.0,35.0,106.0,38.0,54.0,104.0,38.0,400.0,54.1,14.3,234.0,31.6,262319.75390625,2166.83369231619
46755,11212,11212,36047086400,150824,0,Census Tract 864,New York,Kings County,740.0,35.0,12.0,33.0,78.0,45.0,0.0,27.0,74.0,49.0,12.0,35.0,106.0,38.0,54.0,104.0,38.0,400.0,54.1,14.3,234.0,31.6,262319.75390625,2166.83369231619
46756,11203,11203,36047086600,156523,0,Census Tract 866,New York,Kings County,1166.0,105.0,59.0,62.0,80.0,22.0,69.0,31.0,61.0,74.0,93.0,110.0,117.0,74.0,70.0,74.0,65.0,766.0,65.7,10.0,283.0,24.3,272246.87109375,3025.0516772560304
46756,11212,11212,36047086600,156523,0,Census Tract 866,New York,Kings County,1166.0,105.0,59.0,62.0,80.0,22.0,69.0,31.0,61.0,74.0,93.0,110.0,117.0,74.0,70.0,74.0,65.0,766.0,65.7,10.0,283.0,24.3,272246.87109375,3025.0516772560304
46757,11203,11203,36047086800,174581,0,Census Tract 868,New York,Kings County,1228.0,106.0,63.0,102.0,59.0,93.0,46.0,134.0,12.0,45.0,22.0,233.0,161.0,60.0,44.0,31.0,17.0,915.0,74.5,13.1,152.0,12.4,303634.82421875,2254.56171925513
46758,11203,11203,36047087000,155718,0,Census Tract 870,New York,Kings County,1165.0,178.0,63.0,73.0,127.0,41.0,10.0,72.0,29.0,72.0,85.0,41.0,99.0,88.0,62.0,83.0,42.0,791.0,67.9,8.5,275.0,23.6,270828.31640625,2270.42361069503
46759,11203,11203,36047087200,147204,0,Census Tract 872,New York,Kings County,1107.0,103.0,19.0,41.0,108.0,90.0,91.0,3.0,51.0,52.0,110.0,75.0,64.0,94.0,86.0,81.0,39.0,743.0,67.1,5.8,300.0,27.1,256017.546875,2255.92478699618
46760,11203,11203,36047087401,130596,0,Census Tract 874.01,New York,Kings County,1392.0,137.0,108.0,211.0,66.0,116.0,101.0,70.0,19.0,11.0,135.0,120.0,128.0,80.0,69.0,9.0,12.0,1094.0,78.6,9.2,170.0,12.2,227176.64453125,2164.58790824065
46761,11203,11203,36047087600,142213,0,Census Tract 876,New York,Kings County,706.0,90.0,95.0,27.0,60.0,9.0,33.0,20.0,36.0,40.0,25.0,71.0,31.0,25.0,29.0,47.0,68.0,506.0,71.7,4.4,169.0,23.9,247387.53515625,2170.5151046451897
46762,11203,11203,36047087800,151414,0,Census Tract 878,New York,Kings County,977.0,126.0,69.0,97.0,62.0,86.0,44.0,15.0,76.0,52.0,61.0,20.0,165.0,49.0,31.0,24.0,0.0,708.0,72.5,16.9,104.0,10.6,263381.19140625,2470.7775697019
46763,11203,11203,36047088000,182479,0,Census Tract 880,New York,Kings County,1153.0,69.0,92.0,10.0,20.0,77.0,98.0,130.0,79.0,8.0,151.0,106.0,130.0,67.0,57.0,47.0,12.0,840.0,72.9,11.3,183.0,15.9,317439.8046875,3114.1823396025397
46763,11212,11212,36047088000,182479,0,Census Tract 880,New York,Kings County,1153.0,69.0,92.0,10.0,20.0,77.0,98.0,130.0,79.0,8.0,151.0,106.0,130.0,67.0,57.0,47.0,12.0,840.0,72.9,11.3,183.0,15.9,317439.8046875,3114.1823396025397
46764,11212,11212,36047088200,203180,0,Census Tract 882,New York,Kings County,2537.0,175.0,139.0,216.0,111.0,238.0,65.0,106.0,153.0,135.0,146.0,313.0,226.0,266.0,134.0,17.0,97.0,1797.0,70.8,8.9,514.0,20.3,353440.84765625,3511.9260562944
46765,11212,11212,36047088400,167059,0,Census Tract 884,New York,Kings County,1829.0,262.0,118.0,85.0,145.0,87.0,25.0,92.0,74.0,130.0,141.0,234.0,213.0,100.0,44.0,41.0,38.0,1393.0,76.2,11.6,223.0,12.2,290623.921875,2611.14312901184
46766,11212,11212,36047088600,179724,0,Census Tract 886,New York,Kings County,1920.0,372.0,145.0,148.0,115.0,176.0,35.0,128.0,76.0,48.0,198.0,156.0,97.0,68.0,52.0,52.0,54.0,1597.0,83.2,5.1,226.0,11.8,312612.90625,2571.5645197509803
46767,11212,11212,36047088800,201249,0,Census Tract 888,New York,Kings County,1467.0,185.0,14.0,48.0,103.0,48.0,148.0,28.0,50.0,94.0,67.0,106.0,169.0,178.0,79.0,61.0,89.0,891.0,60.7,11.5,407.0,27.7,350015.203125,2610.21263629335
46767,11236,11236,36047088800,201249,0,Census Tract 888,New York,Kings County,1467.0,185.0,14.0,48.0,103.0,48.0,148.0,28.0,50.0,94.0,67.0,106.0,169.0,178.0,79.0,61.0,89.0,891.0,60.7,11.5,407.0,27.7,350015.203125,2610.21263629335
46768,11212,11212,36047089000,248416,0,Census Tract 890,New York,Kings County,2290.0,209.0,168.0,201.0,214.0,377.0,74.0,104.0,19.0,54.0,68.0,304.0,245.0,109.0,92.0,16.0,36.0,1792.0,78.3,10.7,253.0,11.0,432087.86328125,3797.5526811077
46769,11212,11212,36047089200,179663,0,Census Tract 892,New York,Kings County,1525.0,334.0,270.0,104.0,100.0,54.0,141.0,62.0,105.0,32.0,91.0,75.0,107.0,18.0,32.0,0.0,0.0,1368.0,89.7,7.0,50.0,3.3,312560.453125,3096.52449780489
46770,11212,11212,36047089400,172215,0,Census Tract 894,New York,Kings County,1025.0,163.0,44.0,63.0,20.0,63.0,11.0,19.0,177.0,57.0,91.0,142.0,122.0,18.0,24.0,0.0,11.0,850.0,82.9,11.9,53.0,5.2,299585.07421875,2530.63493096708
46771,11212,11212,36047089600,149024,0,Census Tract 896,New York,Kings County,1564.0,330.0,169.0,62.0,102.0,46.0,73.0,93.0,122.0,71.0,108.0,153.0,102.0,60.0,21.0,31.0,21.0,1329.0,85.0,6.5,133.0,8.5,259216.1953125,2267.2659180895103
46772,11212,11212,36047089800,154357,0,Census Tract 898,New York,Kings County,647.0,148.0,30.0,60.0,24.0,29.0,38.0,8.0,0.0,30.0,53.0,28.0,99.0,54.0,26.0,7.0,13.0,448.0,69.2,15.3,100.0,15.5,268532.17578125,2230.9953478883103
46773,11212,11212,36047090000,246239,0,Census Tract 900,New York,Kings County,1922.0,512.0,205.0,164.0,152.0,108.0,75.0,91.0,109.0,34.0,164.0,75.0,87.0,57.0,66.0,8.0,15.0,1689.0,87.9,4.5,146.0,7.6,428419.828125,2713.11761603768
46774,11212,11212,36047090200,190560,0,Census Tract 902,New York,Kings County,854.0,165.0,38.0,85.0,29.0,24.0,45.0,51.0,6.0,77.0,91.0,34.0,75.0,45.0,54.0,12.0,23.0,645.0,75.5,8.8,134.0,15.7,331556.36328125,2428.16044315665
