modzcta,no highschool,highschool,college,perc
10021,0.012357398890289212,0.17991063391001194,0.8077319671996989,0.055218264
10065,0.011816040468007877,0.16557902459744372,0.8226049349345484,0.074077141
10075,0.015583709587303506,0.17496942150008304,0.8094468689126134,0.053839015
10028,0.01351932039797706,0.14425015700922222,0.8422305225928007,0.046510957
10128,0.03429322278565348,0.15778953991931005,0.8079172372950365,0.085396582
10023,0.02414126991941969,0.15567918861700555,0.8201795414635747,0.066543563
10069,0.047179050457738986,0.18032786885245902,0.772493080689802,0.08951189
10029,0.24526138065050493,0.4090185084896945,0.3457201108598006,0.24413422699999998
10024,0.0464217575828369,0.1713584861581591,0.782219756259004,0.080235155
10025,0.09107698944445193,0.21847153507057254,0.6904514754849755,0.112628271
10035,0.28490886853801867,0.43686424246040034,0.278226889001581,0.299390508
10026,0.17489751627682662,0.3658066071859175,0.45929587653725584,0.186687248
10027,0.14655954886927638,0.3672775728549082,0.48616287827581545,0.19665210600000002
10037,0.15246913580246912,0.45366255144032924,0.39386831275720163,0.20912209199999998
10031,0.24549939495485432,0.4044121753700084,0.3500884296751373,0.191958885
10039,0.18569699808720772,0.506343443806847,0.3079595581059453,0.190397029
10030,0.18829277763396324,0.4444732073517991,0.36723401501423764,0.18479957
10032,0.2951589195682066,0.3886456670512557,0.3161954133805377,0.203329344
10044,0.05906853464596744,0.20863309352517986,0.7322983718288527,0.077016007
10033,0.2700014181810815,0.3500273506351425,0.379971231183776,0.17662407
10040,0.25569762051915945,0.3704998454882571,0.37380253399258345,0.150312646
10034,0.24101503549270584,0.3875971158683137,0.3713878486389805,0.156899271
10280,0.01695211464522894,0.11438308283816848,0.8686648025166026,0.010937456000000002
10282,0.02230971128608924,0.13937007874015747,0.8383202099737532,0.0
11101,0.1470288474320911,0.3781628040944742,0.47480834847343467,0.139634929
11109,0.018553413538193942,0.16698072184374546,0.8144658646180606,0.01
11421,0.23523618920550207,0.5313701197623812,0.23339369103211666,0.12547662
11418,0.17659014513901555,0.4869062198712771,0.33650363498970737,0.140286059
11416,0.23615342551363175,0.5494492617764237,0.21439731270994453,0.119384638
11106,0.1343168731923475,0.35768302067025765,0.5080001061373949,0.135977953
11417,0.22843243243243244,0.5225945945945946,0.24897297297297297,0.115986561
11103,0.1347898047004303,0.37420280260399424,0.4910073926955754,0.129682826
11414,0.13837176993609335,0.5821987589145133,0.27942947114939337,0.14334391400000002
11102,0.1293819115942483,0.35287115065317504,0.5177469377525766,0.12163499300000001
11419,0.2881872018029682,0.5160277158407058,0.19578508235632597,0.136156039
11420,0.26063806380638066,0.5416501650165017,0.19771177117711772,0.120575701
11105,0.12956018720386037,0.40237202406906775,0.4680677887270719,0.132972451
11415,0.09624282805848602,0.43341662039607626,0.47034055154543775,0.135717974
11377,0.20471482098251456,0.4740528726061615,0.3212323064113239,0.149987324
11104,0.17797574445647046,0.43021674576083035,0.3918075097826992,0.148591382
11436,0.1915767167737236,0.6063174624197073,0.2021058208065691,0.15229073099999998
11434,0.13592303635404732,0.6401331223743794,0.22394384127157327,0.228092911
11435,0.22718371235511017,0.5100827437765741,0.26273354386831566,0.174948993
11378,0.14035378845707078,0.5793700839666789,0.28027612757625037,0.133776426
11433,0.24290476036374228,0.5843176596226659,0.17277758001359178,0.241084103
11432,0.19979465258570112,0.4445771519570866,0.3556281954572123,0.16940652399999998
11372,0.23215821152192606,0.489379319129964,0.2784624693481099,0.16470341
11373,0.2356877973254754,0.48873128644383124,0.27558091623069336,0.15699961099999998
11413,0.10929675169040706,0.6291432023227265,0.26156004598686644,0.143561307
11369,0.24167684167684167,0.5807081807081808,0.1776149776149776,0.181059589
11412,0.135069069410494,0.6250639531578648,0.23986697743164118,0.173110555
11368,0.37186979964055117,0.4996871463755575,0.12844305398389136,0.196405477
11367,0.16586017515214488,0.4713077037256939,0.3628321211221612,0.165446806
11375,0.06963796253997259,0.3435358611238008,0.5868261763362266,0.117996449
11423,0.16123954443038366,0.5215284422358715,0.31723201333374484,0.136770529
11427,0.13600216574735202,0.5341951203004974,0.3298027139521505,0.12690797199999998
11428,0.1598354119485822,0.6086568211540302,0.23150776689738764,0.115612091
11374,0.09569426855672208,0.42132031537236,0.48298541607091794,0.150020028
11379,0.12446120689655173,0.5467332123411979,0.32880558076225047,0.1429292
11385,0.16965687373850638,0.5650120854202487,0.2653310408412449,0.172750632
11426,0.10056607111268354,0.5176454979656819,0.3817884309216345,0.10682690199999999
11422,0.10781364882026602,0.6138961299378384,0.2782902212418956,0.11648197099999999
11366,0.11065624612330976,0.4300955216474383,0.45924823222925193,0.11182363199999999
11355,0.29756362507759154,0.5074617214980344,0.1949746534243741,0.25820005100000004
11354,0.25953796012269936,0.535467791411043,0.20499424846625766,0.24661115
11357,0.18467447306791568,0.4776018735362998,0.33772365339578453,0.139421043
11356,0.22677850264057162,0.5731593662628145,0.20006213109661386,0.202525281
11697,0.024720893141945772,0.46850079744816586,0.5067783094098883,0.121377551
11694,0.07886641795929053,0.46095948687741345,0.46017409516329605,0.156591762
11693,0.14505208333333333,0.5797743055555555,0.2751736111111111,0.179829425
11692,0.22605261990327877,0.5426150228492834,0.23133235724743778,0.19521492399999998
11691,0.25068699371550096,0.49246099070467636,0.2568520155798227,0.21880734899999998
11360,0.07342860462414313,0.3997327756477286,0.5268386197281283,0.106018559
11358,0.16393370650861597,0.5140818790473054,0.3219844144440786,0.1469707
11361,0.12300729532558768,0.4543704404215077,0.4226222642529046,0.09249215599999999
11365,0.14666773953450946,0.4906559916316308,0.3626762688338597,0.14388061800000002
11364,0.12024324324324324,0.4536216216216216,0.4261351351351351,0.088884164
11362,0.08794676151683782,0.4621651081406689,0.44988813034249325,0.141109598
11363,0.04953728905824714,0.42133913990201416,0.5291235710397387,0.12632317099999998
10301,0.11304056146145113,0.4923366704510269,0.39462276808752195,0.19238614399999998
10304,0.14768669360093836,0.5109083800338851,0.3414049263651766,0.23635852899999998
10305,0.13541165142031777,0.5350505536831969,0.3295377948964853,0.171909344
10310,0.11984065054006325,0.4926691034539406,0.38749024600599613,0.182305136
10306,0.10293688814830243,0.5832118308685691,0.31385128098312853,0.152310099
10308,0.06406740459276392,0.5841400958202544,0.35179249958698167,0.10484006900000001
10302,0.13940112399016508,0.5767035475939586,0.28389532841587634,0.18464672199999999
10312,0.06860248171291497,0.5938786389078095,0.3375188793792756,0.10106248300000001
10314,0.09731886183631563,0.5552361396303901,0.34744499853329425,0.119923364
10307,0.07338291937840351,0.5655465533271351,0.36107052729446143,0.115211484
10309,0.07559419014084508,0.573090889084507,0.3513149207746479,0.118634364
10303,0.18956709673194053,0.5638221232562709,0.2466107800117886,0.21810822800000002
